node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID
508,255,419.898630983846,7.7393989956168,5.77632693699554,7.6833,4.6167,935.124490792219,515.225859808372,1592.30347261672,2012.20210360057,1431400000
508,509,352.533768115505,7.7393989956168,5.77632693699554,7.74378354419559,5.78209006430834,867.759627923877,515.225859808372,1592.30347261672,1944.83724073223,1431400000
509,253,71.198196201675,7.74378354419559,5.78209006430834,7.845422,5.182916,938.957824125552,867.759627923877,1944.83724073223,2016.0354369339,1431400000
509,254,74.2065126924303,7.74378354419559,5.78209006430834,7.525829,5.762072,941.966140616307,867.759627923877,1944.83724073223,2019.04375342466,1431400000
257,408,86.2877770604656,6.04007546438062,7.82163717184065,6.06596660004136,7.81836352981859,770.764426546509,684.476649486044,1761.55426229439,1847.84203935486,1431400000
257,258,73.4342511806897,6.04007546438062,7.82163717184065,6.03078534994974,7.83641842836327,757.910900666733,684.476649486044,1761.55426229439,1834.98851347508,1431400000
258,397,118.671118828614,6.03078534994974,7.83641842836327,5.93405967208876,7.84898789483538,876.582019495347,757.910900666733,1834.98851347508,1953.6596323037,1431400000
258,259,46.7708352619422,6.03078534994974,7.83641842836327,6.16570142318851,6.68866776702229,804.681735928676,757.910900666733,1834.98851347508,1881.75934873703,1431400000
259,260,58.1985816431969,6.16570142318851,6.68866776702229,6.17255519644519,6.69446435340642,862.880317571872,804.681735928676,1881.75934873703,1939.95793038022,1431400000
259,265,51.7974165878826,6.16570142318851,6.68866776702229,6.19961237645988,6.71516070179438,856.479152516558,804.681735928676,1881.75934873703,1933.55676532491,1431400000
260,6,34.1632335563388,6.17255519644519,6.69446435340642,6.166667,6.783333,897.043551128211,862.880317571872,1939.95793038022,1974.12116393656,1431400000
260,261,13.6103467564714,6.17255519644519,6.69446435340642,8.88475344246366,11.3623714710325,876.490664328344,862.880317571872,1939.95793038022,1953.56827713669,1431400000
261,264,37.8102782182356,8.88475344246366,11.3623714710325,8.8906334246853,11.3621583152309,914.30094254658,876.490664328344,1953.56827713669,1991.37855535493,1431400000
261,262,18.2471445882996,8.88475344246366,11.3623714710325,8.88728375692296,11.3590083385935,894.737808916643,876.490664328344,1953.56827713669,1971.81542172499,1431400000
262,1,41.3598385489789,8.88728375692296,11.3590083385935,8.88872538594294,11.3543917175827,936.097647465622,894.737808916643,1971.81542172499,2013.17526027397,1431400000
262,263,8.03239848277322,8.88728375692296,11.3590083385935,8.88479373161667,11.3624068898148,902.770207399417,894.737808916643,1971.81542172499,1979.84782020777,1431400000
263,2,38.2452482853839,8.88479373161667,11.3624068898148,8.89608884961453,11.3583498585335,941.015455684801,902.770207399417,1979.84782020777,2018.09306849315,1431400000
263,3,32.2559227370643,8.88479373161667,11.3624068898148,8.89088031098822,11.3567319293518,935.026130136481,902.770207399417,1979.84782020777,2012.10374294483,1431400000
264,4,20.7306520707759,8.8906334246853,11.3621583152309,8.89682324940253,11.3606046137754,935.031594617355,914.30094254658,1991.37855535493,2012.10920742571,1431400000
264,5,24.6322914150382,8.8906334246853,11.3621583152309,7.251211,9.976395,938.933233961618,914.30094254658,1991.37855535493,2016.01084676997,1431400000
265,266,64.9457988963857,6.19961237645988,6.71516070179438,6.19856686515978,6.70649241817824,921.424951412944,856.479152516558,1933.55676532491,1998.50256422129,1431400000
265,268,7.94950208662375,6.19961237645988,6.71516070179438,6.18449886701258,6.71037959979639,864.428654603182,856.479152516558,1933.55676532491,1941.50626741153,1431400000
266,9,20.5384494773363,6.19856686515978,6.70649241817824,7.272099,6.346321,941.96340089028,921.424951412944,1998.50256422129,2019.04101369863,1431400000
266,267,13.1679473855419,6.19856686515978,6.70649241817824,6.19935217145811,6.72807706913328,934.592898798486,921.424951412944,1998.50256422129,2011.67051160684,1431400000
267,8,6.46913222878058,6.19935217145811,6.72807706913328,6.20065876643408,6.72877717816011,941.062031027266,934.592898798486,2011.67051160684,2018.13964383562,1431400000
267,7,6.45817332467092,6.19935217145811,6.72807706913328,6.19729023140339,6.72890796979721,941.051072123157,934.592898798486,2011.67051160684,2018.12868493151,1431400000
268,396,52.1413977750479,6.18449886701258,6.71037959979639,6.19137831211344,6.71367692059405,916.57005237823,864.428654603182,1941.50626741153,1993.64766518658,1431400000
268,269,17.7500648611223,6.18449886701258,6.71037959979639,6.18605227960312,6.72300161225708,882.178719464304,864.428654603182,1941.50626741153,1959.25633227265,1431400000
269,274,6.42703698603373,6.18605227960312,6.72300161225708,6.76408606367817,6.23911644359295,888.605756450338,882.178719464304,1959.25633227265,1965.68336925869,1431400000
269,270,2.32824324575986,6.18605227960312,6.72300161225708,6.1870937465724,6.72970558767425,884.506962710064,882.178719464304,1959.25633227265,1961.58457551841,1431400000
270,273,13.0686804390774,6.1870937465724,6.72970558767425,7.10864937385913,6.67618482245434,897.575643149141,884.506962710064,1961.58457551841,1974.65325595749,1431400000
270,271,21.8882994724254,6.1870937465724,6.72970558767425,6.18774716186648,6.72843201038937,906.39526218249,884.506962710064,1961.58457551841,1983.47287499084,1431400000
271,12,28.931414402079,6.18774716186648,6.72843201038937,6.2005248123172,6.73155160773482,935.326676584569,906.39526218249,1983.47287499084,2012.40428939292,1431400000
271,272,20.7072138491357,6.18774716186648,6.72843201038937,6.44807321775161,6.72398454101994,927.102476031625,906.39526218249,1983.47287499084,2004.18008883998,1431400000
272,10,13.896541297011,6.44807321775161,6.72398454101994,6.452245,6.728375,940.999017328636,927.102476031625,2004.18008883998,2018.07663013699,1431400000
