node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,genotype
9,10,37.1881047943408,8.66204786845379,5.45569017210526,7.89907449316581,5.28867291543716,37.1881047943408,0,1946.71313356162,1983.90123835596,192700000,1
9,8,22.2868664383775,8.66204786845379,5.45569017210526,10.686987,13.272643,22.2868664383775,0,1946.71313356162,1969,192700000,1
10,11,16.2763116281115,7.89907449316581,5.28867291543716,7.66270585098312,4.58579789234373,53.4644164224523,37.1881047943408,1983.90123835596,2000.17754998407,192700000,1
10,15,23.172620099118,7.89907449316581,5.28867291543716,7.90782796410815,5.16258736325586,60.3607248934588,37.1881047943408,1983.90123835596,2007.07385845508,192700000,1
11,12,5.77819238207957,7.66270585098312,4.58579789234373,7.72653198428052,4.53564191717152,59.2426088045318,53.4644164224523,2000.17754998407,2005.95574236615,192700000,1
11,14,8.22515319907094,7.66270585098312,4.58579789234373,7.68284190771474,4.63302020410205,61.6895696215232,53.4644164224523,2000.17754998407,2008.40270318315,192700000,1
12,1,3.205901469462,7.72653198428052,4.53564191717152,7.68723475598097,4.61590108295289,62.4485102739938,59.2426088045318,2005.95574236615,2009.16164383562,192700000,1
12,13,1.73746906496714,7.72653198428052,4.53564191717152,7.67507605149675,4.56925768239838,60.980077869499,59.2426088045318,2005.95574236615,2007.69321143112,192700000,1
13,2,1.05542244865994,7.67507605149675,4.56925768239838,7.67893893468694,4.62058376398362,62.0355003181589,60.980077869499,2007.69321143112,2008.74863387978,192700000,1
13,3,4.50897436122834,7.67507605149675,4.56925768239838,7.68402375249997,4.61871262668064,65.4890522307273,60.980077869499,2007.69321143112,2012.20218579235,192700000,1
14,5,0.758940652470624,7.68284190771474,4.63302020410205,7.68513803796662,4.62131112959456,62.4485102739938,61.6895696215232,2008.40270318315,2009.16164383562,192700000,1
14,4,0.345930696635701,7.68284190771474,4.63302020410205,7.68367595095781,4.61756559725118,62.0355003181589,61.6895696215232,2008.40270318315,2008.74863387978,192700000,1
15,6,8.9616606706018,7.90782796410815,5.16258736325586,7.845422,5.182916,69.3223855640606,60.3607248934588,2007.07385845508,2016.03551912568,192700000,1
15,7,11.9699771613571,7.90782796410815,5.16258736325586,7.525829,5.762072,72.3307020548159,60.3607248934588,2007.07385845508,2019.04383561644,192700000,1
215,216,74.5056591884201,5.97470187626392,7.8649645553491,6.00455402711027,7.78087389478971,74.5056591884201,0,1747.21282784724,1821.71848703566,192700000,2
215,225,37.4430187279208,5.97470187626392,7.8649645553491,5.97696104949269,7.87666850807831,37.4430187279208,0,1747.21282784724,1784.65584657516,192700000,2
216,219,99.2297455701736,6.00455402711027,7.78087389478971,5.48495209515366,7.0453917808795,173.735404758594,74.5056591884201,1821.71848703566,1920.94823260583,192700000,2
216,217,126.649680744139,6.00455402711027,7.78087389478971,6.02187230582418,7.80676787124466,201.155339932559,74.5056591884201,1821.71848703566,1948.3681677798,192700000,2
217,16,67.7383895972511,6.02187230582418,7.80676787124466,6.0767,8.0701,268.89372952981,201.155339932559,1948.3681677798,2016.10655737705,192700000,2
217,218,20.0942329577171,6.02187230582418,7.80676787124466,6.07507167578129,7.83203836540098,221.249572890276,201.155339932559,1948.3681677798,1968.46240073752,192700000,2
218,18,49.6280102213889,6.07507167578129,7.83203836540098,6.065463,7.81309,270.877583111665,221.249572890276,1968.46240073752,2018.0904109589,192700000,2
218,17,20.5375992624848,6.07507167578129,7.83203836540098,6.74534245330252,6.13233981153653,241.787172152761,221.249572890276,1968.46240073752,1989,192700000,2
219,224,19.4256304707341,5.48495209515366,7.0453917808795,5.48654184549975,7.04944900929982,193.161035229328,173.735404758594,1920.94823260583,1940.37386307657,192700000,2
219,220,50.8597418798268,5.48495209515366,7.0453917808795,5.47745487084095,7.02732720515904,224.59514663842,173.735404758594,1920.94823260583,1971.80797448566,192700000,2
220,19,44.2630637657069,5.47745487084095,7.02732720515904,5.48623843337826,7.03533923161973,268.858210404127,224.59514663842,1971.80797448566,2016.07103825137,192700000,2
220,221,16.678550065931,5.47745487084095,7.02732720515904,5.47771655803921,7.02193553266983,241.273696704351,224.59514663842,1971.80797448566,1988.48652455159,192700000,2
221,222,7.40294379021255,5.47771655803921,7.02193553266983,4.79035062853874,7.02047509221067,248.676640494564,241.273696704351,1988.48652455159,1995.8894683418,192700000,2
221,20,24.6038864073138,5.47771655803921,7.02193553266983,6.452667,7.510333,265.877583111665,241.273696704351,1988.48652455159,2013.0904109589,192700000,2
222,223,4.93624413567901,4.79035062853874,7.02047509221067,4.78918234617978,7.01531341903057,253.612884630243,248.676640494564,1995.8894683418,2000.82571247748,192700000,2
222,21,17.384504260937,4.79035062853874,7.02047509221067,4.865528,7.013852,266.061144755501,248.676640494564,1995.8894683418,2013.27397260274,192700000,2
223,23,11.3136317848132,4.78918234617978,7.01531341903057,4.77149,7.01435,264.926516415056,253.612884630243,2000.82571247748,2012.1393442623,192700000,2
223,22,15.2207356099497,4.78918234617978,7.01531341903057,5.033333,7.916667,268.833620240193,253.612884630243,2000.82571247748,2016.04644808743,192700000,2
224,24,48.6261369234334,5.48654184549975,7.04944900929982,5.48369238572034,7.03030527913325,241.787172152761,193.161035229328,1940.37386307657,1989,192700000,2
224,25,48.6261369234334,5.48654184549975,7.04944900929982,5.48772864083899,7.0353140341229,241.787172152761,193.161035229328,1940.37386307657,1989,192700000,2
225,226,59.4059994055489,5.97696104949269,7.87666850807831,6.19710573201488,6.77039577576022,96.8490181334697,37.4430187279208,1784.65584657516,1844.06184598071,192700000,2
225,399,155.96979890976,5.97696104949269,7.87666850807831,5.97987819352406,7.87721328190935,193.412817637681,37.4430187279208,1784.65584657516,1940.62564548492,192700000,2
226,232,77.4910413100949,6.19710573201488,6.77039577576022,6.20190644943789,6.74911144606073,174.340059443565,96.8490181334697,1844.06184598071,1921.5528872908,192700000,2
226,227,101.702879984015,6.19710573201488,6.77039577576022,6.18308057066023,6.77159827319804,198.551898117484,96.8490181334697,1844.06184598071,1945.76472596472,192700000,2
227,228,19.6085914913182,6.18308057066023,6.77159827319804,8.86699977954501,11.345586209648,218.160489608803,198.551898117484,1945.76472596472,1965.37331745604,192700000,2
227,31,28.3202055421259,6.18308057066023,6.77159827319804,6.166667,6.783333,226.87210365961,198.551898117484,1945.76472596472,1974.08493150685,192700000,2
228,229,18.1628108405745,8.86699977954501,11.345586209648,8.87604908225725,11.3528907015098,236.323300449377,218.160489608803,1965.37331745604,1983.53612829662,192700000,2
228,230,13.2248173609252,8.86699977954501,11.345586209648,8.90215376773126,11.3540384245571,231.385306969728,218.160489608803,1965.37331745604,1978.59813481697,192700000,2
229,27,32.4748006651327,8.87604908225725,11.3528907015098,7.251211,9.976395,268.79810111451,236.323300449377,1983.53612829662,2016.01092896175,192700000,2
229,26,28.5731613208704,8.87604908225725,11.3528907015098,8.89868503281071,11.3596034945244,264.896461770248,236.323300449377,1983.53612829662,2012.10928961749,192700000,2
230,231,29.3177963653657,8.90215376773126,11.3540384245571,8.88791641539612,11.3553950150162,260.703103335093,231.385306969728,1978.59813481697,2007.91593118233,192700000,2
230,30,33.5056903196452,8.90215376773126,11.3540384245571,8.89780085530812,11.3624183293186,264.890997289373,231.385306969728,1978.59813481697,2012.10382513661,192700000,2
231,28,5.25941128342097,8.88791641539612,11.3553950150162,8.89053487339525,11.355693094884,265.962514618514,260.703103335093,2007.91593118233,2013.17534246575,192700000,2
231,29,7.23475374917453,8.88791641539612,11.3553950150162,8.89345930412351,11.354910825262,267.937857084268,260.703103335093,2007.91593118233,2015.15068493151,192700000,2
232,233,5.38766889582118,6.20190644943789,6.74911144606073,6.21321931289647,6.70179508576057,179.727728339386,174.340059443565,1921.5528872908,1926.94055618662,192700000,2
232,397,65.3176244072771,6.20190644943789,6.74911144606073,6.19511523510306,6.73399865477016,239.657683850842,174.340059443565,1921.5528872908,1986.87051169808,192700000,2
233,234,28.0561804172428,6.21321931289647,6.70179508576057,6.19611085730123,6.71251239961691,207.783908756629,179.727728339386,1926.94055618662,1954.99673660387,192700000,2
233,394,43.3409486662171,6.21321931289647,6.70179508576057,6.19884271012144,6.70237773244043,223.068677005603,179.727728339386,1926.94055618662,1970.28150485284,192700000,2
234,235,1.9390075738995,6.19611085730123,6.71251239961691,6.69440780823378,6.34023780337938,209.722916330528,207.783908756629,1954.99673660387,1956.93574417777,192700000,2
234,392,33.7644567328741,6.19611085730123,6.71251239961691,6.1931216118002,6.71993844171434,241.548365489503,207.783908756629,1954.99673660387,1988.76119333674,192700000,2
235,236,0.203450324540384,6.69440780823378,6.34023780337938,6.69311783670911,6.339539674739,209.926366655069,209.722916330528,1956.93574417777,1957.13919450231,192700000,2
235,385,30.5322040532455,6.69440780823378,6.34023780337938,6.75736679486894,6.13871758615921,240.255120383774,209.722916330528,1956.93574417777,1987.46794823101,192700000,2
236,384,22.1986759873181,6.69311783670911,6.339539674739,6.70230943501669,6.34235660468185,232.125042642387,209.926366655069,1957.13919450231,1979.33787048963,192700000,2
236,237,7.38268766638269,6.69311783670911,6.339539674739,6.70231857608597,6.34485291801116,217.309054321451,209.926366655069,1957.13919450231,1964.52188216869,192700000,2
237,370,16.4520065793501,6.70231857608597,6.34485291801116,6.71455305824226,6.32874122747757,233.761060900801,217.309054321451,1964.52188216869,1980.97388874804,192700000,2
237,238,2.03470856835416,6.70231857608597,6.34485291801116,7.06931659336174,6.26121391798777,219.343762889805,217.309054321451,1964.52188216869,1966.55659073704,192700000,2
238,240,2.19071850801686,7.06931659336174,6.26121391798777,7.07045217337527,6.26309570007225,221.534481397822,219.343762889805,1966.55659073704,1968.74730924506,192700000,2
238,239,13.0260565925263,7.06931659336174,6.26121391798777,7.06290744493862,6.25211994003837,232.369819482332,219.343762889805,1966.55659073704,1979.58264732957,192700000,2
239,33,38.5269417115253,7.06290744493862,6.25211994003837,7.06919651558577,6.26379218675715,270.896761193857,232.369819482332,1979.58264732957,2018.1095890411,192700000,2
239,32,38.537900615635,7.06290744493862,6.25211994003837,6.947775,5.91429,270.907720097967,232.369819482332,1979.58264732957,2018.12054794521,192700000,2
240,241,2.86672666783193,7.07045217337527,6.26309570007225,7.07076229516101,6.26048843835146,224.401208065654,221.534481397822,1968.74730924506,1971.61403591289,192700000,2
240,367,1.37736142408276,7.07045217337527,6.26309570007225,7.07113633493803,6.2637983012426,222.911842821905,221.534481397822,1968.74730924506,1970.12467066914,192700000,2
241,322,6.04987765319108,7.07076229516101,6.26048843835146,7.0670624548539,6.27185297619995,230.451085718845,224.401208065654,1971.61403591289,1977.66391356608,192700000,2
241,242,1.41412120837155,7.07076229516101,6.26048843835146,6.75229103219392,6.14473539175757,225.815329274026,224.401208065654,1971.61403591289,1973.02815712126,192700000,2
242,245,0.501524122656896,6.75229103219392,6.14473539175757,6.74954480510535,6.14317541465792,226.316853396683,225.815329274026,1973.02815712126,1973.52968124392,192700000,2
242,243,2.27321476009161,6.75229103219392,6.14473539175757,6.75526309172163,6.14211198810097,228.088544034117,225.815329274026,1973.02815712126,1975.30137188136,192700000,2
243,244,6.67248150119776,6.75526309172163,6.14211198810097,6.75361939170988,6.14823273556389,234.761025535315,228.088544034117,1975.30137188136,1981.97385338255,192700000,2
243,34,42.8136966117943,6.75526309172163,6.14211198810097,6.479748,5.898933,270.902240645912,228.088544034117,1975.30137188136,2018.11506849315,192700000,2
244,36,35.2782014119665,6.75361939170988,6.14823273556389,6.75049177250402,6.22266275198925,270.039226947282,234.761025535315,1981.97385338255,2017.25205479452,192700000,2
244,35,12.026146617446,6.75361939170988,6.14823273556389,6.75048568236583,6.13231259831759,246.787172152761,234.761025535315,1981.97385338255,1994,192700000,2
245,283,2.72288601377155,6.74954480510535,6.14317541465792,6.74390863096935,6.14388591864802,229.039739410454,226.316853396683,1973.52968124392,1976.25256725769,192700000,2
245,246,0.990036530235656,6.74954480510535,6.14317541465792,6.7479797382958,6.14324764112737,227.306889926918,226.316853396683,1973.52968124392,1974.51971777416,192700000,2
246,247,4.73539412810118,6.7479797382958,6.14324764112737,6.63926202742386,6.14129206340914,232.042284055019,227.306889926918,1974.51971777416,1979.25511190226,192700000,2
246,282,17.5858208573899,6.7479797382958,6.14324764112737,6.74535090448596,6.13719835034349,244.892710784308,227.306889926918,1974.51971777416,1992.10553863155,192700000,2
247,248,1.93185691163501,6.63926202742386,6.14129206340914,6.93007702523005,5.75694343890749,233.974140966654,232.042284055019,1979.25511190226,1981.18696881389,192700000,2
247,257,1.05919535863312,6.63926202742386,6.14129206340914,7.07128127406627,6.26120483702555,233.101479413653,232.042284055019,1979.25511190226,1980.31430726089,192700000,2
248,254,15.5092314951694,6.93007702523005,5.75694343890749,6.92364215162725,5.76157481307667,249.483372461824,233.974140966654,1981.18696881389,1996.69620030906,192700000,2
248,249,19.7343371717573,6.93007702523005,5.75694343890749,6.9381616070248,5.77680287507062,253.708478138412,233.974140966654,1981.18696881389,2000.92130598565,192700000,2
249,37,17.1745844253082,6.9381616070248,5.77680287507062,6.92492550731988,5.77713799336528,270.88306256372,253.708478138412,2000.92130598565,2018.09589041096,192700000,2
249,250,4.04161905041131,6.9381616070248,5.77680287507062,6.78844342012597,5.59084343498117,257.750097188823,253.708478138412,2000.92130598565,2004.96292503606,192700000,2
250,251,2.80402658461474,6.78844342012597,5.59084343498117,6.78787434538565,5.59104849399132,260.554123773438,257.750097188823,2004.96292503606,2007.76695162068,192700000,2
250,38,9.6178968817462,6.78844342012597,5.59084343498117,6.78389998893809,5.58791620026644,267.367994070569,257.750097188823,2004.96292503606,2014.58082191781,192700000,2
251,252,1.00938881741101,6.78787434538565,5.59104849399132,6.78288574047122,5.58836799807402,261.563512590849,260.554123773438,2007.76695162068,2008.77634043809,192700000,2
251,42,10.3946922149396,6.78787434538565,5.59104849399132,6.33267217398441,5.6222707526656,270.948815988377,260.554123773438,2007.76695162068,2018.16164383562,192700000,2
252,39,10.2263992879396,6.78288574047122,5.58836799807402,6.78303195371516,5.58602684346722,271.789911878788,261.563512590849,2008.77634043809,2019.00273972603,192700000,2
252,253,1.25834802220843,6.78288574047122,5.58836799807402,6.78307239890776,5.5879578653418,262.821860613057,261.563512590849,2008.77634043809,2010.0346884603,192700000,2
253,41,4.33791427942991,6.78307239890776,5.5879578653418,6.78692055981864,5.58875713837092,267.159774892487,262.821860613057,2010.0346884603,2014.37260273973,192700000,2
253,40,4.31325674518324,6.78307239890776,5.5879578653418,6.7803237241824,5.58513853349,267.135117358241,262.821860613057,2010.0346884603,2014.34794520548,192700000,2
254,255,4.9550351165377,6.92364215162725,5.76157481307667,7.19534109261698,5.58770108443967,254.438407578362,249.483372461824,1996.69620030906,2001.6512354256,192700000,2
254,256,17.6765202699043,6.92364215162725,5.76157481307667,6.91988992545849,5.77843221312063,267.159892731728,249.483372461824,1996.69620030906,2014.37272057897,192700000,2
255,44,17.3460248483722,7.19534109261698,5.58770108443967,7.19357818999288,5.58712158990742,271.784432426734,254.438407578362,2001.6512354256,2018.99726027397,192700000,2
255,43,16.3761618346736,7.19534109261698,5.58770108443967,7.182869,5.581471,270.814569413035,254.438407578362,2001.6512354256,2018.02739726027,192700000,2
256,46,4.67111503747134,6.91988992545849,5.77843221312063,6.9264380108294,5.77209298716118,271.8310077692,267.159892731728,2014.37272057897,2019.04383561644,192700000,2
256,45,1.82673297294543,6.91988992545849,5.77843221312063,7.08396089528519,4.797440407491,268.986625704674,267.159892731728,2014.37272057897,2016.19945355191,192700000,2
257,262,0.0271666469946226,7.07128127406627,6.26120483702555,7.06993764321235,6.26107865957977,233.128646060647,233.101479413653,1980.31430726089,1980.34147390789,192700000,2
257,258,9.6450909850044,7.07128127406627,6.26120483702555,7.08969497282313,6.25194505974461,242.746570398657,233.101479413653,1980.31430726089,1989.9593982459,192700000,2
258,47,25.0597798362958,7.08969497282313,6.25194505974461,10.0727,8.9341,267.806350234953,242.746570398657,1989.9593982459,2015.01917808219,192700000,2
258,259,2.62260535388894,7.08969497282313,6.25194505974461,7.08672199933141,6.24926807203982,245.369175752546,242.746570398657,1989.9593982459,1992.58200359978,192700000,2
259,260,12.3055940865365,7.08672199933141,6.24926807203982,7.08590086613354,6.25996037439971,257.674769839083,245.369175752546,1992.58200359978,2004.88759768632,192700000,2
259,48,20.6262155782973,7.08672199933141,6.24926807203982,4.869632,7.019002,265.995391330843,245.369175752546,1992.58200359978,2013.20821917808,192700000,2
260,51,14.1644571081991,7.08590086613354,6.25996037439971,7.08539377797938,6.2799859648639,271.839226947282,257.674769839083,2004.88759768632,2019.05205479452,192700000,2
260,261,6.53667319480575,7.08590086613354,6.25996037439971,7.06951246448494,6.26855311101167,264.211443033888,257.674769839083,2004.88759768632,2011.42427088113,192700000,2
261,49,6.61682500928391,7.06951246448494,6.26855311101167,7.19624529883293,5.58361098651219,270.828268043172,264.211443033888,2011.42427088113,2018.04109589041,192700000,2
261,50,7.67983870791404,7.06951246448494,6.26855311101167,7.06876449270607,6.26662977106394,271.891281741802,264.211443033888,2011.42427088113,2019.10410958904,192700000,2
262,263,0.456781563885315,7.06993764321235,6.26107865957977,7.06958501356775,6.26157769905485,233.585427624533,233.128646060647,1980.34147390789,1980.79825547177,192700000,2
262,52,35.6667228134253,7.06993764321235,6.26107865957977,6.75195345841622,6.22274213441907,268.795368874072,233.128646060647,1980.34147390789,2016.00819672131,192700000,2
263,264,0.880001909328755,7.06958501356775,6.26157769905485,7.06808479558473,6.25964166122716,234.465429533861,233.585427624533,1980.79825547177,1981.6782573811,192700000,2
263,273,1.09643377779827,7.06958501356775,6.26157769905485,7.0736035843555,6.27345444790055,234.681861402331,233.585427624533,1980.79825547177,1981.89468924957,192700000,2
