node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,genotype
9,1,62.6628905650552,7.64984445034903,5.03223075528001,10.686987,13.272643,62.6628905650552,0,1906.33710943494,1969,157600000,1
9,10,57.9517865007084,7.64984445034903,5.03223075528001,7.66817757214042,5.10206855299905,57.9517865007084,0,1906.33710943494,1964.28889593565,157600000,1
10,11,42.8614391037134,7.66817757214042,5.10206855299905,7.65005486271984,5.47514486234032,100.813225604422,57.9517865007084,1964.28889593565,2007.15033503937,157600000,1
10,12,25.7047735846522,7.66817757214042,5.10206855299905,7.66845851861166,4.64483482673602,83.6565600853607,57.9517865007084,1964.28889593565,1989.99366952031,157600000,1
11,2,8.88518408631642,7.65005486271984,5.47514486234032,7.845422,5.182916,109.698409690738,100.813225604422,2007.15033503937,2016.03551912568,157600000,1
11,3,11.8935005770717,7.65005486271984,5.47514486234032,7.525829,5.762072,112.706726181494,100.813225604422,2007.15033503937,2019.04383561644,157600000,1
12,13,7.00647764323954,7.66845851861166,4.64483482673602,7.66641720989382,4.62724863552253,90.6630377286002,83.6565600853607,1989.99366952031,1997.00014716354,157600000,1
12,15,17.170617994051,7.66845851861166,4.64483482673602,7.678227880639,4.61860830425171,100.827178079412,83.6565600853607,1989.99366952031,2007.16428751436,157600000,1
13,6,12.1614966720713,7.66641720989382,4.62724863552253,7.68723475598097,4.61590108295289,102.824534400672,90.6630377286002,1997.00014716354,2009.16164383562,157600000,1
13,14,5.92334645089457,7.66641720989382,4.62724863552253,7.66093162055676,4.62885980765392,96.5863841794948,90.6630377286002,1997.00014716354,2002.92349361444,157600000,1
14,4,9.27869217791023,7.66093162055676,4.62885980765392,7.68402375249997,4.61871262668064,105.865076357405,96.5863841794948,2002.92349361444,2012.20218579235,157600000,1
14,5,5.82514026534183,7.66093162055676,4.62885980765392,7.67893893468694,4.62058376398362,102.411524444837,96.5863841794948,2002.92349361444,2008.74863387978,157600000,1
15,7,1.58434636542499,7.678227880639,4.61860830425171,7.68367595095781,4.61756559725118,102.411524444837,100.827178079412,2007.16428751436,2008.74863387978,157600000,1
15,8,1.99735632125991,7.678227880639,4.61860830425171,7.68513803796662,4.62131112959456,102.824534400672,100.827178079412,2007.16428751436,2009.16164383562,157600000,1
