node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID,genotype
5,4,13.2341046952417,10.8421966882406,13.5669499752372,10.686987,13.272643,13.2341046952417,0,1952.757578814,1965.99168350924,139000000,1
5,6,39.2870199087938,10.8421966882406,13.5669499752372,7.63774260151745,4.81190585620258,39.2870199087938,0,1952.757578814,1992.0445987228,139000000,1
6,3,17.1492705787978,7.63774260151745,4.81190585620258,7.6833,4.6167,56.4362904875916,39.2870199087938,1992.0445987228,2009.19386930159,139000000,1
6,7,15.8010405123041,7.63774260151745,4.81190585620258,7.12464514259376,5.08952400247645,55.088060421098,39.2870199087938,1992.0445987228,2007.8456392351,139000000,1
7,1,8.18987989058218,7.12464514259376,5.08952400247645,7.525829,5.762072,63.2779403116801,55.088060421098,2007.8456392351,2016.03551912568,139000000,1
7,2,5.18156339982688,7.12464514259376,5.08952400247645,7.845422,5.182916,60.2696238209248,55.088060421098,2007.8456392351,2013.02720263493,139000000,1
166,170,97.2743965361176,6.07718745639444,8.00746301979408,6.14849243158951,7.96409033081573,97.2743965361176,0,1761.4339671131,1858.70836364922,901000000,2
166,167,90.8199877705299,6.07718745639444,8.00746301979408,6.12188641904742,8.11319213235017,90.8199877705299,0,1761.4339671131,1852.25395488363,901000000,2
167,169,134.130357292232,6.12188641904742,8.11319213235017,6.07654163444415,8.07803419601973,224.950345062762,90.8199877705299,1852.25395488363,1986.38431217587,901000000,2
167,168,135.308920339898,6.12188641904742,8.11319213235017,6.44874169509875,7.50824011527327,226.128908110428,90.8199877705299,1852.25395488363,1987.56287522353,901000000,2
168,8,25.5275357353716,6.44874169509875,7.50824011527327,6.452667,7.510333,251.656443845799,226.128908110428,1987.56287522353,2013.0904109589,901000000,2
168,9,28.5081630278336,6.44874169509875,7.50824011527327,5.485,7.035,254.637071138261,226.128908110428,1987.56287522353,2016.07103825137,901000000,2
169,10,29.7222452011827,6.07654163444415,8.07803419601973,6.0767,8.0701,254.672590263944,224.950345062762,1986.38431217587,2016.10655737705,901000000,2
169,11,31.7060987830376,6.07654163444415,8.07803419601973,6.065463,7.81309,256.656443845799,224.950345062762,1986.38431217587,2018.0904109589,901000000,2
