node1,node2,length,startLon,startLat,endLon,endLat,startNodeL,endNodeL,startYear,endYear
33,34,315.529874628503,9.00486719320142,9.6089870973985,9.12360141928776,9.35274937011116,1030.33782827729,358.35150149083,988.766281311748,1660.75260809821
34,35,5.09211159948657,9.12360141928776,9.35274937011116,8.97411354392389,8.95808278099302,358.35150149083,350.738447270913,1660.75260809821,1668.36566231813
33,61,323.892432843553,9.00486719320142,9.6089870973985,8.89216702004561,9.90697753178809,1030.33782827729,301.134863050039,988.766281311748,1717.969246539
34,48,28.8370850784859,9.12360141928776,9.35274937011116,9.44201346558589,9.62071232825274,358.35150149083,277.1557221813,1660.75260809821,1741.94838740774
35,36,24.7113629700958,8.97411354392389,8.95808278099302,8.51022214916418,8.41544146996651,350.738447270913,256.870392501557,1668.36566231813,1762.23371708748
48,52,35.7539555753374,9.44201346558589,9.62071232825274,9.43733825453354,9.6285096328314,277.1557221813,194.410794226933,1741.94838740774,1824.69331536211
61,62,67.8942988909302,8.89216702004561,9.90697753178809,8.89086945147031,9.91700782135538,301.134863050039,165.235075199438,1717.969246539,1853.8690343896
52,53,17.5764520131145,9.43733825453354,9.6285096328314,9.41459321061176,9.72356853319985,194.410794226933,151.734693224408,1824.69331536211,1867.36941636463
53,54,5.39861705738976,9.41459321061176,9.72356853319985,9.49861805464535,9.90745176864657,151.734693224408,144.457929993372,1867.36941636463,1874.64617959567
48,49,58.8552992354722,9.44201346558589,9.62071232825274,9.53698929393818,9.70213469209585,277.1557221813,142.407020861709,1741.94838740774,1876.69708872733
54,55,10.4930574867524,9.49861805464535,9.90745176864657,9.78318930125553,10.2033496785547,144.457929993372,125.668845887199,1874.64617959567,1893.43526370184
36,43,73.7533409341038,8.51022214916418,8.41544146996651,8.42075215748189,8.22534001231506,256.870392501557,113.443289460151,1762.23371708748,1905.66082012889
54,60,13.3977747573489,9.49861805464535,9.90745176864657,9.4483925250081,9.94391202462431,144.457929993372,107.230847475243,1874.64617959567,1911.8732621138
43,44,10.5394893212915,8.42075215748189,8.22534001231506,8.11252586230935,7.77877544778948,113.443289460151,101.751621650792,1905.66082012889,1917.35248793825
62,63,29.0981289262848,8.89086945147031,9.91700782135538,8.89250781503498,9.91761078508814,165.235075199438,96.328258706908,1853.8690343896,1922.77585088213
49,50,22.4920641390753,9.53698929393818,9.70213469209585,9.772986025134,9.76263188943768,142.407020861709,96.2276013786081,1876.69708872733,1922.87650821043
55,56,27.6848072126525,9.78318930125553,10.2033496785547,9.79065331542331,10.1892706928728,125.668845887199,61.7034653190228,1893.43526370184,1957.40064427002
43,45,25.0010729233827,8.42075215748189,8.22534001231506,8.43525138646558,8.20827089962632,113.443289460151,60.9031142387074,1905.66082012889,1958.20099535033
36,37,94.3805270039085,8.51022214916418,8.41544146996651,8.52213254401476,8.4867209228453,256.870392501557,58.8026140386713,1762.23371708748,1960.30149555037
37,38,1.37986873837034,8.52213254401476,8.4867209228453,8.52318974754215,8.48586018833825,58.8026140386713,54.9979594848413,1960.30149555037,1964.1061501042
50,51,14.1299880205369,9.772986025134,9.76263188943768,10.3339389306198,10.2623896873241,96.2276013786081,53.8461787490409,1922.87650821043,1965.25793084
38,39,4.53196354292906,8.52318974754215,8.48586018833825,8.52347494515636,8.49051781969289,54.9979594848413,46.5178093899938,1964.1061501042,1972.58630019905
38,41,4.30745721780782,8.52318974754215,8.48586018833825,8.52438937959757,8.479645886531,54.9979594848413,44.3006190319238,1964.1061501042,1974.80349055712
56,59,9.26972912880477,9.79065331542331,10.1892706928728,9.8013692283558,10.2097763970245,61.7034653190228,42.9560220735758,1957.40064427002,1976.14808751547
37,42,6.90466528271862,8.52213254401476,8.4867209228453,8.52314444877641,8.49180826434278,58.8026140386713,39.8717532599688,1960.30149555037,1979.23235632907
56,57,14.5569636796256,9.79065331542331,10.1892706928728,9.76841141312965,10.1052576614616,61.7034653190228,28.9064857190397,1957.40064427002,1990.19762387
61,32,119.661736395385,8.89216702004561,9.90697753178809,8.88882271195145,9.919369527961,301.134863050039,26.1041095890407,1717.969246539,1993
57,58,6.37062474589597,9.76841141312965,10.1052576614616,9.76398474508636,10.1002172630334,28.9064857190397,12.9569339962904,1990.19762387,2006.14717559275
45,46,16.0681582963407,8.43525138646558,8.20827089962632,8.39998641532041,7.63061070268879,60.9031142387074,12.4219057576959,1958.20099535033,2006.68220383135
63,30,37.7540080317216,8.89250781503498,9.91761078508814,8.8941152644632,9.9208485335295,96.328258706908,11.0194101354894,1922.77585088213,2008.08469945355
63,31,37.7540080317216,8.89250781503498,9.91761078508814,8.89356194600339,9.91622130079845,96.328258706908,11.0194101354894,1922.77585088213,2008.08469945355
46,47,1.36701445598525,8.39998641532041,7.63061070268879,8.40076971654243,7.62962415515716,12.4219057576959,9.52850133356949,2006.68220383135,2009.57560825547
47,10,0.839452609121979,8.40076971654243,7.62962415515716,8.4023300594763,7.62856447149691,9.52850133356949,7.29589041095903,2009.57560825547,2011.80821917808
47,11,0.842192335149337,8.40076971654243,7.62962415515716,8.39992910373898,7.63036786338124,9.52850133356949,7.29315068493167,2009.57560825547,2011.81095890411
