node1,node2,length,startLon,startLat,endLon,endLat,startNodeL,endNodeL,startYear,endYear
65,66,339.337207370235,-8.7092522689409,9.87524681712303,-7.15697787615941,10.4844872993875,663.1995812352,203.45055481104,1351.15384342233,1810.90286984649
65,70,258.76035337549,-8.7092522689409,9.87524681712303,-10.5001744820993,9.14412610357576,663.1995812352,325.736451821456,1351.15384342233,1688.61697283608
70,71,24.6455405391465,-10.5001744820993,9.14412610357576,-10.6446379053809,8.63302954229628,325.736451821456,281.247875679306,1688.61697283608,1733.10554897823
71,72,51.1512600070869,-10.6446379053809,8.63302954229628,-11.1931088265112,8.39974371472284,281.247875679306,234.832980769733,1733.10554897823,1779.5204438878
72,73,18.4425427343118,-11.1931088265112,8.39974371472284,-11.3726198005122,8.09615365423492,234.832980769733,205.008888734849,1779.5204438878,1809.34453592269
72,122,32.5991688435143,-11.1931088265112,8.39974371472284,-11.1817171951597,8.52060448259961,234.832980769733,188.969788414562,1779.5204438878,1825.38363624297
73,74,17.6970978533226,-11.3726198005122,8.09615365423492,-11.6187152579483,8.05933291883025,205.008888734849,182.596178553344,1809.34453592269,1831.75724610419
74,75,23.7555222897975,-11.6187152579483,8.05933291883025,-11.6214954962483,8.05870683647653,182.596178553344,153.866119394855,1831.75724610419,1860.48730526268
75,76,11.362354516795,-11.6214954962483,8.05870683647653,-11.6243289776428,8.05665812157705,153.866119394855,138.532706699296,1860.48730526268,1875.82071795824
73,81,69.325746784101,-11.3726198005122,8.09615365423492,-11.199226628666,7.86525404550189,205.008888734849,106.699433356686,1809.34453592269,1907.65399130085
81,82,5.49829337044221,-11.199226628666,7.86525404550189,-11.1979948660113,7.865823520151,106.699433356686,100.61915971153,1907.65399130085,1913.734264946
82,115,11.3772024910483,-11.1979948660113,7.865823520151,-11.1986309877031,7.86439007677456,100.61915971153,88.5422547656693,1913.734264946,1925.81116989186
82,83,14.6855763562284,-11.1979948660113,7.865823520151,-11.1970182019219,7.86789302395929,100.61915971153,84.078796572943,1913.734264946,1930.27462808459
83,102,7.14537696380209,-11.1970182019219,7.86789302395929,-11.1966115548163,7.86851048804577,84.078796572943,74.4627014719091,1930.27462808459,1939.89072318563
102,104,0.641156102364995,-11.1966115548163,7.86851048804577,-11.1838889107821,7.93202502725895,74.4627014719091,73.5801320111695,1939.89072318563,1940.77329264636
83,84,10.8437469497567,-11.1970182019219,7.86789302395929,-11.1949449453815,7.87204861789938,84.078796572943,68.6915774988999,1930.27462808459,1945.66184715863
104,105,3.93841844424268,-11.1838889107821,7.93202502725895,-11.1883019268189,7.91342436961439,73.5801320111695,68.0424752804488,1940.77329264636,1946.31094937709
