node1,node2,length,startLon,startLat,endLon,endLat,startNodeL,endNodeL,startYear,endYear
200,201,58.9360673601793,7.79638610637284,6.0362730133834,7.80238728470007,6.05103558515567,285.968170891492,208.393285227039,1733.20991130029,1810.78479696474
200,389,53.404385242429,7.79638610637284,6.0362730133834,7.80279453577946,6.00665286470942,285.968170891492,211.105761253825,1733.20991130029,1808.07232093796
201,216,45.6572435356826,7.80238728470007,6.05103558515567,6.75487609314258,6.18697943963104,208.393285227039,151.70171964297,1810.78479696474,1867.47636254881
216,222,52.3041178623687,6.75487609314258,6.18697943963104,6.736143009922,6.19760831491939,151.70171964297,95.7087548465644,1867.47636254881,1923.46932734522
389,392,107.199897671315,7.80279453577946,6.00665286470942,7.03402880994866,5.48560987938084,211.105761253825,95.3503429739104,1808.07232093796,1923.82773921787
222,225,10.1189676078291,6.736143009922,6.19760831491939,6.73388765623582,6.19945254817301,95.7087548465644,83.3128070889994,1923.46932734522,1935.86527510278
389,390,109.286202224221,7.80279453577946,6.00665286470942,7.90277343737632,6.05934479663332,211.105761253825,78.8022733457171,1808.07232093796,1940.37580884606
216,217,72.1810865641623,6.75487609314258,6.18697943963104,6.77125990664051,6.17559176498924,151.70171964297,76.5363297830659,1867.47636254881,1942.64175240871
392,397,21.7782713322088,7.03402880994866,5.48560987938084,7.03307491152538,5.48569311378203,95.3503429739104,75.071186202998,1923.82773921787,1944.10689598878
201,202,128.373464561381,7.80238728470007,6.05103558515567,7.92772398625649,6.07557150203083,208.393285227039,70.752465031975,1810.78479696474,1948.42561715981
217,218,8.96618773199684,6.77125990664051,6.17559176498924,11.3595173978335,8.89652764340036,76.5363297830659,70.0633584878334,1942.64175240871,1949.11472370395
225,226,16.4267419279152,6.73388765623582,6.19945254817301,6.70739936690997,6.23414675273888,83.3128070889994,68.3890448964016,1935.86527510278,1950.78903729538
226,229,2.74017984466846,6.70739936690997,6.23414675273888,6.33900248132163,6.69618642257614,68.3890448964016,66.4234884188757,1950.78903729538,1952.75459377291
229,230,2.31404460113377,6.33900248132163,6.69618642257614,6.33951917163134,6.69550083253622,66.4234884188757,63.5025561095813,1952.75459377291,1955.6755260822
390,391,31.9245924298772,7.90277343737632,6.05934479663332,7.8659389068209,6.06364184579196,78.8022733457171,62.8029054094988,1940.37580884606,1956.37517678228
202,203,6.01224527617642,7.92772398625649,6.07557150203083,8.11126738994768,6.33093952881987,70.752465031975,58.2912631600734,1948.42561715981,1960.88681903171
229,239,9.60701889214605,6.33900248132163,6.69618642257614,6.33196833382339,6.71730972594109,66.4234884188757,57.0172230376027,1952.75459377291,1962.16085915418
239,240,3.14658274825011,6.33196833382339,6.71730972594109,6.26585192662743,7.06520476497449,57.0172230376027,54.9066868427521,1962.16085915418,1964.27139534903
392,393,33.7250723560766,7.03402880994866,5.48560987938084,7.0341808247862,5.48571732685135,95.3503429739104,54.5983962054673,1923.82773921787,1964.57968598631
240,242,2.8563048813992,6.26585192662743,7.06520476497449,6.26654909701623,7.0666553660803,54.9066868427521,52.1695483368862,1964.27139534903,1967.00853385489
242,245,0.567677917533437,6.26654909701623,7.0666553660803,6.26633965940464,7.06633888580772,52.1695483368862,50.2635765248893,1967.00853385489,1968.91450566689
218,220,22.3665325644088,11.3595173978335,8.89652764340036,11.3589082065984,8.89555922301233,70.0633584878334,49.4133064132757,1949.11472370395,1969.76477577851
245,326,0.660268545883156,6.26633965940464,7.06633888580772,6.26608859119039,7.06623639249865,50.2635765248893,48.2621638000097,1968.91450566689,1970.91591839177
245,246,1.27176031218308,6.26633965940464,7.06633888580772,6.15099330984392,6.74991221839095,50.2635765248893,48.0878434697991,1968.91450566689,1971.09023872198
246,247,0.23869549624505,6.15099330984392,6.74991221839095,6.15133885426513,6.7495949729058,48.0878434697991,47.0364020061459,1971.09023872198,1972.14168018563
247,250,1.91182307969939,6.15133885426513,6.7495949729058,6.15374352266939,6.75002879645623,47.0364020061459,45.115922852349,1972.14168018563,1974.06215933943
217,21,29.3478286646275,6.77125990664051,6.17559176498924,6.78333300000009,6.16666700000012,76.5363297830659,45.0931506849307,1942.64175240871,1974.08493150685
246,287,2.75300554463306,6.15099330984392,6.74991221839095,6.15003623677475,6.74880279570531,48.0878434697991,44.5394785918273,1971.09023872198,1974.63860359995
247,248,8.6391058191334,6.15133885426513,6.7495949729058,6.15024834403323,6.74960626862804,47.0364020061459,43.901617555712,1972.14168018563,1975.27646463607
230,238,25.8277595703732,6.33951917163134,6.69550083253622,6.36312195591712,6.67871222959846,63.5025561095813,43.0713886914624,1955.6755260822,1976.10669350032
287,288,2.45145757793592,6.15003623677475,6.74880279570531,6.13532713127705,6.74782501420609,44.5394785918273,42.2869223560834,1974.63860359995,1976.8911598357
250,252,4.26395657917681,6.15374352266939,6.75002879645623,6.1176685586614,6.81476279828739,45.115922852349,42.2220438027997,1974.06215933943,1976.95603838898
393,394,16.9444332806632,7.0341808247862,5.48571732685135,7.05792170923563,5.42672532510084,54.5983962054673,41.2763761388924,1964.57968598631,1977.90170605289
288,289,0.792110126143449,6.13532713127705,6.74782501420609,6.1357287175245,6.74826870776702,42.2869223560834,41.151633037481,1976.8911598357,1978.0264491543
326,327,9.2100577664067,6.26608859119039,7.06623639249865,6.26735964703116,7.06470175921852,48.2621638000097,41.1437059073705,1970.91591839177,1978.03437628441
252,253,0.721871228594225,6.1176685586614,6.81476279828739,5.77473130502793,6.92505320206068,42.2220438027997,40.5895232585368,1976.95603838898,1978.58855893324
225,386,40.5491576973103,6.73388765623582,6.19945254817301,6.73189532631412,6.2067078974142,83.3128070889994,40.329835842729,1935.86527510278,1978.84824634905
252,262,1.31448056071288,6.1176685586614,6.81476279828739,6.22950955839733,6.90941933131831,42.2220438027997,40.0576798913673,1976.95603838898,1979.12040230041
289,290,0.53687540525052,6.1357287175245,6.74826870776702,6.13451118349244,6.74882935320353,41.151633037481,39.665187476789,1978.0264491543,1979.51289471499
287,305,3.13761011375205,6.15003623677475,6.74880279570531,6.18686800215069,6.74514910718562,44.5394785918273,39.6525651254727,1974.63860359995,1979.52551706631
239,372,11.9009413869233,6.33196833382339,6.71730972594109,6.32852086778,6.71280641984877,57.0172230376027,39.6447823146767,1962.16085915418,1979.5332998771
262,263,0.527114157324874,6.22950955839733,6.90941933131831,6.27324765796001,7.07311840839867,40.0576798913673,39.5848436692243,1979.12040230041,1979.59323852256
263,264,0.13123918975711,6.27324765796001,7.07311840839867,6.27270723895906,7.07323159406836,39.5848436692243,38.9914438836676,1979.59323852256,1980.18663830811
240,241,17.8307237206234,6.26585192662743,7.06520476497449,6.26380849281929,7.06688250682116,54.9066868427521,38.7427986541371,1964.27139534903,1980.43528353764
386,387,7.21639184744088,6.73189532631412,6.2067078974142,6.67716716240724,6.79789602386572,40.329835842729,38.5878278236949,1978.84824634905,1980.59025436809
264,274,2.34797929465515,6.27270723895906,7.07323159406836,6.27279092610548,7.07305109580495,38.9914438836676,38.0726251204886,1980.18663830811,1981.10545707129
289,293,3.18294750778514,6.1357287175245,6.74826870776702,6.13642019954516,6.74692642023624,41.151633037481,37.6917361725341,1978.0264491543,1981.48634601925
372,375,4.65334163652219,6.32852086778,6.71280641984877,6.32893756881124,6.71303890304632,39.6447823146767,37.6446718003005,1979.5332998771,1981.53341039148
264,265,0.877982111150871,6.27270723895906,7.07323159406836,6.27233218616869,7.07321868132487,38.9914438836676,37.6320665685211,1980.18663830811,1981.54601562326
