id,latitude,longitude,count
911672830,-25.41667,28.08333,1
911672145,-17.93333,25.83333,1
911671992,-29.778601,23.559031,1
911649351,4.58333,12.98024,1
911649337,4.23333,14.56667,1
911649332,5.0929,14,1
911649298,5.93333,10.24795,1
911649289,6.1891,10.42211,1
911649280,11.99294,15.03333,1
911639526,-3.95,39.59,1
865729431,-27.739,31.383,1
865729211,-11.16,17.86,1
865729198,-14.82323,16.26488,1
865728981,8.6609,-5.29024,1
865728657,-19.6397,17.3424,1
859479739,1.1,31.266667,1
859427654,3.733333,29.716694,1
859419129,3.033333,34.366667,1
859407785,3.7,27.866694,1
859368161,-15.35,28.183333,1
812646769,-3.28333,37.53333,1
812646767,-5.83333,37.83333,1
812646706,-4.36667,37.86667,1
812646545,-4.26667,38.05,1
686484552,1.46667,35.01667,1
686462938,-26.9,32.87694,1
686461884,-6.9,39.1,1
686431107,-25.43261862,31.95721118,1
686408501,-17.91026,15.97259,1
686408500,-16.55,35.13333,1
686408498,-20.5,17.314,1
686370650,-18.36667,21.85,1
686370644,-18.81400948,22.41987236,1
686370553,-24.41667,25.53333,1
686370477,-1.4,36.63333,1
686370475,-1.362480073,36.64625633,1
665926351,-1.36667,36.5,1
665925009,-4,36,1
665925003,-3.775556,36.033333,1
665924970,-3.844444,36.004723,1
665924955,-3.843611,36.007221,1
665924935,-7.84785,36.883781,1
665921786,-17.70068,31.04472,1
665921778,-14.66667,22.5,1
665917175,-29.695,29.932222,1
665917019,-5.066667,38.416668,1
665910190,-1.283333,36.816666,1
665904557,-3.77105,36.057117,1
665904496,-1.183333,36.650001,1
665904341,-2.92,32.08,1
665904031,1.68333,31.533331,1
665903182,-8.51944,35.904171,1
665903001,-7.847222,36.881943,1
665900845,-3.45,36.599999,1
665899019,12.46802,-16.01498,1
665898395,-7.890767,39.842533,1
665897824,9.75,-5.83333,1
665897381,-0.3,35.81667,1
665896342,-8.48333,35.933331,1
665894807,-6.889722,39.068611,1
665894507,-3.79785,36.068817,1
665893845,-3.385755,36.804989,1
665892833,-5.477778,37.474999,1
665892703,-5.03333,38.716671,1
665892126,-9.6577,33.375617,1
665891498,-8.575,35.841671,1
665890977,-3.633333,39.849998,1
665890390,1.81667,32,1
665890231,-8.6583,36.4133,1
665888988,-6.8897,39.067833,1
665888663,-5.2,29.83333,1
665887752,-9.78333,37.966671,1
665886306,9.41667,-7.15,1
665885983,-2.22805,28.785767,1
665885655,-19.66667,22.26667,1
665885562,-5.66667,30.66667,1
665885064,-0.55,29.866667,1
665882989,-6.88333,39.200001,1
665881850,-5.1,38.599999,1
665881841,-19.50428,22.909941,1
665877975,-10.03333,39.5,1
665877213,-2.183333,37.716667,1
665876721,-15.9422,35.5019,1
665876404,-1.58333,34.049999,1
665874691,-5.033333,38.683334,1
665870281,9.943358,34.076427,1
665869121,-10.966666,24.116667,1
665865625,10.5,33.916668,1
665864849,-5.016667,38.716667,1
665862966,-4.1,29.5,1
665857188,-3.966667,39.616665,1
665846249,-3.966667,39.549999,1
665846245,0.2,34.950001,1
665845629,-15.06667,13.55,1
665845628,-12.39529,14.96003,1
665845624,-10.96753,14.36667,1
665845623,-10.98561,14.36667,1
665845619,-11.12121,14.36667,1
665844106,-8.873959,16.086451,1
665840836,-21.98333,16.91667,1
665839722,-21.43333,15.93333,1
665839717,-21.633329,16.83333,1
665835919,-2.083,14.683,1
665822064,-8.9,26.06667,1
665822060,-2.51667,32.666672,1
665822045,-7.08333,36.916672,1
665810064,-25.316669,21.133329,1
665810031,-18.716669,24.35,1
665810018,-19.98333,24.608549,1
665810016,-19.98333,23.80364,1
665809992,-19.98333,23.41667,1
665808854,-29.299999,30.06667,1
665803351,12.084121,34.3869,1
665803350,11.966667,34.366667,1
665800205,-1.466667,37.049999,1
665799105,-0.624,29.542,1
665798841,0.0575,32.46722,1
665798838,-13.73333,15.06667,1
665798837,-13.76667,15.08333,1
665798307,13.16667,24.366671,1
665798305,13.63333,25.26017,1
665798290,-6.18333,35.75,1
665798289,-6.85,36.98333,1
665798288,-12.96667,28.633329,1
665798286,-22.299999,19.98333,1
665798284,-22.5,19.5,1
665798281,-17.910259,15.9724,1
665798280,-17.910259,15.97259,1
665798279,12.583333,23.666666,1
665798138,12.966666,36.200001,1
665798136,12,37.033333,1
665798131,8.316667,39.483334,1
665798126,9.666667,38.583332,1
665797288,11.916667,37.083332,1
665797276,11.116667,37.316666,1
665797265,10.416667,38.200001,1
665797264,9.333333,40.799999,1
665797260,7.483333,38.416668,1
665797250,7.483333,38.533333,1
665797200,12.55,37.066666,1
665797189,13.133333,37.916668,1
665797166,12.15,37.666668,1
665797165,11.883333,37.616665,1
665797157,11.083333,37.866665,1
665797151,8.833333,40.066666,1
665797150,8.816667,40.516666,1
665797145,8.666667,40.75,1
665797115,8.45,40.916668,1
665797112,8.45,41.25,1
665797108,8,41.116665,1
665797106,7.75,40.700001,1
665797105,7.833334,39.416668,1
665797075,9.516666,38.216667,1
665796782,-6.50278,37.166672,1
665796781,-4.43333,38.299999,1
665796770,-4.73333,38.06667,1
665795648,0.5,29.466669,1
665794526,0.79111,34.37944,1
665794502,1.208333,34.366665,1
665794501,1.08333,34.333328,1
665786177,-1.45,36.983334,1
665786167,-3.516667,38.566666,1
665786150,-0.71667,36.433331,1
665785992,-0.5,36.31667,1
665785968,-0.93333,36.56667,1
665757052,-4.2667,38.033299,1
665756625,-3.48333,36.433331,1
665756117,-8.604533,36.475667,1
665754415,-3.80175,35.982717,1
665754331,-9.669967,33.532767,1
665753438,-3.781333,36.033583,1
665752562,12.75,37.700001,1
665751983,-2.23965,28.8117,1
665751670,7.50889,-7.50528,1
665751360,1.75,31.666666,1
665751157,-15.4135,37.07433,1
665750364,-2.216,28.86378,1
665749253,-15.01667,22.16667,1
665749119,-3.063564,37.175827,1
665749107,-2.913578,37.173046,1
665749099,-3.58333,35.833332,1
665746320,10.233334,34.016666,1
665744768,1.016667,35.016998,1
665740138,-8.50556,35.908329,1
665738653,-8.55833,35.849999,1
665738127,-14.96667,22.683331,1
665737423,9.38333,-5.63333,1
665735828,-17.716669,31.183331,1
665735617,1.68333,31.524349,1
665733317,-3.38333,36.783329,1
665732988,-29.665554,29.932222,1
665731739,-10.71667,25.4725,1
665730947,-3.48333,36.716671,1
665730834,-15.39933,37.04283,1
665726284,-7.421111,35.469723,1
665725388,-8.63117,36.72544,1
665724816,-0.33333,35.933331,1
665723828,-6.898333,39.09861,1
665722652,-3.760389,37.647261,1
665721026,-15.66667,29.56667,1
665719224,10.55,34.283333,1
665717939,-0.25,35.733334,1
665717703,-8.62561,36.72233,1
665717524,-15.9381,35.5139,1
583533987,-31.58438,22.62071,1
583489900,-15.93699,25.95,1
476862624,-20.666667,25.666667,1
476860661,-18.41667,19.75,1
476855028,-4.3,39.583333,1
476854967,-0.716667,36.466667,1
476853695,-25.016667,16.75,1
476853692,-18.833333,16.333333,1
476844559,-19.983333,23.416667,1
476844353,-18.733333,17.566667,1
476817437,-2.316667,38.116667,1
476804161,4.411413,33.30029,1
209907982,0.5,25.5,1
209907952,0.75,24.6667,1
209907802,0.8333,25.25,1
209907801,-0.0667,25.2833,1
209907760,-5.0667,18.8667,1
209907759,-4.9833,18.7833,1
209907755,-5.0333,18.8167,1
209907751,-5.1833,19.1167,1
209907739,-5.05,18.9167,1
209907737,-5.1333,18.8167,1
209907646,0.6,25.2167,1
183750255,-26.2,28.0833,1
183750167,-21.75,24.0833,1
183750088,0.05,37.65,1
183750085,-32.5667,27.4167,1
183750029,2.6667,29.8333,1
183750009,8.3,-9.5667,1
183749979,-1.5,30.2667,1
183749962,19.1667,30.4833,1
183749545,-1.9333,30.7,1
183749420,3.4667,25.7167,1
183749399,-9.0833,27.2,1
183749366,-18.6167,24.6667,1
183749354,-5.9333,25.5333,1
183749316,-1.5167,30.4333,1
183749308,4.25,29.5,1
183749307,-0.1333,29.6,1
183749305,-2.2667,34.85,1
183749301,7.4833,-8.6167,1
183749293,4.1667,29.3333,1
183749291,-1.9167,30.3333,1
183749290,2,30.5833,1
183749277,-2.4833,29.7667,1
183749268,-2.6,29.7333,1
183749258,-29.85,31.0167,1
183749242,-11.6667,27.4667,1
183749204,-11.5667,27.4167,1
183748972,-2.4667,29.8167,1
183748967,-7.4167,31.9833,1
183748963,7.5833,-8.5333,1
183748952,3.6833,29.1333,1
183748926,6.3167,-10.8,1
183748911,-8.65,26.5167,1
183748871,-8.9333,27.2,1
183748849,-1.1842,29.4489,1
183748716,-12.55,25.6833,1
183748714,-13.75,24.95,1
183748713,7.7667,4.5667,1
183748703,-6.8021,37.685,1
183748626,-6.9426,37.5331,1
183748625,-6.7699,37.6628,1
183748623,-6.8785,37.5959,1
183748622,-6.843,37.6356,1
183748621,-6.8222,37.6829,1
183748620,-6.8317,37.6586,1
183748619,-6.8121,37.6782,1
183748617,-6.8151,37.6686,1
183748615,-6.8245,37.6457,1
183748607,-25.8833,32.45,1
183748597,12.5667,-15.8833,1
183748584,13.75,-13.7167,1
183748583,13,-13,1
183748580,16.2667,-15.8,1
183748575,16.4167,-16.3,1
183748570,-6.8333,37.6333,1
183748532,-10.1167,39.4,1
183748528,-6.1833,37.1333,1
183748511,-6.8833,37.6667,1
183748481,-6.85,37.6667,1
183748177,-3.2,29.3,1
183748121,-3.7,29.5667,1
183748073,11.5333,-0.4833,1
183747640,10.6167,-5.15,1
183747545,10.6333,-5.15,1
183747503,11.2167,-4.4333,1
183747339,13,1.0667,1
183746261,13.1667,-2.0833,1
183746259,10.2833,-4.9167,1
183746258,12.25,-1.3833,1
183746251,12.3167,-1.7,1
183746245,12.3667,-1.5333,1
183746221,11.2,-4.3,1
183746161,13.0167,-13.1833,1
183746156,13.45,-13.7167,1
183746154,4.2333,13.9833,1
183746152,4.2667,14.0333,1
183746147,8.3833,14.5167,1
183746146,8.3833,14.35,1
183746141,8.4167,14.6667,1
183746058,8.4667,-13.2,1
183746057,8.3333,-13,1
183746051,4.6667,14.5833,1
183745998,9.0833,12.9667,1
183745996,5.7,10.6833,1
183745993,7.1667,14.3,1
183745986,7.1167,14.3167,1
183745985,10.8667,13.8833,1
183745969,-0.1667,35,1
183745964,-0.25,35.7333,1
183745957,7.5667,0.9833,1
183745955,7.5167,1.0167,1
183745954,7.4833,0.9667,1
183745953,7.5167,0.9833,1
183745917,7.55,1.0333,1
183745904,7.5167,1.1833,1
183745649,6.3333,12.8,1
183745632,11.4167,14.5667,1
183745618,6.8333,14.7,1
183745609,7.1,12.4833,1
183745584,10.3333,15.2333,1
183745541,10.5,15.2,1
183745532,10.75,13.8,1
183745530,10.6167,13.5667,1
183745525,10.7167,13.6833,1
183745443,4.05,11.55,1
183745414,6.85,0.7333,1
183745409,7.2,0.7,1
183745408,6.95,0.5833,1
183745399,7.2333,0.6833,1
183745363,10.3,0.4667,1
183745358,9.25,1.2,1
183745345,6.2333,1.4833,1
183745335,7.0167,1.5,1
183745328,7.8,1.3,1
183745327,8.7,0.7833,1
183745326,10.8833,0.4,1
183745324,10.9167,0.15,1
183745315,7.5833,0.6,1
183745300,7.6,0.6167,1
183745297,3.8,10.1333,1
183745294,3.75,8.7833,1
183745290,10.15,11.3833,1
183745289,-1.8167,37.5333,1
183745284,-0.9667,38.3,1
183745279,-13.35,13.8,1
183745278,-15.15,13.3667,1
183745277,-14.5,13.5,1
183745275,21.1667,16.9833,1
183745273,3.3833,11.4667,1
183745272,-15.55,28.2833,1
183745268,-13.5833,24.2167,1
183745266,-13.4667,25.8333,1
183745263,-3.5333,29.65,1
183745261,-6.8333,36.9833,1
183745260,1.1667,34.5333,1
183745259,0.3667,30,1
183745257,1.5333,35.3833,1
183745256,-11.1167,24.1,1
183745251,-3.3667,37.7833,1
183745249,-2.9833,38.4667,1
183745248,-3.3333,37.8333,1
183745231,-3.1667,37.6333,1
183745203,3.1667,12.3333,1
183745184,-10.5833,35.65,1
183745182,-8.6833,34.4167,1
183745181,-7.8333,35.6667,1
183745180,-7.3167,36.5333,1
183745175,-6.7,37.6167,1
183745174,-7.7667,34.2333,1
183745173,-9.1833,33.65,1
183745172,-4.6,38.2333,1
183745171,-10.5833,35.4167,1
183745170,-10.6333,35.4667,1
183745169,-6.8833,37.35,1
183745155,-2.6667,33.1333,1
183745154,-6.9667,37.55,1
183745153,-7.05,37.5833,1
183745152,-6.8833,37.5333,1
183745145,-6.9,37.6667,1
183745141,-3.1333,37.3333,1
183745140,-4.0667,37.7333,1
183745139,-3.2667,36.6833,1
183745138,-3.3333,37.3333,1
183745133,-3.2667,36.7,1
183745124,-6.7333,37.05,1
183745064,-6.7667,37.9,1
183745056,-7.8833,30.85,1
183745053,-8.4667,31.1667,1
183745041,-8.0667,31.9167,1
183745036,-7.7,31.5667,1
183743854,-7.8667,31.6667,1
183743835,-6.8667,37.6,1
183743761,-8.6167,35.3667,1
183743579,-6.35,36.9167,1
183743446,-7.6167,34.6333,1
183743429,-7.5333,35.05,1
183743425,-7.45,35.0833,1
183743416,-5.7833,39.3,1
183743415,-6.3833,39.5833,1
183743414,-4.5667,38.2333,1
183743401,-4.7167,38.2333,1
183743398,-4.6667,38.25,1
183743375,-4.9667,38.3167,1
183743323,-4.7167,38.2833,1
183743091,-4.5833,38.25,1
183742916,-4.4667,35.3833,1
183742915,-4.6333,35.3833,1
183742856,-4.4333,35.4,1
183742781,-9.1833,33.6833,1
183742771,-9.15,33.65,1
183742770,-9.0167,33.0667,1
183742567,-10.6333,35.45,1
183742548,-10.65,35.45,1
183742518,-10.9,37.4833,1
183742517,-10.6167,39.2,1
183742484,-10.7333,38.55,1
183742460,-10.5833,38.55,1
183742246,-10.0667,38.95,1
183741792,-7.1667,37.5,1
183741674,-6.6667,39.2167,1
183741372,-2.5167,32.9,1
183741368,-7.6167,37.1333,1
183741357,-7.6833,37.1,1
183741304,-7.7167,37.1333,1
183740996,-6.4,37.6,1
183740915,-6.85,37.6333,1
183740744,-6.5167,37.6333,1
183740743,-6.5,37.6333,1
183739566,-6.4667,37.6333,1
183739219,-6.4167,37.6667,1
183738638,-6.5333,37.6333,1
183738527,-6.4833,37.65,1
183736243,-6.55,37.6333,1
183736236,-6.4167,37.6333,1
183735508,-1.95,30.0667,1
183735507,-1.95,30,1
183735485,-2.1667,30.1,1
183735482,-2.2167,30.5833,1
183735477,-2.6667,29.7833,1
183735476,-2.6333,29.8167,1
183735463,-2.5167,29.4333,1
183735459,-2.2667,30.2667,1
183735448,-2.4833,29.9333,1
183735446,-2.4667,29.9167,1
183735445,-2.7167,29.55,1
183735443,-2,30.5833,1
183735442,-1.5667,30.25,1
183735434,-2.1667,30.5333,1
183735433,-2.4667,29.2,1
183735432,-2.5167,28.8667,1
183735431,-1.4333,30.25,1
183735426,-2.5,29.5167,1
183735425,-1.9833,30.15,1
183735424,-2.0833,30.3333,1
183735287,-2.4833,29.5667,1
183735283,-2.4,29.1333,1
183735280,-1.5833,29.5,1
183735279,-1.9167,30.2833,1
183735276,-1.9833,30.1833,1
183735246,-2.5667,29.7167,1
183735235,-2.6833,29,1
183735234,5.3333,-4.1167,1
183735179,5.3,-4.45,1
183735178,5.3167,-4.3833,1
183734851,5.4167,-4.05,1
183734842,5.3667,-3.8167,1
183734803,7.4333,-8.2833,1
183734802,7.3,-8.0667,1
183734800,6.7833,-7.3,1
183734799,6.75,-7.35,1
183734798,6.55,-7.4833,1
183734797,6.5333,-8.4667,1
183734796,6.6167,-8.4833,1
183734795,7.2833,-8.05,1
183734775,7.9833,-6.7167,1
183734754,5.1333,-5.0167,1
183734751,9.5667,-4.05,1
183734750,9.3333,-4.6833,1
183734749,6.2,-4.9667,1
183734744,7.0833,-4.0667,1
183734739,7.8833,-4.6333,1
183734738,7.8167,-4.6833,1
183734735,9.4,-4.4833,1
183734727,9.7,-5.3333,1
183734715,8.5167,-5.3167,1
183734692,10.05,-7.5333,1
183734640,7.3667,-7.35,1
183734624,7.65,-7.6167,1
183734613,6,-7.5333,1
183734472,6.55,-8.3833,1
183734467,5.8,-5.25,1
183734466,6.7333,-3.4833,1
183734360,9.4,-3,1
183734339,7.6833,-5.0333,1
183734336,8.2167,-5.1333,1
183734287,5.3167,-4.3333,1
183734244,6.4333,-8.15,1
183734226,9.8,-3.3333,1
183734223,6.8333,-5.05,1
183734203,-4.6,15.1667,1
183734197,-11.0667,27.05,1
183734194,0.25,29.7167,1
183734191,-11.7833,27.9833,1
183734188,-11.7,27.5667,1
183734186,-2.5,28.8667,1
183734183,-10.35,23.4833,1
183734181,-4.3167,15.35,1
183734180,-4.2333,15.5333,1
183734179,-1.4667,29.3333,1
183734168,0,29.0333,1
183734164,0.15,29.3,1
183734148,-3.0167,28.1,1
183734146,-5.8833,22.4333,1
183734145,-3.1833,26.6167,1
183734144,-3.35,28.1333,1
183734143,-11.5,27.4,1
183734142,-12.75,28.5667,1
183734127,-10.9667,26.7833,1
183734122,-5.95,29.1667,1
183734120,1.5667,30.2167,1
183734118,-5.3333,27,1
183734076,-4.7833,12.9,1
183734075,0.2,29.3,1
183734064,-11.6833,27.5,1
183734058,-4.5167,26.5833,1
183734041,3.1667,19.25,1
183734038,-3.35,23.25,1
183734015,-11.5667,27.35,1
183734011,3.6667,29.15,1
183733415,-11.4833,27.45,1
183733414,-11.45,27.85,1
183733413,-12.85,29.2,1
183733411,-11.55,27.6167,1
183733407,-11.0667,27.0667,1
183733403,-11.75,27.5667,1
183733399,-11.7,27.4167,1
183733398,-11.7167,27.4833,1
183733392,1.7333,30.6667,1
183733391,-3.1833,28.3333,1
183733388,-6.7167,29.5167,1
183733387,-2.8333,18.4,1
183733382,-0.4833,28.8167,1
183733377,-5.8333,13.05,1
183733371,-2.0833,16.4,1
183733368,-11.6833,27.4667,1
183733367,-10.4833,22.4833,1
183733361,-2.15,16.2333,1
183733356,2.1333,31.25,1
183733349,-0.75,22.4167,1
183733343,2.75,27.6833,1
183733341,3.3667,25.7333,1
183733340,-2.3167,28.8,1
183733339,-0.6667,29.1333,1
183733335,0.35,29.7167,1
183733334,3.1333,26.9667,1
183733331,0.85,27.55,1
183733330,0.55,27.7333,1
183733329,0.65,29.5,1
183733326,2.4167,27.3,1
183733322,2.7833,24.8333,1
183733321,0.4833,29.4833,1
183733320,-6.5,16.9167,1
183733318,-7.7,17.3333,1
183733305,1.9333,30.05,1
183733300,1.8833,30.1167,1
183733297,-2.1,16.4333,1
183733284,-2.15,16.4167,1
183733278,-6.0167,22.3167,1
183733276,1.3833,30.4333,1
183733263,-5.8333,13.5333,1
183733253,-7.5667,17.2333,1
183733249,-11.6833,27.4833,1
183733240,-8.3667,22.25,1
183733236,-10.6667,22.6667,1
183733235,-5.3333,24.8667,1
183733231,-10.95,23.5667,1
183733228,-0.1667,29.3667,1
183733224,2.1667,27.65,1
183733223,1.3,27.5833,1
183733222,1.0167,29.9667,1
183732977,-10.45,22.4667,1
183732956,-5.9667,12.45,1
183732954,-8.0167,23.0167,1
183732952,-10.8167,26.1167,1
183732948,-10.3,26.0667,1
183732945,-8.75,28.6667,1
183732940,-10.4667,27.5333,1
183732929,-12.35,29.5833,1
183732923,1,30,1
183732915,-1,23.3333,1
183732913,-6.5,29.4833,1
183732911,-6.3333,26.9167,1
183732910,1.8667,26.3833,1
183732899,3.25,27.95,1
183732895,3.75,29.6667,1
183732891,3.15,29.8333,1
183732889,4.0833,27.6833,1
183732888,2.85,24.5667,1
183732875,1.5333,29.85,1
183732864,-4.8333,23.4333,1
183732863,-5.3333,21.55,1
183732862,-0.8833,18.15,1
183732861,-5.1333,15.3167,1
183732858,-5.85,12.2833,1
183732855,-5.9167,12.4,1
183732847,-3.1833,16.2667,1
183732846,-5.4667,13.2167,1
183732844,-6.4667,20.8,1
183732841,3.5333,24.8333,1
183732840,-9.8333,25.5333,1
183732837,-8.4667,28.8667,1
183732831,1.45,27.6167,1
183732791,0.3333,29.5,1
183732789,1.5,21.05,1
183732788,1.2833,24.5667,1
183732787,1.55,25.3833,1
183732786,-9.5833,25.8667,1
183732785,0.8667,27.5667,1
183732721,-5.7,13.6667,1
183732712,0.7167,27.35,1
183732707,4.7333,27.7,1
183732702,0.1,29.65,1
183732696,0.75,29.8333,1
183732671,9.45,-3.9,1
183732663,9.5667,-3.8833,1
183732659,9.5833,-3.9167,1
183732651,9.5667,-3.9333,1
183732622,9.6833,-6.4,1
183732619,5.3333,-4.1333,1
143133757,-4.5634,38.2538,1
143133751,-6.223,37.2755,1
143133749,-6.2247,37.2732,1
143133747,-6.2242,37.2751,1
143133740,-6.1937,37.3598,1
143133736,-6.1863,37.3503,1
143133729,-6.1901,37.34,1
143133716,-6.4799,37.3863,1
143133715,-6.4826,37.3817,1
143133712,-6.4853,37.3865,1
143133707,-6.4849,37.4105,1
143133704,-6.4916,37.4179,1
143133703,-6.4862,37.4203,1
143133699,-6.5134,37.3944,1
143133698,-6.5123,37.3977,1
143133695,-6.5092,37.3988,1
143133682,-6.4305,37.379,1
143133680,-6.5058,37.4003,1
143133679,-6.4728,37.3866,1
143133675,-6.4951,37.4012,1
143133671,-6.4889,37.4063,1
143133668,-6.8267,37.66,1
143133651,-4.3415,38.146,1
143133649,-4.3432,38.1613,1
143133645,-4.5623,38.2564,1
143133640,-4.5807,38.2695,1
143133638,-4.581,38.2694,1
143133609,-6.812,37.6806,1
143133479,-10.7507,38.5313,1
143133470,-10.7565,38.5316,1
143133455,-10.4797,39.0485,1
143133434,-10.7274,38.807,1
143129139,-25.8967,32.5429,1
143129121,-25.8754,32.4463,1
143129041,-6.8274,37.6317,1
143125127,-5.1759,19.1166,1
143124685,-5.066,18.914,1
143116920,-6.7967,37.6351,1
143116834,-6.8201,37.6628,1
143116823,-6.7968,37.6746,1
143109133,-6.8388,37.6409,1
143108978,-12.5167,26.1333,1
143104835,-6.827,37.6809,1
143104804,-6.8296,37.6528,1
143104795,-6.8044,37.7217,1
143104790,-6.7838,37.74,1
143104622,-6.7918,37.6638,1
143104318,-6.9376,37.5355,1
143104078,-6.8146,37.6996,1
143103902,-6.8252,37.6573,1
143103889,-6.8181,37.6691,1
143103789,-6.8239,37.6743,1
143096394,-3.25,36.75,1
143096359,-7.8167,35.1667,1
143096346,-5.4167,32.8167,1
143096312,-3.6833,37.5333,1
143096268,-3.5167,37.7167,1
143096250,-4.1667,37.9833,1
143096215,-6.3333,35.8333,1
143096210,-6.8333,37.65,1
143096164,-4.4833,37.1667,1
143096142,-5.2333,36.5,1
143096111,-5.7667,36.4667,1
143096083,-8.5167,33.5,1
143082858,1.05,30.1167,1
143082857,-0.6333,29.3667,1
143082856,-0.05,29.0333,1
143082854,-0.4667,29.65,1
143082853,-0.1667,29.5,1
143082851,0.8333,29.9833,1
143082850,-1.1667,29.45,1
143082844,-0.6833,29.45,1
143082842,0.5833,29.85,1
143082841,-0.7833,29.2833,1
143082838,0.4167,29.7667,1
143082837,0.3167,29.75,1
143082834,-0.15,29.4167,1
143082825,0.2,29.65,1
143082824,1.0833,30.1167,1
143082819,-0.8667,29.4167,1
143082818,0.3333,29.7667,1
143082810,-0.05,29.0167,1
143082797,0.6667,29.7833,1
143082795,0.4,29.6,1
143082793,-1.2,29.45,1
143082788,-0.9167,29.3333,1
143082766,4,29,1
143082765,4.1833,29.4833,1
143082764,4.3667,29.7833,1
143082761,4.2167,29.35,1
143082759,3.9167,29.4167,1
143082732,4.3333,29.2667,1
143082726,4.5833,29.7,1
143082719,4.3333,29.5667,1
143082715,4.6333,29.55,1
143082678,3.9667,29.3833,1
143082647,4.5333,29.45,1
143082622,-0.0167,29.35,1
143082619,-1.1833,29.45,1
143064327,-4.9772,18.7745,1
38024547,-15.52,28.18,1
38024533,-14.43,28.45,1
38021933,-2.9861,35.3444,1
38021932,-27.167,31.9833,1
38021930,-27.8458,23.5553,1
