id,latitude,longitude,count,source,in_africa
0,9.806833300000001,-10.863266699999999,1,bibliography,True
1,9.912716699999999,-10.798133300000002,1,bibliography,True
2,10.059766699999999,-10.58615,1,bibliography,True
3,10.216833300000001,-10.688766699999999,1,bibliography,True
4,10.143166699999998,-10.60505,1,bibliography,True
5,9.840833300000002,-11.04,1,bibliography,True
6,9.9422667,-10.8930333,1,bibliography,True
7,10.057816699999998,-10.738366699999998,1,bibliography,True
8,9.976816699999999,-0.81955,1,bibliography,True
9,10.056783300000001,-10.665833300000001,1,bibliography,True
10,10.0004,-10.972777800000001,1,bibliography,True
11,9.95445,-10.731883300000002,1,bibliography,True
12,7.543888900000001,4.5131111,1,bibliography,True
13,7.690638900000001,4.619388900000001,1,bibliography,True
14,7.7013055999999995,4.6553889,1,bibliography,True
15,6.772972200000001,6.0923611,1,bibliography,True
16,6.7414167,6.104888900000001,1,bibliography,True
17,7.640972200000001,8.406555599999999,1,bibliography,True
18,8.8242222,10.920888900000001,1,bibliography,True
19,7.091888900000001,11.091083300000001,1,bibliography,True
20,8.02,-11.58,1,bibliography,True
21,8.05,-11.11,1,bibliography,True
22,8.21,-11.09,1,bibliography,True
23,8.18,-11.08,1,bibliography,True
24,8.04,-11.06,1,bibliography,True
25,7.82,-10.95,1,bibliography,True
26,8.17,-11.23,1,bibliography,True
27,8.28,-11.01,1,bibliography,True
28,7.69,-5.62737,1,bibliography,True
29,8.0,-10.95,1,bibliography,True
30,8.025266,-11.757479,1,bibliography,True
31,8.26,-11.02,1,bibliography,True
33,9.45997,-5.62737,1,bibliography,True
34,7.6792468,-5.0288473,1,bibliography,True
35,5.8718574,-7.456347500000001,1,bibliography,True
36,11.033333,-5.983333,1,bibliography,True
37,10.583333,-7.15,1,bibliography,True
38,12.805833300000002,-7.9833333,1,bibliography,True
39,15.0236111,-2.8486111000000003,1,bibliography,True
41,14.3808333,-3.5683333,1,bibliography,True
45,14.015555599999999,-4.2311111,1,bibliography,True
46,14.355277800000001,-3.6572222,1,bibliography,True
48,14.400277800000001,-3.6005556000000003,1,bibliography,True
49,10.8894444,-7.387777799999999,1,bibliography,True
50,13.200833300000001,-9.4538889,1,bibliography,True
51,13.3825,-4.9166667,1,bibliography,True
53,12.805,-7.980277799999999,1,bibliography,True
55,12.6980556,-8.6980556,1,bibliography,True
56,12.1122222,-8.3322222,1,bibliography,True
57,12.091388900000002,-8.335,1,bibliography,True
58,11.0719444,-6.0269444000000005,1,bibliography,True
59,10.993611099999999,-7.437222200000001,1,bibliography,True
60,10.9175,-7.4058333,1,bibliography,True
61,10.8855556,-7.382222200000001,1,bibliography,True
62,10.589166699999998,-7.1558333,1,bibliography,True
65,10.6163889,-7.1583333,1,bibliography,True
67,10.523888900000001,-7.2480556,1,bibliography,True
69,10.3830556,-7.1516667,1,bibliography,True
70,10.3972222,-7.2591667,1,bibliography,True
71,10.691666699999999,-7.364722200000001,1,bibliography,True
72,9.835733,8.918184,1,bibliography,True
73,9.149141,9.798536,1,bibliography,True
75,9.927603,8.901786999999999,1,bibliography,True
78,9.849674,8.683458,1,bibliography,True
80,9.735649,8.805924000000001,1,bibliography,True
86,10.61285,12.19458,1,bibliography,True
89,7.6833333,4.616666700000001,1,bibliography,True
91,7.633333299999999,8.4,1,bibliography,True
96,6.1283332999999995,4.8925,1,bibliography,True
98,6.7941667,7.2958333,1,bibliography,True
99,5.8091667000000005,5.4980556,1,bibliography,True
100,7.071111099999999,3.1283333,1,bibliography,True
102,6.1841667000000005,6.07,1,bibliography,True
103,8.1713889,2.6102778,1,bibliography,True
104,6.7458333,3.3683332999999998,1,bibliography,True
105,6.78,-7.3,1,bibliography,True
106,7.7144444000000005,-9.268333300000002,1,bibliography,True
107,8.0869444,-8.913888900000002,1,bibliography,True
108,8.493611099999999,-10.4447222,1,bibliography,True
110,10.050502400000001,-10.587824000000001,1,bibliography,True
114,10.0005556,-10.972777800000001,1,bibliography,True
116,10.174464,-11.228871,1,bibliography,True
117,11.414086,-12.314100999999999,1,bibliography,True
118,11.422052,-12.357379,1,bibliography,True
119,11.932493,-12.08329,1,bibliography,True
120,9.886289,-9.040097,1,bibliography,True
121,9.313825,-13.006225,1,bibliography,True
122,8.613611099999998,-9.474166699999998,1,bibliography,True
123,9.419531,-10.504874000000001,1,bibliography,True
142,10.049722000000001,-12.854167,1,bibliography,True
147,9.866666699999998,-12.433333300000001,1,bibliography,True
148,9.889773,-12.462182,1,bibliography,True
151,9.716666,-10.883247,1,bibliography,True
152,8.764353999999999,10.107727,1,bibliography,True
153,9.0,-9.95,1,bibliography,True
154,8.554178,-10.143499,1,bibliography,True
155,8.548081,-9.987993,1,bibliography,True
156,8.543642,-9.954842999999999,1,bibliography,True
157,8.491514,-10.592433,1,bibliography,True
158,8.482696,-10.40777,1,bibliography,True
159,8.516618,-10.333321,1,bibliography,True
160,7.716246099999999,-9.269558,1,bibliography,True
161,7.667356,-9.293223,1,bibliography,True
162,7.6434820000000006,-9.269884,1,bibliography,True
163,7.648638,-8.506151,1,bibliography,True
164,7.596216,-8.500757,1,bibliography,True
166,9.895558,8.858098,1,bibliography,True
167,8.663256,-11.059101,1,bibliography,True
204,0.1443,34.3468,1,bibliography,True
211,9.6452778,-8.9455556,1,bibliography,True
212,11.083611099999999,-12.2975,1,bibliography,True
217,10.495833300000001,-9.01777783,1,bibliography,True
220,12.2994444,-8.7747222,1,bibliography,True
222,11.5116667,-9.01,1,bibliography,True
224,6.14163,6.749689999999999,1,bibliography,True
225,6.07736,6.739560000000001,1,bibliography,True
226,6.17366,6.59218,1,bibliography,True
227,6.23966,6.64505,1,bibliography,True
228,6.22307,6.4979,1,bibliography,True
229,6.23039,6.60725,1,bibliography,True
230,-6.848962783999999,37.64169836,1,bibliography,True
231,-6.844144312999999,37.65331457,1,bibliography,True
232,-6.174831826,37.13363199,1,bibliography,True
233,-6.6111107239999995,37.59784192,1,bibliography,True
234,-6.449211582999999,37.53447237,1,bibliography,True
235,-6.29191771,37.18823567,1,bibliography,True
236,-6.384183922999999,37.35332313,1,bibliography,True
237,-6.643709966,38.33132020000001,1,bibliography,True
238,-6.667393612000001,38.37955415,1,bibliography,True
239,-6.776719915,37.84445813,1,bibliography,True
240,-6.631908472999999,38.17921414,1,bibliography,True
241,-6.661429477,38.03418683,1,bibliography,True
242,10.79747,35.16738,1,bibliography,True
243,-5.74065,34.40967,1,bibliography,True
244,-3.6375,33.417229999999996,1,bibliography,True
246,10.258166699999999,-2.6260000000000003,1,bibliography,True
247,9.547,-1.6325,1,bibliography,True
248,10.395,-0.366,1,bibliography,True
249,8.3471667,-0.3458333,1,bibliography,True
250,7.1226667,-2.3276667,1,bibliography,True
252,6.4495,-0.8518333,1,bibliography,True
253,10.619333300000001,-1.4218333,1,bibliography,True
254,7.9685,-1.6631667,1,bibliography,True
255,7.6741667,-0.633,1,bibliography,True
256,6.176,-1.792666,1,bibliography,True
265,13.54401,2.1357,1,bibliography,True
266,13.537420000000001,2.11331,1,bibliography,True
267,13.502220000000001,2.11235,1,bibliography,True
268,13.53571,2.0739900000000002,1,bibliography,True
269,13.512039999999999,2.09884,1,bibliography,True
270,13.54624,2.09594,1,bibliography,True
271,13.493920000000001,2.12501,1,bibliography,True
272,13.49792,2.12705,1,bibliography,True
273,13.4897,2.10232,1,bibliography,True
274,13.479079999999998,2.11402,1,bibliography,True
275,13.484729999999999,2.12775,1,bibliography,True
276,13.493970000000001,2.1117,1,bibliography,True
277,13.49366,2.0965,1,bibliography,True
278,13.49143,2.08843,1,bibliography,True
279,13.493160000000001,2.09262,1,bibliography,True
280,13.480220000000001,2.09984,1,bibliography,True
281,13.589220000000001,2.10928,1,bibliography,True
282,13.55207,2.05424,1,bibliography,True
283,13.561060000000001,2.04155,1,bibliography,True
284,13.506960000000001,2.07653,1,bibliography,True
285,13.51396,2.10997,1,bibliography,True
286,13.48536,2.10164,1,bibliography,True
287,13.541570000000002,2.0895,1,bibliography,True
288,13.528929999999999,2.17587,1,bibliography,True
289,13.52081,2.15193,1,bibliography,True
290,13.523579999999999,2.1476599999999997,1,bibliography,True
291,13.495389999999999,2.07916,1,bibliography,True
292,13.589360000000001,2.10137,1,bibliography,True
293,13.5182,2.14351,1,bibliography,True
294,13.5274,2.08175,1,bibliography,True
295,13.52891,2.08186,1,bibliography,True
296,13.53435,2.08208,1,bibliography,True
297,12.538611099999999,-12.3102778,1,bibliography,True
298,12.7669444,-12.24,1,bibliography,True
299,12.823888900000002,-11.8725,1,bibliography,True
300,13.262777800000002,-12.103333300000001,1,bibliography,True
301,12.7077778,-11.9677778,1,bibliography,True
302,12.5530556,-12.203055599999999,1,bibliography,True
303,12.556388900000002,-12.1713889,1,bibliography,True
304,12.856666699999998,-12.351111099999999,1,bibliography,True
305,12.5180556,-12.433611099999998,1,bibliography,True
306,12.6336111,-12.2430556,1,bibliography,True
307,12.913888900000002,-12.3425,1,bibliography,True
308,13.165,-12.1144444,1,bibliography,True
309,12.410277800000001,-12.2827778,1,bibliography,True
310,10.05,-10.566666699999999,1,bibliography,True
312,7.9969444,1.9833333,1,bibliography,True
313,10.8705556,2.1525,1,bibliography,True
314,12.3019444,-8.773611099999998,1,bibliography,True
315,12.6083,-12.123,1,bibliography,True
316,12.8,-12.3,1,bibliography,True
2251246353,8.3,-9.232999999999999,1,https://www.gbif.org/occurrence/search,True
2251246348,4.033,17.333,1,https://www.gbif.org/occurrence/search,True
2251246342,8.35,-9.217,1,https://www.gbif.org/occurrence/search,True
2251246335,3.75,17.517,1,https://www.gbif.org/occurrence/search,True
2251246310,-2.9,15.65,1,https://www.gbif.org/occurrence/search,True
2251246307,3.95,16.967,1,https://www.gbif.org/occurrence/search,True
2243135430,-3.2560000000000002,39.9745,1,https://www.gbif.org/occurrence/search,True
2236094909,8.25,34.58,1,https://www.gbif.org/occurrence/search,True
2235856267,9.03,36.15,1,https://www.gbif.org/occurrence/search,True
2005257122,-29.664399,30.401315999999998,1,https://www.gbif.org/occurrence/search,True
2005257121,-29.666299,30.39965,1,https://www.gbif.org/occurrence/search,True
1990801042,0.828117,31.704289000000003,1,https://www.gbif.org/occurrence/search,True
1990800770,-13.0667,33.9333,1,https://www.gbif.org/occurrence/search,True
1990799011,0.862014,31.687078000000003,1,https://www.gbif.org/occurrence/search,True
1990798928,0.8539190000000001,31.676641999999998,1,https://www.gbif.org/occurrence/search,True
1990798879,-14.50872,35.23344,1,https://www.gbif.org/occurrence/search,True
1990798463,0.802675,31.693796999999996,1,https://www.gbif.org/occurrence/search,True
1990798459,-12.8333,34.15,1,https://www.gbif.org/occurrence/search,True
1987356697,-17.98333,30.7,1,https://www.gbif.org/occurrence/search,True
1987354957,1.56667,30.25,1,https://www.gbif.org/occurrence/search,True
1987341482,-17.81778,30.647409999999997,1,https://www.gbif.org/occurrence/search,True
1987328412,0.5,29.46667,1,https://www.gbif.org/occurrence/search,True
1987290925,-17.816670000000002,30.76667,1,https://www.gbif.org/occurrence/search,True
1978557024,-27.96,29.93,1,https://www.gbif.org/occurrence/search,True
1978557015,-29.47,30.4,1,https://www.gbif.org/occurrence/search,True
1978557014,-25.63,28.17,1,https://www.gbif.org/occurrence/search,True
1978557013,-30.27,30.59,1,https://www.gbif.org/occurrence/search,True
1978556904,-28.56,31.24,1,https://www.gbif.org/occurrence/search,True
1978556884,-27.75,30.8,1,https://www.gbif.org/occurrence/search,True
1978556883,-25.47,27.33,1,https://www.gbif.org/occurrence/search,True
1978556873,-26.09,25.35,1,https://www.gbif.org/occurrence/search,True
1978556774,-32.79,26.85,1,https://www.gbif.org/occurrence/search,True
1978556686,-33.01,27.7,1,https://www.gbif.org/occurrence/search,True
1932240740,-9.933916,33.932147,1,https://www.gbif.org/occurrence/search,True
1932240737,-9.705107,33.258153,1,https://www.gbif.org/occurrence/search,True
1932240611,-15.05,35.25,1,https://www.gbif.org/occurrence/search,True
1932240519,-15.901072000000001,34.7348,1,https://www.gbif.org/occurrence/search,True
1932240367,-15.792769,35.000093,1,https://www.gbif.org/occurrence/search,True
1932240362,-15.799754,35.014792,1,https://www.gbif.org/occurrence/search,True
1932240325,-9.667775,33.550067,1,https://www.gbif.org/occurrence/search,True
1932240307,-15.340832999999998,35.266667,1,https://www.gbif.org/occurrence/search,True
1932240303,-10.08,33.27,1,https://www.gbif.org/occurrence/search,True
1932240232,-15.888534,34.958181,1,https://www.gbif.org/occurrence/search,True
1932240011,-15.842392000000002,35.024297,1,https://www.gbif.org/occurrence/search,True
1932240005,-15.971004999999998,34.467104,1,https://www.gbif.org/occurrence/search,True
1932239953,-13.230503,34.285626,1,https://www.gbif.org/occurrence/search,True
1932239941,-16.016667,34.766667,1,https://www.gbif.org/occurrence/search,True
1932239864,-15.816667,34.6,1,https://www.gbif.org/occurrence/search,True
1932239861,-16.927072,35.235085999999995,1,https://www.gbif.org/occurrence/search,True
1932239812,-15.416654999999999,35.466689,1,https://www.gbif.org/occurrence/search,True
1932239786,-16.066667000000002,35.05,1,https://www.gbif.org/occurrence/search,True
1932239654,-16.219134,35.232345,1,https://www.gbif.org/occurrence/search,True
1919853427,9.45,10.3,1,https://www.gbif.org/occurrence/search,True
1919853407,7.26,3.32,1,https://www.gbif.org/occurrence/search,True
1919853400,8.0,3.12,1,https://www.gbif.org/occurrence/search,True
1919853396,9.15,3.5,1,https://www.gbif.org/occurrence/search,True
1919853382,7.5,6.05,1,https://www.gbif.org/occurrence/search,True
1919853374,11.51,13.09,1,https://www.gbif.org/occurrence/search,True
1919853372,6.29,3.15,1,https://www.gbif.org/occurrence/search,True
1919853370,9.54,4.25,1,https://www.gbif.org/occurrence/search,True
1919853366,7.39,4.06,1,https://www.gbif.org/occurrence/search,True
1919853363,7.33,3.58,1,https://www.gbif.org/occurrence/search,True
1919853359,8.09,5.06,1,https://www.gbif.org/occurrence/search,True
1919853332,7.41,3.07,1,https://www.gbif.org/occurrence/search,True
1919853316,7.23,3.54,1,https://www.gbif.org/occurrence/search,True
1919853310,7.26,3.17,1,https://www.gbif.org/occurrence/search,True
1919853239,7.23,3.53,1,https://www.gbif.org/occurrence/search,True
1919853215,8.14,5.31,1,https://www.gbif.org/occurrence/search,True
1919853089,-13.066667,33.933333000000005,1,https://www.gbif.org/occurrence/search,True
1919853060,-16.08,35.07,1,https://www.gbif.org/occurrence/search,True
1919853042,-13.05,33.15,1,https://www.gbif.org/occurrence/search,True
1919853017,-16.216667,34.766667,1,https://www.gbif.org/occurrence/search,True
1919853007,-15.033332999999999,35.25,1,https://www.gbif.org/occurrence/search,True
1919852983,-15.383332999999999,35.316666999999995,1,https://www.gbif.org/occurrence/search,True
1919852962,-13.383332999999999,34.0,1,https://www.gbif.org/occurrence/search,True
1919852947,-12.116667,33.733333,1,https://www.gbif.org/occurrence/search,True
1919782530,12.5833,23.6667,1,https://www.gbif.org/occurrence/search,True
1919711388,-28.783333000000002,29.633333,1,https://www.gbif.org/occurrence/search,True
1919711238,-15.916667000000002,25.95,1,https://www.gbif.org/occurrence/search,True
1919711205,-15.883332999999999,25.966667,1,https://www.gbif.org/occurrence/search,True
1919711188,-12.766667,32.083333,1,https://www.gbif.org/occurrence/search,True
1919711184,-13.35,31.683333,1,https://www.gbif.org/occurrence/search,True
1919711156,-15.0,22.616667,1,https://www.gbif.org/occurrence/search,True
1919711121,-13.166667000000002,32.766667,1,https://www.gbif.org/occurrence/search,True
1919710965,-2.3,34.833333,1,https://www.gbif.org/occurrence/search,True
1919710934,-7.116667,31.133333,1,https://www.gbif.org/occurrence/search,True
1919710930,-3.666667,36.0,1,https://www.gbif.org/occurrence/search,True
1919710918,-2.516667,33.0,1,https://www.gbif.org/occurrence/search,True
1919710913,-2.5,34.833333,1,https://www.gbif.org/occurrence/search,True
1919710911,-3.976833,37.794167,1,https://www.gbif.org/occurrence/search,True
1919710901,-3.333333,35.85,1,https://www.gbif.org/occurrence/search,True
1919710890,-3.55,35.316666999999995,1,https://www.gbif.org/occurrence/search,True
1919710875,-3.2166669999999997,36.883333,1,https://www.gbif.org/occurrence/search,True
1919710871,-3.8939999999999997,37.777833,1,https://www.gbif.org/occurrence/search,True
1919710866,-3.987167,37.811,1,https://www.gbif.org/occurrence/search,True
1919710861,-4.006667,37.820167,1,https://www.gbif.org/occurrence/search,True
1919710828,-2.1166669999999996,34.166667,1,https://www.gbif.org/occurrence/search,True
1919710694,-4.0833330000000005,37.666667,1,https://www.gbif.org/occurrence/search,True
1919710500,-4.2,30.45,1,https://www.gbif.org/occurrence/search,True
1919710480,-3.33,40.0,1,https://www.gbif.org/occurrence/search,True
1919710450,-3.333333,40.0,1,https://www.gbif.org/occurrence/search,True
1919710421,1.9666669999999997,36.1,1,https://www.gbif.org/occurrence/search,True
1919710387,-0.183333,29.9,1,https://www.gbif.org/occurrence/search,True
1919710377,-0.116667,29.95,1,https://www.gbif.org/occurrence/search,True
1919710308,-0.13333299999999998,29.9,1,https://www.gbif.org/occurrence/search,True
1919710301,-28.8833,31.4667,1,https://www.gbif.org/occurrence/search,True
1919710284,-0.1,29.933333,1,https://www.gbif.org/occurrence/search,True
1919709903,3.7166669999999997,33.6,1,https://www.gbif.org/occurrence/search,True
1919709886,3.8,33.666667,1,https://www.gbif.org/occurrence/search,True
1919709850,2.7833330000000003,33.3,1,https://www.gbif.org/occurrence/search,True
1919709847,2.933333,33.366667,1,https://www.gbif.org/occurrence/search,True
1919709846,3.733333,33.716667,1,https://www.gbif.org/occurrence/search,True
1919709843,2.833333,33.333333,1,https://www.gbif.org/occurrence/search,True
1919709800,2.85,33.35,1,https://www.gbif.org/occurrence/search,True
1919709791,-0.6,30.45,1,https://www.gbif.org/occurrence/search,True
1919709760,-0.18,29.9,1,https://www.gbif.org/occurrence/search,True
1919709741,3.9666669999999997,33.75,1,https://www.gbif.org/occurrence/search,True
1919709633,8.15,20.333333,1,https://www.gbif.org/occurrence/search,True
1919709626,1.75,34.516667,1,https://www.gbif.org/occurrence/search,True
1919709599,2.62,34.73,1,https://www.gbif.org/occurrence/search,True
1919709590,3.0,32.25,1,https://www.gbif.org/occurrence/search,True
1919709588,8.116667,-12.083333,1,https://www.gbif.org/occurrence/search,True
1919709585,-7.0833330000000005,31.05,1,https://www.gbif.org/occurrence/search,True
1919709572,-6.65,31.066667,1,https://www.gbif.org/occurrence/search,True
1919709544,-7.1,31.15,1,https://www.gbif.org/occurrence/search,True
1919709519,-7.0833330000000005,31.066667,1,https://www.gbif.org/occurrence/search,True
1919691658,-8.333333,38.916667,1,https://www.gbif.org/occurrence/search,True
1836956386,0.802561,24.487503,1,https://www.gbif.org/occurrence/search,True
1835721287,1.8137,31.4256,1,https://www.gbif.org/occurrence/search,True
1835721259,1.8101,31.4256,1,https://www.gbif.org/occurrence/search,True
1835721258,-0.3361,30.0848,1,https://www.gbif.org/occurrence/search,True
1835721250,1.9838,31.7145,1,https://www.gbif.org/occurrence/search,True
1835721237,1.8128,31.4238,1,https://www.gbif.org/occurrence/search,True
1835721232,1.8128,31.4256,1,https://www.gbif.org/occurrence/search,True
1835721231,-0.5755,29.8346,1,https://www.gbif.org/occurrence/search,True
1835721227,1.811,31.4247,1,https://www.gbif.org/occurrence/search,True
1835721207,1.8137,31.4265,1,https://www.gbif.org/occurrence/search,True
1835721202,0.7753,29.9894,1,https://www.gbif.org/occurrence/search,True
1835720878,1.9838,31.719,1,https://www.gbif.org/occurrence/search,True
1835720864,1.9622,31.7046,1,https://www.gbif.org/occurrence/search,True
1805744415,-7.89013,31.6786,1,https://www.gbif.org/occurrence/search,True
1805744258,-10.97903,39.44958,1,https://www.gbif.org/occurrence/search,True
1805744223,-10.83886,39.180859999999996,1,https://www.gbif.org/occurrence/search,True
1805744222,-11.007639999999999,39.39836,1,https://www.gbif.org/occurrence/search,True
1805744213,-10.61928,39.02078,1,https://www.gbif.org/occurrence/search,True
1805743635,-1.5693620000000001,29.633896999999997,1,https://www.gbif.org/occurrence/search,True
1805737160,-5.2537,28.886259999999996,1,https://www.gbif.org/occurrence/search,True
1805736963,1.352533,30.837903999999998,1,https://www.gbif.org/occurrence/search,True
1805736962,1.472019,30.955415999999996,1,https://www.gbif.org/occurrence/search,True
1805736948,2.0353380000000003,31.515327000000003,1,https://www.gbif.org/occurrence/search,True
1805736944,1.8866450000000001,31.434562,1,https://www.gbif.org/occurrence/search,True
1805736941,1.829568,31.412691,1,https://www.gbif.org/occurrence/search,True
1805736940,1.970848,31.450224,1,https://www.gbif.org/occurrence/search,True
1805736925,2.076738,31.435912,1,https://www.gbif.org/occurrence/search,True
