id,latitude,longitude,count,source,in_africa
1805736918,1.414888,30.978635999999998,1,https://www.gbif.org/occurrence/search,True
1805736897,1.408671,30.890620000000002,1,https://www.gbif.org/occurrence/search,True
1805736893,1.8806479999999999,31.474871000000004,1,https://www.gbif.org/occurrence/search,True
1805736859,2.0548040000000003,31.598211,1,https://www.gbif.org/occurrence/search,True
1805736528,1.832713,31.462023,1,https://www.gbif.org/occurrence/search,True
1805736482,2.287563,31.578881,1,https://www.gbif.org/occurrence/search,True
1805736478,2.4488630000000002,31.515701,1,https://www.gbif.org/occurrence/search,True
1805736454,2.447273,31.867615999999998,1,https://www.gbif.org/occurrence/search,True
1805736453,2.371684,31.687984999999998,1,https://www.gbif.org/occurrence/search,True
1805736446,2.283448,31.957671,1,https://www.gbif.org/occurrence/search,True
1805736400,2.094503,31.867890999999997,1,https://www.gbif.org/occurrence/search,True
1805736337,2.309213,32.050556,1,https://www.gbif.org/occurrence/search,True
1805734392,-7.79972,35.765831,1,https://www.gbif.org/occurrence/search,True
1805734225,-7.751110000000001,34.55189,1,https://www.gbif.org/occurrence/search,True
1805734151,-8.03658,34.502359999999996,1,https://www.gbif.org/occurrence/search,True
1805733930,-7.7978,35.7567,1,https://www.gbif.org/occurrence/search,True
1805730206,-2.23903,28.81408,1,https://www.gbif.org/occurrence/search,True
1805727126,3.81083,34.029309999999995,1,https://www.gbif.org/occurrence/search,True
1805726381,-18.4838,34.04318,1,https://www.gbif.org/occurrence/search,True
1805726265,-18.477999999999998,34.076,1,https://www.gbif.org/occurrence/search,True
1805726245,-18.48311,34.04464,1,https://www.gbif.org/occurrence/search,True
1805726244,-18.46411,34.05308,1,https://www.gbif.org/occurrence/search,True
1805724103,0.44512799999999997,32.888758,1,https://www.gbif.org/occurrence/search,True
1805723713,0.4373,32.953975,1,https://www.gbif.org/occurrence/search,True
1702679644,-15.55,28.266666999999998,1,https://www.gbif.org/occurrence/search,True
1702675305,-1.23333,37.4,1,https://www.gbif.org/occurrence/search,True
1702675292,-3.21667,40.11667,1,https://www.gbif.org/occurrence/search,True
1702675263,0.46667,35.98333,1,https://www.gbif.org/occurrence/search,True
1702675247,-4.53333,39.36667,1,https://www.gbif.org/occurrence/search,True
1702674950,-3.483333,38.3,1,https://www.gbif.org/occurrence/search,True
1702674928,-1.18333,36.91667,1,https://www.gbif.org/occurrence/search,True
1700659125,-2.2395400000000003,28.81128,1,https://www.gbif.org/occurrence/search,True
1502685683,0.6,25.217,1,https://www.gbif.org/occurrence/search,True
1456403472,12.805,-7.98032,1,https://www.gbif.org/occurrence/search,True
1456401906,15.0237,-2.84861,1,https://www.gbif.org/occurrence/search,True
1456359815,11.072000000000001,-6.02704,1,https://www.gbif.org/occurrence/search,True
1456249892,13.3824,-4.91672,1,https://www.gbif.org/occurrence/search,True
1456153151,14.3552,-3.65728,1,https://www.gbif.org/occurrence/search,True
1455548611,-13.381379999999998,34.00298,1,https://www.gbif.org/occurrence/search,True
1438012963,6.3561,2.089,1,https://www.gbif.org/occurrence/search,True
1438012952,6.8192,1.6358,1,https://www.gbif.org/occurrence/search,True
1438012938,6.6313889999999995,2.389722,1,https://www.gbif.org/occurrence/search,True
1438012892,6.575,2.3918,1,https://www.gbif.org/occurrence/search,True
1437080166,-0.625609,30.978695000000002,1,https://www.gbif.org/occurrence/search,True
1436990370,-21.0,25.0,1,https://www.gbif.org/occurrence/search,True
1436990115,-1.1,29.5,1,https://www.gbif.org/occurrence/search,True
1436990089,-26.2,28.083333000000003,1,https://www.gbif.org/occurrence/search,True
1436989765,7.5833330000000005,-8.533333,1,https://www.gbif.org/occurrence/search,True
1436989399,-5.933333,25.533333,1,https://www.gbif.org/occurrence/search,True
1436988722,8.3,-9.566667,1,https://www.gbif.org/occurrence/search,True
1436988708,-4.3,15.3,1,https://www.gbif.org/occurrence/search,True
1436988519,-8.65,26.516666999999998,1,https://www.gbif.org/occurrence/search,True
1436988243,-11.566667,27.416666999999997,1,https://www.gbif.org/occurrence/search,True
1436988089,0.5,25.2,1,https://www.gbif.org/occurrence/search,True
1436987977,3.683333,29.133333,1,https://www.gbif.org/occurrence/search,True
1436987162,-2.266667,34.85,1,https://www.gbif.org/occurrence/search,True
1436986797,-20.15,22.45,1,https://www.gbif.org/occurrence/search,True
1436985086,-2.6,29.733333000000002,1,https://www.gbif.org/occurrence/search,True
1436984144,-1.516667,30.433333,1,https://www.gbif.org/occurrence/search,True
1436981975,-0.13333299999999998,29.6,1,https://www.gbif.org/occurrence/search,True
1436981407,19.166667,30.483333000000002,1,https://www.gbif.org/occurrence/search,True
1436980660,-11.666667,27.466666999999998,1,https://www.gbif.org/occurrence/search,True
1436979673,6.316667,-10.8,1,https://www.gbif.org/occurrence/search,True
1436978018,-8.933333,27.2,1,https://www.gbif.org/occurrence/search,True
1436976671,-9.083333,27.2,1,https://www.gbif.org/occurrence/search,True
1436976119,-18.616667,24.666667,1,https://www.gbif.org/occurrence/search,True
1436975497,-21.333333,24.133333,1,https://www.gbif.org/occurrence/search,True
1436974530,-1.9333330000000002,30.7,1,https://www.gbif.org/occurrence/search,True
1436969541,7.483333,-8.616667,1,https://www.gbif.org/occurrence/search,True
1436967446,-18.3,21.8,1,https://www.gbif.org/occurrence/search,True
1436967024,-1.5,30.266666999999998,1,https://www.gbif.org/occurrence/search,True
1436966380,1.75,30.6,1,https://www.gbif.org/occurrence/search,True
1436965505,-25.1,30.45,1,https://www.gbif.org/occurrence/search,True
1436962247,4.1666669999999995,29.333333000000003,1,https://www.gbif.org/occurrence/search,True
1436960542,-2.4666669999999997,29.816667,1,https://www.gbif.org/occurrence/search,True
1436957039,-21.0,24.0,1,https://www.gbif.org/occurrence/search,True
1436956753,-2.483333,29.766666999999998,1,https://www.gbif.org/occurrence/search,True
1436956712,-0.166667,37.316666999999995,1,https://www.gbif.org/occurrence/search,True
1436952823,-32.566666999999995,27.416666999999997,1,https://www.gbif.org/occurrence/search,True
1436949504,2.0,30.583333000000003,1,https://www.gbif.org/occurrence/search,True
1436941129,-7.4166669999999995,31.983333000000002,1,https://www.gbif.org/occurrence/search,True
1436937172,2.666667,29.833333000000003,1,https://www.gbif.org/occurrence/search,True
1436936933,-1.916667,30.333333000000003,1,https://www.gbif.org/occurrence/search,True
1436936859,-1.55,30.25,1,https://www.gbif.org/occurrence/search,True
1413786064,-19.3778,15.48001,1,https://www.gbif.org/occurrence/search,True
1413786054,-17.594260000000002,23.65211,1,https://www.gbif.org/occurrence/search,True
1413786051,-17.62381,23.51137,1,https://www.gbif.org/occurrence/search,True
1322971453,7.9,-10.87,1,https://www.gbif.org/occurrence/search,True
1322969709,8.12,-11.02,1,https://www.gbif.org/occurrence/search,True
1322959569,8.22,-11.05,1,https://www.gbif.org/occurrence/search,True
1322959012,8.22,-11.03,1,https://www.gbif.org/occurrence/search,True
1322955003,8.23,-11.05,1,https://www.gbif.org/occurrence/search,True
1322944310,7.62,36.77,1,https://www.gbif.org/occurrence/search,True
1322936543,8.02,-11.03,1,https://www.gbif.org/occurrence/search,True
1322934870,7.6,36.77,1,https://www.gbif.org/occurrence/search,True
1322921354,7.82,-10.93,1,https://www.gbif.org/occurrence/search,True
