mean_branch_dispersal_velocity	weighted_branch_dispersal_velocity	branch_dispersal_velocity_variation_among_branches	original_diffusion_coefficient	weighted_diffusion_coefficient	diffusion_coefficient_variation_among_branches
5.19032376035617	0.949716362795678	7.01683283994909	106.407102370746	40.2198539060943	6.94727902718875
7.30326011815257	0.98403874351515	9.28213525991311	157.81599274243	42.7786908806508	8.95062598480899
3.05284905482747	0.921822827358018	5.14013615383759	83.5135795859701	40.5019285964067	7.55437859409601
7.62153567333848	0.897671056323268	12.5376227010232	193.40259700775	39.0465670960617	11.6934224141025
3.88926326511053	0.958431281236593	9.792205265158	103.310435470374	41.3581091530993	9.35687092569881
2.31784359509365	0.878158185877773	5.16302072202585	57.2081241975197	38.1114062146107	6.39095635289465
5.28588721605829	0.963603627305712	11.035379457788	134.967647329683	40.5125093431365	9.84695296801369
3.64014713084901	0.958074102014448	7.17755728256031	80.000431283255	41.8710716661938	6.45802927181564
2.93925889443382	0.928499693511724	6.8582396378253	71.754999644419	39.7875868043822	7.1372658712864
2.44922612504068	0.935110856297676	5.82327372728582	65.0523854706315	42.5962605049475	7.07926155755806
10.3473864504449	0.968272252720845	15.7008784049167	164.496830138721	43.7204710539573	13.511254263329
3.01564536238383	0.853177803175855	5.12630490437195	77.6116792828011	37.1458493927089	7.29133856980688
3.12960038370652	0.856721265877053	7.21997863024153	74.5341508586405	37.1572461716107	7.22507171175547
2.42565282043196	0.904071357741981	4.41902891706179	71.6574505041856	39.4565703872697	8.15882873362033
2.73163813472273	0.869682206690259	6.30659694251297	90.785661368457	38.5355327757626	9.6859423927085
2.96432949287395	0.953836745177491	6.38858018993781	90.2573599466011	41.5291591036317	9.13803272824222
3.83302854297463	0.913054658106053	7.03644455808848	176.046851000801	39.402579279757	13.5800119156664
2.87545702983859	0.963422413056676	4.92041364010504	90.0475007777771	43.1606656647878	8.61747410476742
4.00876866191239	0.999168387026288	8.23278260645033	72.5942173466483	47.7994796297626	5.85809702732341
2.20655782567264	0.99630741455094	4.54001442476873	74.7288485037809	55.9307907519836	9.15445777452203
2.42260749643946	0.880889166209191	6.12146546916204	63.4018990954544	36.328011005881	7.08820246246662
2.92893248456774	1.01870038098748	4.23533849473559	80.1091403091638	42.9166651981482	6.5370702692277
2.6795235395358	0.9294822371953	4.85283276384723	74.4130469245383	40.5133134180643	7.00350912632112
3.15690151818088	0.937657725479924	7.36813235470409	82.5356553648616	40.5882181089123	7.77651827410801
2.3507593410513	0.891689657649909	4.50020931087391	63.1919728720906	38.2462067972292	7.11176968272716
3.11021811820417	0.920436099240308	4.59236889882267	92.6266239718695	38.5525056058873	9.40351406691117
2.67784359550119	0.887708160400765	5.45638588675428	130.280979252751	38.4070533846237	12.9526276213093
2.40228539240076	0.991962007152634	3.41138242360102	66.2594803235552	41.1258977351835	7.26435725076986
4.49888795671383	1.01977776895028	6.21352250128094	88.706806592703	45.5327575123079	6.75881755254668
3.99468459161656	0.988326552857751	8.74231437231139	84.1576117894361	45.2033572137391	7.06211774328787
2.7837101569125	0.862541124414461	6.88246685810195	69.5216301703774	38.6919711790013	7.14365701260309
2.0995770662792	0.89526261373399	5.48321795707879	56.0618072133341	39.328285447302	6.91204184209438
3.10187993019738	0.929244590205055	5.54650130694812	120.309647804613	39.9845205408791	11.7559183894132
3.78959165907717	0.855313323676431	7.85773591427584	180.830165735247	35.7405570945919	13.9098784964705
3.22221426167929	0.817660023196047	6.50305523080693	144.636828212063	34.7206558006455	13.1706131343517
3.47114924162546	0.887887815784035	7.9015165408286	93.1539228689214	37.095599482683	8.41998859930027
3.51995977074178	1.04280462210323	6.3878175541883	94.9574686325337	45.4791752168897	8.49508215879598
4.0425109842333	0.979054249348111	7.20668768726244	93.223721825215	44.6504431325461	9.57184334606531
3.75936183653068	0.897830957187279	9.28923831691729	83.534468164706	39.8369911192951	7.71742516480015
3.36531433795086	1.0522920440064	6.60829207701035	71.8261207022475	46.8471955199992	5.93868285202224
2.40580550832076	0.907798037596518	5.25785495991617	53.9561309791236	38.7958976293709	5.93413869532219
2.71724987193402	0.864078734417296	5.36841704257815	75.9943607323692	37.8794736819071	7.6710645541184
25.3504465907201	0.957388622919931	15.9645077064997	564.421208693749	42.3582734077844	15.6880676807873
4.12886628229462	0.884189365408985	8.13874445030486	128.137519478675	38.5031840127101	10.5444814216027
4.4933503577067	0.927492938906391	9.57534108977813	85.8167282385193	39.0742774468436	7.87141892222953
4.13750987575804	0.860321365302251	8.80047570480563	88.585758060745	37.1314702207124	7.7499792037198
8.66652379563834	0.890961716344445	9.86022369889771	635.311852200599	39.5522530767581	16.7849030201198
3.34888712559591	0.891698215951628	8.77736434339364	75.3677949806874	39.9415721721162	7.11001640200956
