Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Main_rivers_S3_all_0.008_k10_R	Univariate_LR_coefficients_Main_rivers_S4_all_0.008_k10_R	Univariate_LR_coefficients_Main_rivers_S5_all_0.008_k10_R	Univariate_LR_coefficients_Main_rivers_S5_all_0.008_k10_R	Univariate_LR_coefficients_Main_rivers_S7_all_0.008_k10_R	Univariate_LR_coefficients_Main_rivers_S3_all_0.008_k100_R	Univariate_LR_coefficients_Main_rivers_S4_all_0.008_k100_R	Univariate_LR_coefficients_Main_rivers_S5_all_0.008_k100_R	Univariate_LR_coefficients_Main_rivers_S5_all_0.008_k100_R	Univariate_LR_coefficients_Main_rivers_S7_all_0.008_k100_R	Univariate_LR_coefficients_Main_rivers_S3_all_0.008_k1000_R	Univariate_LR_coefficients_Main_rivers_S4_all_0.008_k1000_R	Univariate_LR_coefficients_Main_rivers_S5_all_0.008_k1000_R	Univariate_LR_coefficients_Main_rivers_S5_all_0.008_k1000_R	Univariate_LR_coefficients_Main_rivers_S7_all_0.008_k1000_R	Univariate_LR_coefficients_Main_rivers_S3_all_0.008_k10000_R	Univariate_LR_coefficients_Main_rivers_S4_all_0.008_k10000_R	Univariate_LR_coefficients_Main_rivers_S5_all_0.008_k10000_R	Univariate_LR_coefficients_Main_rivers_S5_all_0.008_k10000_R	Univariate_LR_coefficients_Main_rivers_S7_all_0.008_k10000_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_Main_rivers_S3_all_0.008_k10_R	Univariate_LR_R2_Main_rivers_S4_all_0.008_k10_R	Univariate_LR_R2_Main_rivers_S5_all_0.008_k10_R	Univariate_LR_R2_Main_rivers_S5_all_0.008_k10_R	Univariate_LR_R2_Main_rivers_S7_all_0.008_k10_R	Univariate_LR_R2_Main_rivers_S3_all_0.008_k100_R	Univariate_LR_R2_Main_rivers_S4_all_0.008_k100_R	Univariate_LR_R2_Main_rivers_S5_all_0.008_k100_R	Univariate_LR_R2_Main_rivers_S5_all_0.008_k100_R	Univariate_LR_R2_Main_rivers_S7_all_0.008_k100_R	Univariate_LR_R2_Main_rivers_S3_all_0.008_k1000_R	Univariate_LR_R2_Main_rivers_S4_all_0.008_k1000_R	Univariate_LR_R2_Main_rivers_S5_all_0.008_k1000_R	Univariate_LR_R2_Main_rivers_S5_all_0.008_k1000_R	Univariate_LR_R2_Main_rivers_S7_all_0.008_k1000_R	Univariate_LR_R2_Main_rivers_S3_all_0.008_k10000_R	Univariate_LR_R2_Main_rivers_S4_all_0.008_k10000_R	Univariate_LR_R2_Main_rivers_S5_all_0.008_k10000_R	Univariate_LR_R2_Main_rivers_S5_all_0.008_k10000_R	Univariate_LR_R2_Main_rivers_S7_all_0.008_k10000_R	Univariate_LR_delta_R2_Main_rivers_S3_all_0.008_k10_R	Univariate_LR_delta_R2_Main_rivers_S4_all_0.008_k10_R	Univariate_LR_delta_R2_Main_rivers_S5_all_0.008_k10_R	Univariate_LR_delta_R2_Main_rivers_S5_all_0.008_k10_R	Univariate_LR_delta_R2_Main_rivers_S7_all_0.008_k10_R	Univariate_LR_delta_R2_Main_rivers_S3_all_0.008_k100_R	Univariate_LR_delta_R2_Main_rivers_S4_all_0.008_k100_R	Univariate_LR_delta_R2_Main_rivers_S5_all_0.008_k100_R	Univariate_LR_delta_R2_Main_rivers_S5_all_0.008_k100_R	Univariate_LR_delta_R2_Main_rivers_S7_all_0.008_k100_R	Univariate_LR_delta_R2_Main_rivers_S3_all_0.008_k1000_R	Univariate_LR_delta_R2_Main_rivers_S4_all_0.008_k1000_R	Univariate_LR_delta_R2_Main_rivers_S5_all_0.008_k1000_R	Univariate_LR_delta_R2_Main_rivers_S5_all_0.008_k1000_R	Univariate_LR_delta_R2_Main_rivers_S7_all_0.008_k1000_R	Univariate_LR_delta_R2_Main_rivers_S3_all_0.008_k10000_R	Univariate_LR_delta_R2_Main_rivers_S4_all_0.008_k10000_R	Univariate_LR_delta_R2_Main_rivers_S5_all_0.008_k10000_R	Univariate_LR_delta_R2_Main_rivers_S5_all_0.008_k10000_R	Univariate_LR_delta_R2_Main_rivers_S7_all_0.008_k10000_R
0.1177783576565	0.111284926454961	0.114560762505799	0.116247527924998	0.116247527924998	0.116579298663844	0.0776636624341547	0.0920466478348933	0.1011028264381	0.1011028264381	0.104192730165907	0.018564822219332	0.0226086777839246	0.0265606482418351	0.0265606482418351	0.0230846096341685	0.00178240471900427	0.00191924613487266	0.00229776857999558	0.00229776857999558	0.000772400852860675	0.0756273081388486	0.0754185490264263	0.0747955022665008	0.0755077669883769	0.0755077669883769	0.0749774354032524	0.0666598755512491	0.0670423558274384	0.0724136657985659	0.0724136657985659	0.0679609087391104	0.0386533447056727	0.0315767411031036	0.0367383133395663	0.0367383133395663	0.0171616321935055	0.0247670500516037	0.015018176494047	0.0185031642651098	0.0185031642651098	0.00127835349434686	-0.000208759112422297	-0.000831805872347754	-0.000119541150471664	-0.000119541150471664	-0.000649872735596121	-0.00896743258759944	-0.00858495231141015	-0.00321364234028269	-0.00321364234028269	-0.00766639939973815	-0.0369739634331759	-0.0440505670357449	-0.0388889947992823	-0.0388889947992823	-0.058465675945343	-0.0508602580872449	-0.0606091316448016	-0.0571241438737388	-0.0571241438737388	-0.0743489546445017
0.118692752438951	0.112757581334941	0.115129766164568	0.117098771533413	0.117098771533413	0.117342727439173	0.0758697969655308	0.090538465231475	0.10128976522271	0.10128976522271	0.103500655799617	0.0162674902308493	0.0209302800130953	0.0256498264458502	0.0256498264458502	0.0207428318192015	0.00150059554219364	0.00177136928052706	0.00220098366892114	0.00220098366892114	0.00065594009406573	0.0720114506943834	0.0720451066261163	0.0708905325771124	0.0718940464033566	0.0718940464033566	0.0713057739897999	0.0588757186050098	0.0609963583150118	0.0687473179803068	0.0687473179803068	0.0637380006962314	0.0277772972630885	0.0266650431886984	0.0340194933403631	0.0340194933403631	0.0144646815489401	0.0166249421473737	0.0128760841002956	0.0171724315284883	0.0171724315284883	0.000992077845151733	3.36559317328511e-05	-0.001120918117271	-0.000117404291026871	-0.000117404291026871	-0.000705676704583505	-0.0131357320893737	-0.0110150923793716	-0.00326413271407668	-0.00326413271407668	-0.00827344999815204	-0.044234153431295	-0.045346407505685	-0.0379919573540204	-0.0379919573540204	-0.0575467691454433	-0.0553865085470097	-0.0591353665940879	-0.0548390191658952	-0.0548390191658952	-0.0710193728492317
0.106672878472832	0.10085727222307	0.103339363368199	0.104993531624136	0.104993531624136	0.105310371205798	0.0681632126574581	0.0794958253335373	0.0894462529712036	0.0894462529712036	0.0921148654118009	0.0141456145596196	0.0156469334683969	0.0228672789449578	0.0228672789449578	0.0202141766329192	0.00127946849129563	0.00128612667192329	0.00199545572997736	0.00199545572997736	0.000807305501462621	0.073527369703419	0.0736325961950985	0.0724653927603444	0.0731950703202892	0.0731950703202892	0.0727522170447785	0.0630650742667201	0.0630909172448333	0.0686072981203582	0.0686072981203582	0.064848506212309	0.0311262968419375	0.0251515612619041	0.0335202325768447	0.0335202325768447	0.0168908667227053	0.0186117296652456	0.0122808988193528	0.0168700524823889	0.0168700524823889	0.00173698637199938	0.000105226491679544	-0.00106197694307461	-0.000332299383129758	-0.000332299383129758	-0.000775152658640477	-0.0104622954366989	-0.0104364524585856	-0.00492007158306082	-0.00492007158306082	-0.00867886349111001	-0.0424010728614815	-0.0483758084415149	-0.0400071371265743	-0.0400071371265743	-0.0566365029807137	-0.0549156400381734	-0.0612464708840662	-0.0566573172210301	-0.0566573172210301	-0.0717903833314196
0.125802182193067	0.120793282974167	0.122289482778439	0.123895876661808	0.123895876661808	0.124364190975663	0.0849592296564155	0.0975212411144796	0.105765627662472	0.105765627662472	0.109661258013467	0.0178758310841237	0.0214159443017281	0.0256140058345445	0.0256140058345445	0.0218627922636873	0.00160309083974226	0.00179288185307052	0.00213389882578369	0.00213389882578369	0.000694991256597566	0.0795539960375236	0.081203974021753	0.0785075738963888	0.0792051957587959	0.0792051957587959	0.0787663293060675	0.0725898815809899	0.0703313339600409	0.0741804177195236	0.0741804177195236	0.0704029367331598	0.0356015935097074	0.0311156873914638	0.0338653616495265	0.0338653616495265	0.0159274685009348	0.0206580582607542	0.0153878515546888	0.0160680565461945	0.0160680565461945	0.00110759102152131	0.00164997798422944	-0.00104642214113479	-0.00034880027872769	-0.00034880027872769	-0.000787666731456069	-0.00696411445653364	-0.00922266207748269	-0.00537357831799991	-0.00537357831799991	-0.00915105930436376	-0.0439524025278161	-0.0484383086460598	-0.045688634387997	-0.045688634387997	-0.0636265275365887	-0.0588959377767693	-0.0641661444828348	-0.0634859394913291	-0.0634859394913291	-0.0784464050160023
0.13487450910546	0.128648305181259	0.131367242738478	0.132687784258045	0.132687784258045	0.133374042289051	0.0912244089949306	0.105561238499946	0.112164900959125	0.112164900959125	0.117948195806527	0.0179200532144178	0.0211418106206094	0.0247454915316094	0.0247454915316094	0.0235499474196821	0.0014574187478669	0.0015269623432508	0.001797744641103	0.001797744641103	0.000645711582234379	0.100578921152079	0.102521640793437	0.100761092535312	0.0997339051266529	0.0997339051266529	0.0995725038554303	0.0948636098641537	0.092495587863578	0.090243257229255	0.090243257229255	0.0889072974132874	0.0374468599200554	0.0311339019256654	0.0330033620420711	0.0330033620420711	0.0194510832572498	0.0178820841040536	0.0113796725036076	0.011910499469179	0.011910499469179	0.000999320019974947	0.00194271964135775	0.000182171383233204	-0.000845016025425985	-0.000845016025425985	-0.00100641729664853	-0.00571531128792518	-0.00808333328850082	-0.0103356639228239	-0.0103356639228239	-0.0116716237387915	-0.0631320612320234	-0.0694450192264134	-0.0675755591100078	-0.0675755591100078	-0.0811278378948291	-0.0826968370480252	-0.0891992486484712	-0.0886684216828998	-0.0886684216828998	-0.0995796011321039
0.109597611472254	0.103675116274094	0.106031997569508	0.107881462887481	0.107881462887481	0.108612583069428	0.071419313882571	0.0843459106286281	0.0917889983158208	0.0917889983158208	0.0979824882205072	0.0158758815357377	0.0197071692261341	0.0223684166364043	0.0223684166364043	0.0227265957545492	0.00153119294499959	0.00171420301645262	0.00186750791077446	0.00186750791077446	0.000944083635293137	0.0760086415635223	0.0747909690948445	0.0745007055264423	0.0756151606474687	0.0756151606474687	0.075517343952885	0.062552380179386	0.0654911855580239	0.0704235054046481	0.0704235054046481	0.0696699707531188	0.033281997705086	0.0303847274436182	0.0319971503409107	0.0319971503409107	0.0197400276339041	0.0220049396774646	0.0156407218989064	0.0150572438666981	0.0150572438666981	0.00230734673410837	-0.00121767246867778	-0.00150793603708002	-0.000393480916053568	-0.000393480916053568	-0.000491297610637223	-0.0134562613841363	-0.0105174560054983	-0.0055851361588742	-0.0055851361588742	-0.0063386708104035	-0.0427266438584362	-0.0456239141199041	-0.0440114912226116	-0.0440114912226116	-0.0562686139296182	-0.0540037018860576	-0.0603679196646159	-0.0609513976968242	-0.0609513976968242	-0.0737012948294139
0.107831761892871	0.102536566403837	0.104238951723306	0.105727308954227	0.105727308954227	0.106466832429276	0.0717946375466818	0.0817439101043564	0.0877578584576773	0.0877578584576773	0.0934447688774828	0.0182203555918963	0.0188932538703898	0.0217122649568061	0.0217122649568061	0.0218543925017531	0.00182192667083034	0.00165947478619913	0.00190413839884801	0.00190413839884801	0.00101570293687168	0.0776747939445467	0.078353168132143	0.0762440356947764	0.0769723178806023	0.0769723178806023	0.0769031363189433	0.0720935809995934	0.067425482044566	0.0699589069656367	0.0699589069656367	0.0691597899460095	0.0483327393111165	0.0312248761420775	0.0323235672305484	0.0323235672305484	0.020063505166482	0.0334574226946632	0.0161473643736803	0.0160026676482354	0.0160026676482354	0.00273980732510099	0.000678374187596281	-0.00143075824977032	-0.000702476063944441	-0.000702476063944441	-0.000771657625603397	-0.00558121294495337	-0.0102493118999807	-0.00771588697891	-0.00771588697891	-0.0085150039985372	-0.0293420546334303	-0.0464499178024692	-0.0453512267139983	-0.0453512267139983	-0.0576112887780647	-0.0442173712498835	-0.0615274295708664	-0.0616721262963113	-0.0616721262963113	-0.0749349866194457
0.11788204495234	0.11220314517325	0.114168246192861	0.116122641994818	0.116122641994818	0.116867266310584	0.0809059803376573	0.0897846734103904	0.099606026613581	0.099606026613581	0.105901395228085	0.0180001652587619	0.021835825747811	0.0258964702057652	0.0258964702057652	0.0257206646416351	0.00163541100083211	0.00194569252843735	0.002302282321505	0.002302282321505	0.00119160554184945	0.0654378730797395	0.0662037462390464	0.0641797446451009	0.0652437851677839	0.0652437851677839	0.0650732542287378	0.0624028842984145	0.05581114010656	0.062013494251965	0.062013494251965	0.0605964904247512	0.0308036723528704	0.0265628192242352	0.0318511432347488	0.0318511432347488	0.0186741433591884	0.0176302377768583	0.0138955131704689	0.0168146698947154	0.0168146698947154	0.00269830680577316	0.000765873159306971	-0.00125812843463856	-0.000194087911955521	-0.000194087911955521	-0.000364618851001655	-0.00303498878132494	-0.00962673297317948	-0.00342437882777448	-0.00342437882777448	-0.00484138265498824	-0.0346342007268691	-0.0388750538555042	-0.0335867298449907	-0.0335867298449907	-0.046763729720551	-0.0478076353028812	-0.0515423599092705	-0.0486232031850241	-0.0486232031850241	-0.0627395662739663
0.111609912221519	0.106555919970697	0.108484681216389	0.109836023566938	0.109836023566938	0.110527472358882	0.0758467779160003	0.0866534223498988	0.0932734002537522	0.0932734002537522	0.0991417288243778	0.0167018438348977	0.0202488236899068	0.0224910785331627	0.0224910785331627	0.0225293923542282	0.00155196619493895	0.00179908658026789	0.00183735201209711	0.00183735201209711	0.000834841077761555	0.0847419859296077	0.0857751444291781	0.0839852070475503	0.0842280416456589	0.0842280416456589	0.0840890960830258	0.0781119029192482	0.0748854959611501	0.077856167971782	0.077856167971782	0.0767520132573683	0.0398917595626405	0.0356251243222926	0.0340351955672755	0.0340351955672755	0.0204528298718159	0.0245736350022512	0.0194263562584489	0.015248068538877	0.015248068538877	0.00187377617139677	0.00103315849957042	-0.000756778882057413	-0.000513944283948783	-0.000513944283948783	-0.000652889846581906	-0.0066300830103595	-0.00985648996845757	-0.00688581795782567	-0.00688581795782567	-0.00798997267223939	-0.0448502263669672	-0.0491168616073151	-0.0507067903623322	-0.0507067903623322	-0.0642891560577919	-0.0601683509273565	-0.0653156296711588	-0.0694939173907307	-0.0694939173907307	-0.082868209758211
0.120650329115555	0.113563877598098	0.117316577297134	0.118790310197488	0.118790310197488	0.119251439923733	0.0756299782937044	0.0927033329539371	0.101551485853792	0.101551485853792	0.105441318920964	0.0161932432137155	0.0217295363447006	0.026536359227792	0.026536359227792	0.024613646633106	0.0015088874885154	0.00194306182079528	0.00235218937485848	0.00235218937485848	0.00110102845384276	0.0856835023557036	0.0846408809090341	0.0847387259184634	0.0853472088984023	0.0853472088984023	0.084922334615516	0.0680673326561431	0.0744064540749282	0.0804673088534154	0.0804673088534154	0.0768634231804986	0.0347779308774214	0.036001173272595	0.0406398839343604	0.0406398839343604	0.0220876002087816	0.0218680440625764	0.0198431417124229	0.0209873569643041	0.0209873569643041	0.00284220157512385	-0.0010426214466695	-0.00094477643724028	-0.000336293457301365	-0.000336293457301365	-0.000761167740187627	-0.0176161696995605	-0.0112770482807754	-0.00521619350228826	-0.00521619350228826	-0.00882007917520504	-0.0509055714782823	-0.0496823290831086	-0.0450436184213432	-0.0450436184213432	-0.063595902146922	-0.0638154582931272	-0.0658403606432807	-0.0646961453913995	-0.0646961453913995	-0.0828413007805798
