Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Main_rivers_S3_all_0.008_k10_R	Univariate_LR_coefficients_Main_rivers_S4_all_0.008_k10_R	Univariate_LR_coefficients_Main_rivers_S5_all_0.008_k10_R	Univariate_LR_coefficients_Main_rivers_S3_all_0.008_k100_R	Univariate_LR_coefficients_Main_rivers_S4_all_0.008_k100_R	Univariate_LR_coefficients_Main_rivers_S5_all_0.008_k100_R	Univariate_LR_coefficients_Main_rivers_S3_all_0.008_k1000_R	Univariate_LR_coefficients_Main_rivers_S4_all_0.008_k1000_R	Univariate_LR_coefficients_Main_rivers_S5_all_0.008_k1000_R	Univariate_LR_coefficients_Main_rivers_S3_all_0.008_k10000_R	Univariate_LR_coefficients_Main_rivers_S4_all_0.008_k10000_R	Univariate_LR_coefficients_Main_rivers_S5_all_0.008_k10000_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_Main_rivers_S3_all_0.008_k10_R	Univariate_LR_R2_Main_rivers_S4_all_0.008_k10_R	Univariate_LR_R2_Main_rivers_S5_all_0.008_k10_R	Univariate_LR_R2_Main_rivers_S3_all_0.008_k100_R	Univariate_LR_R2_Main_rivers_S4_all_0.008_k100_R	Univariate_LR_R2_Main_rivers_S5_all_0.008_k100_R	Univariate_LR_R2_Main_rivers_S3_all_0.008_k1000_R	Univariate_LR_R2_Main_rivers_S4_all_0.008_k1000_R	Univariate_LR_R2_Main_rivers_S5_all_0.008_k1000_R	Univariate_LR_R2_Main_rivers_S3_all_0.008_k10000_R	Univariate_LR_R2_Main_rivers_S4_all_0.008_k10000_R	Univariate_LR_R2_Main_rivers_S5_all_0.008_k10000_R	Univariate_LR_delta_R2_Main_rivers_S3_all_0.008_k10_R	Univariate_LR_delta_R2_Main_rivers_S4_all_0.008_k10_R	Univariate_LR_delta_R2_Main_rivers_S5_all_0.008_k10_R	Univariate_LR_delta_R2_Main_rivers_S3_all_0.008_k100_R	Univariate_LR_delta_R2_Main_rivers_S4_all_0.008_k100_R	Univariate_LR_delta_R2_Main_rivers_S5_all_0.008_k100_R	Univariate_LR_delta_R2_Main_rivers_S3_all_0.008_k1000_R	Univariate_LR_delta_R2_Main_rivers_S4_all_0.008_k1000_R	Univariate_LR_delta_R2_Main_rivers_S5_all_0.008_k1000_R	Univariate_LR_delta_R2_Main_rivers_S3_all_0.008_k10000_R	Univariate_LR_delta_R2_Main_rivers_S4_all_0.008_k10000_R	Univariate_LR_delta_R2_Main_rivers_S5_all_0.008_k10000_R
0.102341963599195	0.0948000202666569	0.0989187126495494	0.100189277782383	0.0635783456893766	0.0756487272898705	0.0825296191876373	0.0164664794885364	0.0197877644362949	0.0222840626935331	0.00176381270191114	0.00202287527401479	0.00231932261142568	0.0894310178021689	0.0855641209422594	0.0881470474731019	0.0891934725509831	0.0702215942604614	0.0775734632576849	0.0856650883143078	0.0515470147101289	0.0492509078306659	0.0560536812597378	0.0419851507097416	0.0344132072901859	0.0401002814884238	-0.00386689685990951	-0.00128397032906699	-0.000237545251185828	-0.0192094235417075	-0.011857554544484	-0.00376592948786109	-0.03788400309204	-0.040180109971503	-0.0333773365424311	-0.0474458670924273	-0.055017810511983	-0.0493307363137451
0.0988427174347759	0.0931986051324377	0.0959263482154449	0.0969148631951129	0.0646758453737751	0.0747037934666788	0.0803967858580356	0.0159741671257586	0.0195832865358614	0.0218431250112901	0.00168516407866192	0.0020495725375417	0.00231443414311063	0.0711533374678919	0.0697867064099262	0.0707957752473196	0.0713480750828254	0.060135213650276	0.0652875310653766	0.0709027315595478	0.0432328461575959	0.0449270532814007	0.0510927529315124	0.0349779803565189	0.0337286527629723	0.0391388115011395	-0.00136663105796568	-0.000357562220572316	0.00019473761493348	-0.0110181238176159	-0.00586580640251527	-0.000250605908344109	-0.027920491310296	-0.0262262841864913	-0.0200605845363795	-0.036175357111373	-0.0374246847049196	-0.0320145259667524
0.0811463195726417	0.0768512672832084	0.0789979673035739	0.0797222474055862	0.0558783652090298	0.0629279778214878	0.0673210149930218	0.0133025209288711	0.0161282014735416	0.0194002015586515	0.00135082594355413	0.00164159836960194	0.00207724906209466	0.0630701929338889	0.0623239653219751	0.0628337918125758	0.063269080357482	0.0576443775121793	0.0589514893598238	0.063334388429062	0.0388083553972618	0.0389244434411169	0.046801269237085	0.0298565944939444	0.0282543047530749	0.0355805926889624	-0.000746227611913806	-0.000236401121313096	0.000198887423593072	-0.00542581542170958	-0.0041187035740651	0.00026419549517305	-0.0242618375366271	-0.024145749492772	-0.016268923696804	-0.0332135984399445	-0.034815888180814	-0.0274896002449265
0.0977513470970008	0.0927087481010136	0.0947515105023307	0.0957843117337073	0.0642673736455183	0.0730912215258237	0.0792278159354194	0.0150682011804559	0.0178031358076334	0.0211298851856973	0.0015622873577255	0.00179110241279648	0.00218775940316891	0.0788868831670368	0.0776195165920004	0.0781436943260703	0.0788433773708352	0.0659393401894645	0.0704247463752266	0.0767003435588837	0.044146498448975	0.044278600735528	0.0510865645319736	0.0352668968228202	0.0319048658154365	0.0370040931957506	-0.00126736657503637	-0.00074318884096651	-4.35057962015484e-05	-0.0129475429775723	-0.00846213679181017	-0.00218653960815304	-0.0347403847180618	-0.0346082824315088	-0.0278003186350632	-0.0436199863442166	-0.0469820173516002	-0.0418827899712861
0.08260052641753	0.0789573225748458	0.0810991638084663	0.0809799446998937	0.06055019330229	0.066839159564089	0.0670826943278905	0.0159333257763216	0.0183461507639766	0.0178161459781942	0.00163995532150332	0.00193739143127182	0.00183980600231284	0.0604440442028928	0.0615322255859619	0.0617838508668238	0.0604657359750142	0.0661955934373168	0.0638136033252835	0.059024060183967	0.0506391233164978	0.046783436635073	0.0394060583065649	0.0387984960572167	0.036011964888569	0.0285745565922964	0.0010881813830691	0.00133980666393105	2.16917721214335e-05	0.00575154923442403	0.00336955912239074	-0.00141998401892573	-0.00980492088639492	-0.0136606075678198	-0.0210379858963278	-0.021645548145676	-0.0244320793143237	-0.0318694876105963
0.0821348092502609	0.077848732088152	0.0802044205915052	0.0807667293172804	0.0574520057105261	0.0645847886240487	0.0686686667851776	0.0160798273877318	0.0179796890520205	0.0198764212284156	0.00174129677206093	0.00188297694503542	0.00211812980527205	0.0610656122944956	0.0602103132439815	0.0610578124600512	0.0613172134075623	0.0583274655536153	0.0582306648866942	0.0618376144375101	0.0515723000518708	0.042632098184885	0.0459909968986063	0.043805741300727	0.0318141316857282	0.0348370949821171	-0.000855299050514062	-7.79983444436361e-06	0.000251601113066748	-0.00273814674088025	-0.00283494740780142	0.00077200214301449	-0.00949331224262475	-0.0184335141096106	-0.0150746153958893	-0.0172598709937686	-0.0292514806087674	-0.0262285173123785
0.0836841864107622	0.0797855670647015	0.0818444437776725	0.082052529437774	0.0591184192030545	0.0671291807774505	0.068663697065539	0.0163437119603866	0.0199429038851176	0.0196731196623934	0.00174873315685906	0.00216381521053253	0.00207311804140747	0.069834547518219	0.0693025610001937	0.0698488853547039	0.0696648354685482	0.0663838871555795	0.0680554792687257	0.067307611803158	0.055561020452298	0.0534213695953356	0.0451002509938771	0.0463450765887101	0.0418435525865873	0.0319566720884268	-0.000531986518025301	1.43378364848429e-05	-0.000169712049670839	-0.00345066036263958	-0.00177906824949337	-0.00252693571506105	-0.0142735270659211	-0.0164131779228834	-0.024734296524342	-0.0234894709295089	-0.0279909949316317	-0.0378778754297922
0.101917202903838	0.0953448903725017	0.0990137179753258	0.0998762807588725	0.067480247401915	0.0772679748164057	0.0830973695884237	0.0168021896532996	0.0206440883636327	0.0232430048315965	0.00173721756253534	0.00212596909142154	0.00244861822400823	0.0724096590001813	0.069972084682545	0.0716576278762791	0.072290096892462	0.0625898255301581	0.0648356836581082	0.0701262547613896	0.0421095864939413	0.0420508370677878	0.0475316302375371	0.032138177650552	0.0295435387235553	0.0344172998179175	-0.00243757431763628	-0.000752031123902125	-0.000119562107719309	-0.00981983347002319	-0.00757397534207303	-0.00228340423879168	-0.03030007250624	-0.0303588219323935	-0.0248780287626442	-0.0402714813496293	-0.0428661202766259	-0.0379923591822637
0.0748961127459672	0.0713668320445002	0.0734226415067395	0.0736832818819398	0.0535650254597358	0.0605023938013041	0.0628553769005018	0.014374276313733	0.0173699727949173	0.0183255747795751	0.00154013539001534	0.00186277718585048	0.00195199065718027	0.0534347743367386	0.0530688974064397	0.0537202955891664	0.0536721464682182	0.0527279199969793	0.0535120309307258	0.0542318577503796	0.0439494820045642	0.0433813055915729	0.0404385497193238	0.0374654679032211	0.0349249789900846	0.0305396048090759	-0.000365876930298922	0.00028552125242777	0.000237372131479632	-0.000706854339759325	7.72565939871767e-05	0.000797083413640966	-0.00948529233217438	-0.0100534687451657	-0.0129962246174148	-0.0159693064335175	-0.018509795346654	-0.0228951695276628
0.079471869258395	0.0746822263867043	0.078242387954734	0.0781692871243818	0.055328287700452	0.0648012988355021	0.0667368179056158	0.0162343569638374	0.0191581545759154	0.0202200375159282	0.00174484912126867	0.00209758642842426	0.00222572744722249	0.0588044455653643	0.057490577718406	0.059993758087642	0.0591298158771576	0.0557328597101091	0.0603988006250149	0.0603879096754926	0.0534938861060118	0.0506828533513813	0.0483097723924499	0.0447831346363207	0.041610642407735	0.0383549976704542	-0.00131386784695822	0.00118931252227775	0.000325370311793353	-0.00307158585525516	0.00159435505965064	0.0015834641101283	-0.00531055945935245	-0.00812159221398295	-0.0104946731729144	-0.0140213109290436	-0.0171938031576293	-0.0204494478949101
