LASV_L_align_3_all_2
1.94117647058824
1.63157894736842
1.77777777777778
0.612903225806452
2.33333333333333
2.57142857142857
1
0.265822784810127
2.57142857142857
4.26315789473684
4
1.38095238095238
NA
NA
NA
NA
NA
NA
NA
NA
