Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Main_rivers_S3_all_0.008_k10_R	Univariate_LR_coefficients_Main_rivers_S4_all_0.008_k10_R	Univariate_LR_coefficients_Main_rivers_S5_all_0.008_k10_R	Univariate_LR_coefficients_Main_rivers_S3_all_0.008_k100_R	Univariate_LR_coefficients_Main_rivers_S4_all_0.008_k100_R	Univariate_LR_coefficients_Main_rivers_S5_all_0.008_k100_R	Univariate_LR_coefficients_Main_rivers_S3_all_0.008_k1000_R	Univariate_LR_coefficients_Main_rivers_S4_all_0.008_k1000_R	Univariate_LR_coefficients_Main_rivers_S5_all_0.008_k1000_R	Univariate_LR_coefficients_Main_rivers_S3_all_0.008_k10000_R	Univariate_LR_coefficients_Main_rivers_S4_all_0.008_k10000_R	Univariate_LR_coefficients_Main_rivers_S5_all_0.008_k10000_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_Main_rivers_S3_all_0.008_k10_R	Univariate_LR_R2_Main_rivers_S4_all_0.008_k10_R	Univariate_LR_R2_Main_rivers_S5_all_0.008_k10_R	Univariate_LR_R2_Main_rivers_S3_all_0.008_k100_R	Univariate_LR_R2_Main_rivers_S4_all_0.008_k100_R	Univariate_LR_R2_Main_rivers_S5_all_0.008_k100_R	Univariate_LR_R2_Main_rivers_S3_all_0.008_k1000_R	Univariate_LR_R2_Main_rivers_S4_all_0.008_k1000_R	Univariate_LR_R2_Main_rivers_S5_all_0.008_k1000_R	Univariate_LR_R2_Main_rivers_S3_all_0.008_k10000_R	Univariate_LR_R2_Main_rivers_S4_all_0.008_k10000_R	Univariate_LR_R2_Main_rivers_S5_all_0.008_k10000_R	Univariate_LR_delta_R2_Main_rivers_S3_all_0.008_k10_R	Univariate_LR_delta_R2_Main_rivers_S4_all_0.008_k10_R	Univariate_LR_delta_R2_Main_rivers_S5_all_0.008_k10_R	Univariate_LR_delta_R2_Main_rivers_S3_all_0.008_k100_R	Univariate_LR_delta_R2_Main_rivers_S4_all_0.008_k100_R	Univariate_LR_delta_R2_Main_rivers_S5_all_0.008_k100_R	Univariate_LR_delta_R2_Main_rivers_S3_all_0.008_k1000_R	Univariate_LR_delta_R2_Main_rivers_S4_all_0.008_k1000_R	Univariate_LR_delta_R2_Main_rivers_S5_all_0.008_k1000_R	Univariate_LR_delta_R2_Main_rivers_S3_all_0.008_k10000_R	Univariate_LR_delta_R2_Main_rivers_S4_all_0.008_k10000_R	Univariate_LR_delta_R2_Main_rivers_S5_all_0.008_k10000_R
0.181916910472395	0.171050714096613	0.174212706246211	0.178183964510998	0.111930755336307	0.128495693599466	0.145403651034555	0.0153765611273423	0.0205090447640705	0.0392346069972095	0.00113537275903695	0.00154746608420995	0.00368811181240964	0.159217867409396	0.155337188660406	0.155785352478336	0.158292176331706	0.11665307289482	0.135554100912371	0.146191073237461	0.0321494940666687	0.0428645079469003	0.0825633411026812	0.013789962660564	0.0183289756520775	0.0482910097835498	-0.00388067874898934	-0.00343251493105931	-0.000925691077690305	-0.0425647945145757	-0.0236637664970248	-0.0130267941719353	-0.127068373342727	-0.116353359462495	-0.0766545263067146	-0.145427904748832	-0.140888891757318	-0.110926857625846
0.160960043658307	0.155050127538157	0.155871328288167	0.157572106323155	0.120301641467166	0.123073015855515	0.135828866593854	0.0364539171782913	0.0358288550644375	0.049275212486497	0.0039889252469859	0.00371916838903882	0.00577759266781874	0.1562376395678	0.161039734829582	0.156406166242196	0.155925008645012	0.16437345335306	0.143066688182446	0.155503373415788	0.115883956272328	0.0944198641103988	0.134445176387067	0.0844065805599819	0.0642974006404339	0.107665519403861	0.00480209526178227	0.000168526674395791	-0.000312630922787771	0.00813581378526029	-0.0131709513853536	-0.000734266152011498	-0.040353683295472	-0.0618177754574012	-0.0217924631807328	-0.0718310590078181	-0.0919402389273661	-0.0485721201639394
0.0970835195536822	0.0904787408791958	0.0932841045241049	0.0957016750946548	0.0553921556065642	0.0651996166364289	0.0842216723954937	0.00462005905203134	0.00804691939765265	0.0241535262141199	4.18252741060696e-05	1.83975764764007e-05	0.000281905136941828	0.0396398440329938	0.0376122605959023	0.0383215686765677	0.0390563368644649	0.0255911543601798	0.0266171267798348	0.034209061467145	0.0020691543015977	0.00303582851436297	0.00934540456482392	1.14458489167207e-05	1.02856393880839e-06	5.47730791414411e-05	-0.00202758343709147	-0.00131827535642609	-0.000583507168528896	-0.014048689672814	-0.013022717253159	-0.00543078256584886	-0.0375706897313961	-0.0366040155186308	-0.0302944394681699	-0.0396283981840771	-0.039638815469055	-0.0395850709538524
0.0478369063233954	0.045459813518116	0.0458283125122287	0.0461387490704773	0.0336927056088646	0.0349598191032043	0.0357888112863146	0.00776161196621147	0.00596903246238392	0.0064516837979511	0.000611204574001479	0.000309051874346119	0.000198166106441554	0.0122878098492512	0.0120112675648507	0.0117991577224354	0.011888002135812	0.0101736199131551	0.00940416162824204	0.00950037114767391	0.00401353475992756	0.00209920664320907	0.00186611576918681	0.00149785085958658	0.000367809561169311	0.000102217639977675	-0.000276542284400482	-0.000488652126815845	-0.000399807713439221	-0.00211418993609614	-0.00288364822100917	-0.0027874387015773	-0.00827427508932364	-0.0101886032060421	-0.0104216940800644	-0.0107899589896646	-0.0119200002880819	-0.0121855922092735
0.0542497498877673	0.0513018633765566	0.0521130329281242	0.0523578822977028	0.0403579783292423	0.0373864567386341	0.0382924242523619	0.00773292447963477	0.00496483837245653	0.00500049790482651	0.000475756637607113	0.00026897570163356	0.000269239567298527	0.0193076892182233	0.0191953259644769	0.0187205774621318	0.0188027326302999	0.0188660181605932	0.0141835850613779	0.0145643348885711	0.00692354380176861	0.00268690328206595	0.00271103947233397	0.00183737318478928	0.000580792451839144	0.000581622686278816	-0.00011236325374632	-0.000587111756091416	-0.000504956587923357	-0.000441671057630082	-0.00512410415684532	-0.00474335432965216	-0.0123841454164546	-0.0166207859361573	-0.0165966497458893	-0.017470316033434	-0.0187268967663841	-0.0187260665319444
0.0976308515379024	0.0941931627489572	0.0949731802638129	0.0955482293470846	0.0757867237388967	0.0752264128319565	0.0792167847477442	0.0168888232166752	0.0177143863757681	0.0215769753109223	0.00126003445493882	0.00136694278493321	0.00187455390232578	0.0450496905943163	0.0452304991386288	0.0443886326750253	0.0444294860191864	0.0441215453780267	0.0376583122827526	0.0392188238165553	0.0159127926853779	0.0139204812656073	0.0171393521164934	0.00556430607047011	0.00495759047921649	0.00709868311957286	0.00018080854431253	-0.000661057919291039	-0.000620204575129887	-0.000928145216289547	-0.00739137831156372	-0.00583086677776098	-0.0291368979089384	-0.031129209328709	-0.0279103384778229	-0.0394853845238462	-0.0400921001150998	-0.0379510074747434
0.0868564188807937	0.0826077523367403	0.0845445882362011	0.0851408421468371	0.0639245351729898	0.0707362134091562	0.0729100133798309	0.0185674728995124	0.0213214124610554	0.0220970703155376	0.00216235867668629	0.00245104792586667	0.00236619117355024	0.0456274854945756	0.0449287744126552	0.0456674390965123	0.0459774365292144	0.0434229236940375	0.0474934606247426	0.0467288727249093	0.0365690980727802	0.0431776347706981	0.0375645347505826	0.0329869030387469	0.0388401794820485	0.029120999450557	-0.00069871108192044	3.9953601936725e-05	0.000349951034638814	-0.00220456180053814	0.001865975130167	0.00110138723033373	-0.00905838742179543	-0.00244985072387754	-0.00806295074399296	-0.0126405824558287	-0.00678730601252708	-0.0165064860440186
0.0851246377837393	0.0814328435669697	0.0821460960615652	0.0822570272012193	0.0569817759080049	0.0593738089657425	0.0603548832943963	0.00524345522924437	0.00663779051571002	0.00891980314899389	0.000153538785717244	0.000358947226774508	0.00036652340354102	0.0315583144566167	0.0320218883297778	0.0311538228709117	0.0304439359454274	0.0271124311881337	0.0250076258477159	0.0220613540545761	0.00195866555129887	0.00254234816259378	0.00348954416860577	7.54657847502307e-05	0.000344372925546127	0.000354514015636866	0.000463573873161066	-0.000404491585705064	-0.00111437851118939	-0.00444588326848304	-0.00655068860890085	-0.00949696040204066	-0.0295996489053179	-0.029015966294023	-0.028068770288011	-0.0314828486718665	-0.0312139415310706	-0.0312038004409799
0.109264700012953	0.102276551201543	0.10440798167082	0.107006168734997	0.0696605318679492	0.083067939577313	0.089869167431722	0.0148299072858662	0.024405064344323	0.0264696657231119	0.00119650304833582	0.00231310828919286	0.00255070645464739	0.0683932660986209	0.066033574713111	0.0662239377929673	0.067632494820407	0.0513401186057902	0.0598726991224524	0.0617245458552677	0.0219769369367637	0.0307499814551288	0.0319261879072889	0.00958140498316144	0.0155758026046866	0.0163075788915599	-0.00235969138550988	-0.0021693283056536	-0.000760771278213918	-0.0170531474928307	-0.00852056697616853	-0.0066687202433532	-0.0464163291618572	-0.037643284643492	-0.036467078191332	-0.0588118611154594	-0.0528174634939343	-0.052085687207061
0.0583211084453243	0.0553906282808168	0.0567486406044002	0.0571407513695668	0.0423441671097826	0.0460081137437129	0.048488135704158	0.0116953270402052	0.0120900387797792	0.0141753690121741	0.00120040054318641	0.00120476707614297	0.00143058954842248	0.0181900185631845	0.0182948652666366	0.0180099740919759	0.018124571318475	0.0166116346497018	0.016865927016351	0.0175676181190077	0.0103196000562376	0.0103901291615857	0.0109381820434827	0.00716343555529386	0.00699304975088806	0.00695965654804983	0.000104846703452063	-0.000180044471208635	-6.54472447095787e-05	-0.00157838391348277	-0.00132409154683357	-0.000622400444176847	-0.00787041850694696	-0.00779988940159884	-0.00725183651970178	-0.0110265830078907	-0.0111969688122965	-0.0112303620151347
