Main_rivers_S3_k10,Main_rivers_S3_k100,Main_rivers_S3_k1000,Main_rivers_S3_k10000,Main_rivers_S4_k10,Main_rivers_S4_k100,Main_rivers_S4_k1000,Main_rivers_S4_k10000,Main_rivers_S5_k10,Main_rivers_S5_k100,Main_rivers_S5_k1000,Main_rivers_S5_k10000,Main_rivers_S6_k10,Main_rivers_S6_k100,Main_rivers_S6_k1000,Main_rivers_S6_k10000,Main_rivers_S7_k10,Main_rivers_S7_k100,Main_rivers_S7_k1000,Main_rivers_S7_k10000
16876.7889501892,22908.8906807417,48222.5334599011,151838.421540984,16210.676251817,19355.6863530847,38879.621053781,113920.098387511,15976.7056890686,17686.7056890685,29893.7030894125,33041.5481041893,15976.7056890686,17686.7056890685,27957.4266787153,28684.8290579065,15906.7056890686,16986.7056890685,22191.4503474582,22191.4503474582
16405.0976080543,22053.2653557848,45030.3164313212,143828.81815167,15782.7544623038,18843.5757467536,37733.4700423789,121356.835185352,15553.5412588683,17147.180869175,28908.4292783706,45798.7012076324,15553.5412588683,17147.180869175,27420.7921190424,41903.7811512228,15493.5412588683,16547.180869175,22401.5722805464,36155.5020792861
15855.9857762339,20914.7931342712,37677.2286271811,85340.8085580164,15240.8070606837,17691.9765415179,30716.5761056906,63665.435764753,15051.9075657471,16491.907565747,26426.9537393267,28938.7689579142,15051.9075657471,16491.907565747,24976.3401000644,25487.4712678687,14991.9075657471,15891.9075657471,20114.4541726029,20114.4541726029
17017.1484733307,22629.1690348035,43977.1478170387,111673.580054002,16379.8469581405,19437.9748084143,36707.3552519656,89274.5777517003,16174.0895988276,17974.0895988275,30262.2770414789,33445.4975978505,16174.0895988276,17974.0895988275,28323.2096501351,29063.9257378253,16104.0895988276,17274.0895988276,22593.174444375,22593.174444375
16937.6388053388,23158.7678811018,47699.8349750919,160072.544340631,16262.5677375269,19361.0164389746,38359.3763210529,122288.037420967,16001.0702628439,17576.0702628438,29752.7804333478,46471.5359108813,16001.0702628439,17576.0702628438,27897.7677324248,42122.3416844921,15931.0702628439,16876.0702628439,22209.5731470983,35709.573147099
17145.7178823774,23276.4125420424,48206.8576286055,156196.467355628,16454.6590078743,19598.0782720705,38579.1369978958,113604.47306255,16223.7595129377,17997.3991232444,31004.1075606447,47904.3807153949,16223.7595129377,17997.3991232444,29120.0136906421,43558.4312217338,16153.7595129377,17297.3991232445,23537.0323087512,37250.8758877763
17162.1413306557,22730.4654993598,44466.5590720083,116180.048091434,16546.7098731506,19491.0286322834,35381.6079939203,78551.6030048674,16328.9108832774,17948.9108832773,29406.8241559491,32553.6557519277,16328.9108832774,17948.9108832773,27490.7302859465,28220.9610922625,16258.9108832774,17248.9108832774,22039.4473888654,22039.4473888654
16806.2662223368,22532.0319498136,48823.9602257098,180328.265120007,16209.2906089544,19253.7636970197,39189.1108781749,128447.997882444,15993.2195411425,17714.1383720629,31304.7950776352,57780.4568338398,15993.2195411425,17714.1383720629,29420.1612358375,53447.7621741746,15923.2195411425,17014.1383720629,23799.4986130794,47099.6971722253
16743.9066991953,22730.2359185333,48477.7567646047,170187.578828511,16065.740176954,19041.1766850929,37826.8788463698,112873.692183174,15871.5980413302,17626.5980413302,30625.9183848894,47285.0384361984,15871.5980413302,17626.5980413302,28698.9170107235,42928.3193899155,15801.5980413302,16926.5980413302,22975.2005640962,36475.2005640971
16706.055977494,23165.5231483737,49863.8992591664,144608.314252192,16087.6001333713,19692.048834819,38760.4010666081,100427.34643777,15806.2864248723,17741.2864248722,31922.7072734946,48681.7137598776,15806.2864248723,17741.2864248722,30049.5435611695,44277.7743674842,15736.2864248723,17041.2864248723,24221.2829586649,37721.2829586637
16888.2935675472,23160.0744469258,49367.2944956824,139372.200687265,16256.1392386147,19517.9655736983,37079.6802872218,80499.3880683314,16030.4823843652,18010.4823843651,31061.6689604649,34253.717943961,16030.4823843652,18010.4823843651,29127.8320164992,29858.0628228151,15960.4823843652,17310.4823843651,23509.1349058557,23509.1349058557
16361.8823125777,22616.3667273999,48241.0645559182,161750.043907353,15729.5929906964,19171.7523702627,38738.3674452748,123496.137059483,15462.1493398825,17280.7889501892,31173.6626843419,61882.1065454182,15462.1493398825,17280.7889501892,29449.5688143391,57480.6524343991,15392.1493398825,16580.7889501892,23514.7610973645,50811.7274760324
17171.3991232445,23359.823797012,51175.4594334968,190975.188135017,16529.6539572404,19712.2864248723,39376.8413998918,123430.181648635,16277.5118216167,18032.5118216167,30807.1631176175,47566.7339624153,16277.5118216167,18032.5118216167,28987.583099689,43216.6423331305,16207.5118216167,17332.5118216167,23357.1803615607,36857.1803615615
15834.3827458536,21748.7321677271,43936.182304924,126764.758918225,15181.6426304834,18224.4883015508,33452.6597257486,83599.6876401533,14939.9857762339,16533.6253865406,27737.9061915806,43092.9090014955,14939.9857762339,16533.6253865406,25906.5860582819,39699.552436947,14869.9857762339,15833.6253865407,20993.5903910409,34786.556769706
16695.1564825574,22491.1354134699,47623.281943436,154935.922840818,16134.5290655594,19566.4823843651,39030.7501295447,117896.466786436,15862.9016485614,17572.9016485614,28995.7367107463,32136.6688117883,15862.9016485614,17572.9016485614,27562.3951494227,28289.7975286139,15802.9016485614,16972.9016485614,22472.2981105667,22472.2981105667
17935.1606666395,24081.7173747629,49587.8229920433,147813.008552909,17352.2144905086,20996.8633355314,41197.1810794347,123988.955385332,17050.131229388,18760.1312293879,29837.3207640804,32519.506473629,17050.131229388,18760.1312293879,27993.766865873,28723.997672189,16990.131229388,18160.1312293879,23534.8384412994,23534.8384412994
17949.1291373469,24045.2421946564,51054.7066172027,181748.336546759,17317.1585745984,20575.8398154654,41018.88548143,129674.185832712,17062.8154288479,18855.0946494614,31756.4275452667,48904.211234563,17062.8154288479,18855.0946494614,29883.7966620618,44622.0506295073,16992.8154288479,18155.0946494614,24490.7980362281,38500.8211973577
16633.7940008231,22440.3393821895,46683.5973850381,153459.833303568,16091.3797872608,19376.1127599559,39435.7215588442,131345.732588243,15820.4802923241,17440.4802923241,28321.7388027875,31077.5224920825,15820.4802923241,17440.4802923241,26526.930070584,27257.1608769,15760.4802923241,16840.4802923241,21879.6341136423,21879.6341136423
16910.369685993,22507.9028740505,45109.5069812425,135302.206245509,16302.6539572404,19203.4579977475,37005.753088137,98640.8994694251,16087.5828894286,17797.5828894285,29820.63324709,33121.2335291386,16087.5828894286,17797.5828894285,28015.8114550261,28747.9459403608,16017.5828894286,17097.5828894286,22182.3002026078,22182.3002026078
17824.3839713428,24322.3569850696,54907.0809333085,204138.249460493,17271.4672324635,21454.0601615759,47264.3724959078,181103.221546083,16903.5677375269,18677.2073478336,32146.9755262889,49080.7360544542,16903.5677375269,18677.2073478336,29744.5771825033,44268.8454352961,16823.5677375269,17877.2073478337,23749.5987592052,37545.636205682
17934.190103891,23930.7245174378,50522.780643608,173318.492101181,17332.0256736907,20838.0815896008,43498.5372850462,150843.385109735,17070.9546058788,19088.2338264923,35541.2307192226,84161.1321575233,17070.9546058788,19088.2338264923,33146.568306725,79357.5258096127,16990.9546058788,18288.2338264924,27167.5827407519,72648.3094373237
16677.667017101,23203.8023689871,50998.0452199344,194012.014111162,16052.5959492892,19576.5320241521,40123.4991206928,141210.602645931,15745.169542418,17455.1695424179,30535.7893091265,60172.2605154132,15745.169542418,17455.1695424179,28728.3442841467,56240.8896655147,15675.169542418,16755.169542418,23236.454172603,50236.4541726044
17001.3646353591,23174.8704782062,49653.552288271,175564.493475355,16348.2590796618,19610.2002051587,39356.5167235733,132097.532803612,16078.1585745984,17671.7981849051,29576.9906781904,46452.0119575375,16078.1585745984,17671.7981849051,28049.4338213901,42543.8370671319,16018.1585745984,17071.7981849052,22995.343925209,36763.1732188844
16280.0274067942,21661.5412588681,44878.7588566457,142972.311442269,15691.796959416,18579.1106679149,35830.9318036872,100829.774218806,15487.4121831051,17017.4121831051,27701.1690348033,30440.5132573665,15487.4121831051,17017.4121831051,25880.3228561216,26607.7252353128,15427.4121831051,16417.4121831051,21177.7304346236,21177.7304346236
17265.6022254123,23117.4735085865,44484.6364159432,110905.437918377,16617.9453711628,19683.1737265,35739.606260817,73593.0457891321,16437.9748084144,18429.4621818296,29477.3855557691,32013.9745110605,16387.9748084144,18007.9748084143,26995.9262454395,27508.4716268062,16317.9748084144,17307.9748084144,21723.783391941,21723.783391941
15757.8385899763,21787.732167727,50623.8038047361,181453.970747497,15193.9563389824,18662.9929189087,41290.5255993513,143271.699325848,14939.5715626716,16739.5715626715,29032.0218485455,32232.8992591666,14939.5715626716,16739.5715626715,27167.1453660607,27900.2045995014,14869.5715626716,16039.5715626715,21585.1101603005,21585.1101603005
16708.8915472937,22493.2014306479,44760.0990438032,134074.106606995,16108.6022254123,18960.3991232444,34376.5663633601,81643.714477751,15903.8032355391,17523.8032355391,28165.2110243011,31286.8252327619,15903.8032355391,17523.8032355391,26702.0246584618,27431.6696783401,15843.8032355391,16923.8032355391,21861.9002743953,21861.9002743953
17069.5160056988,22989.8574183456,47713.8391591732,151246.004368828,16468.1017921365,19720.0702628438,37151.9490476297,98638.8628894965,16208.4743751385,17963.4743751384,30766.9570568566,47507.3319421596,16208.4743751385,17963.4743751384,28927.3526523105,43155.5834586252,16138.4743751385,17263.4743751384,23231.0331753029,36731.0331753017
16675.1665838251,22034.1375055109,42772.3791309688,115057.664181674,16045.3919805696,18787.5706961197,35495.8342572166,92616.6963672567,15843.6640585082,17373.6640585081,28626.6341136418,31882.8912499399,15843.6640585082,17373.6640585081,26779.5738649729,27502.9762441642,15773.6640585082,16673.6640585082,20971.3305064111,20971.3305064111
17141.5757467536,23381.0479682672,47978.8008461439,136456.527096686,16515.0732214367,19792.0244482015,36953.7320190501,83590.3216922166,16292.6590078743,18272.6590078743,30768.2517883097,33336.7045251629,16292.6590078743,18272.6590078743,28790.3547443516,29517.1713371053,16232.6590078743,17672.6590078744,24310.2476042279,24310.2476042279
17238.617377314,24476.2085733228,60608.2664325962,290051.336187822,16527.4214178211,20169.4407538047,45339.1732188844,192059.285978833,16222.865068635,17932.8650686349,31245.7619639158,61385.7651327701,16222.865068635,17932.8650686349,29360.4620331525,57089.5212665937,16152.865068635,17232.8650686349,23947.4634073189,50947.4634073193
16793.9289937719,22268.6703346313,42918.2470966129,122794.421182049,16201.3503500092,18995.9584310234,35647.7194668034,100637.166137792,16020.3087194489,17730.3087194488,30774.2493373311,60352.7377875586,16020.3087194489,17730.3087194488,28910.2357698563,56421.3669376602,15950.3087194489,17030.3087194489,23463.9680246768,50463.9680246764
16893.2123984676,23362.2207666317,49788.5510627817,171254.514036825,16139.0997000954,19194.5240149255,37049.2841841535,98386.6345341593,15929.8864966598,17639.8864966598,29507.9776183299,32569.6132548156,15929.8864966598,17639.8864966598,27463.4674427239,28189.6982490399,15859.3007102222,16939.3007102222,21961.9662915733,21961.9662915733
16838.6417639316,22609.8532342635,43336.8008461435,92784.8066762349,16281.1098013632,19441.3667274001,34867.3157134462,69262.4549520589,16017.8377234245,17727.8377234244,29653.5398847016,32837.1410333019,16017.8377234245,17727.8377234244,27730.3089297092,28460.5397360252,15947.8377234245,17027.8377234245,22127.9133342559,22127.9133342559
16954.2427022709,23360.3233637361,53253.7259531874,214630.954370109,16275.6152852729,19488.8305807495,38703.2416870416,117044.675805786,16026.0173055265,17781.0173055264,30120.1753109263,46287.6919729154,16026.0173055265,17781.0173055264,28225.3594360479,42449.9333881133,15966.0173055265,17181.0173055264,23671.6787027953,37171.6787027942
17843.4256019032,24343.6816613882,51407.0135419649,159896.542966463,17205.6509986476,20777.3200462058,40625.2828099877,106606.732439573,16961.6388053388,19031.6388053387,32186.9717011442,35402.3932676425,16961.6388053388,19031.6388053387,30272.9337470518,31006.7381464966,16891.6388053388,18331.6388053387,24623.1828125392,24623.1828125392
16969.2885169133,23348.9802179856,50147.7405974744,158640.5194464,16273.8915472937,19598.8154288478,38546.485553218,104432.09456237,16036.5656454859,17746.5656454858,29739.3043866894,32917.0060403531,16036.5656454859,17746.5656454858,27816.3160723841,28542.8900244506,15966.5656454859,17046.5656454859,22230.7489040555,22230.7489040555
15642.4689655671,21034.4041738782,45764.5221331444,161186.5141855,15079.9420536325,17965.3562671948,34214.802727924,94315.7902372579,14872.285199383,16402.285199383,26680.3477503535,29379.7639072803,14872.285199383,16402.285199383,25267.5806487104,25997.2256685887,14822.285199383,15902.285199383,21028.458356685,21028.458356685
16074.4559057065,21706.3292809217,45699.5636150282,153540.450619304,15582.8406820174,18836.5362082343,37197.1222049323,120912.311232012,15310.2132650194,16941.1320959397,29081.3695373159,55441.8685964269,15310.2132650194,16941.1320959397,28082.3152058326,52060.15878486,15260.2132650194,16441.1320959397,23629.1441405719,46879.5853404081
16842.5757467536,22127.6644174455,44006.7398795994,128405.72269724,16237.4752416902,18975.4092245122,34846.4595821739,86285.2990387032,16038.6051840052,17568.6051840051,28206.9621074908,30968.9884374729,16038.6051840052,17568.6051840051,26418.3960159745,27148.6268222905,15978.6051840052,16968.6051840051,21746.1294962843,21746.1294962843
17262.048834819,23351.3385156377,47070.034611052,119276.881928127,16635.8945058865,19905.0904653793,38943.317805487,95672.3422536845,16401.2670888885,18381.2670888885,31256.4191771027,34416.8071222674,16401.2670888885,18381.2670888885,29394.8177311493,30123.0485374653,16331.2670888885,17681.2670888885,23989.4932035078,23989.4932035078
15799.4142751462,21683.3789207089,48069.784109815,177136.522553662,15171.7746648394,18560.6325292156,39406.9448635477,139921.108129839,14933.5025869008,16680.7818075143,29998.8485425672,59688.4859121555,14933.5025869008,16680.7818075143,28135.5456532112,55844.0999103554,14863.5025869008,15980.7818075143,22914.3144879581,50408.5975337154
16596.7502782217,22318.005471155,47396.8442098076,150913.293690714,15916.6842610438,18833.1960210766,35501.0129727668,83456.6374927545,15704.7136982953,17414.7136982952,29564.6686015272,32673.5216255307,15704.7136982953,17414.7136982952,27586.4296373081,28311.8320164994,15634.7136982953,16714.7136982953,21895.8086451104,21895.8086451104
16865.5046789418,22821.4978952042,48488.3479606134,147692.37817732,16278.4752416903,19804.8478246922,41342.2955109104,125387.559641202,16017.1909704428,17997.1909704427,31460.4334624525,34656.8672222597,16017.1909704428,17997.1909704427,29561.1478170392,30289.3786233552,15947.1909704428,17297.1909704428,23804.301428097,23804.301428097
17116.2022971998,23173.5172311879,46718.9215537424,132291.613675333,16451.7931342713,19550.2296424102,36185.0558288163,84204.7808538654,16230.8225715229,17940.8225715228,29987.3287733071,33155.336126243,16230.8225715229,17940.8225715228,28048.0187412761,28776.249547592,16160.8225715229,17240.8225715229,22338.2678067634,22338.2678067634
17381.8255301157,22948.1517908608,45622.6330984129,131008.773921453,16739.0336829174,19532.0732214366,35574.9856275565,78901.8162083062,16558.305760856,18268.305760856,30223.0932752949,33372.7532983982,16558.305760856,18268.305760856,28285.9039508628,29011.8921164917,16488.305760856,17568.305760856,22715.6332470905,22715.6332470905
17128.6215613961,22475.6908961043,42612.1793463315,101336.167932482,16551.6165107622,19376.621561396,35404.2791335199,79012.714836691,16366.7464530771,18076.746453077,30144.2261762025,33340.3798488444,16366.7464530771,18076.746453077,28229.2634740042,28955.4942803202,16296.7464530771,17376.7464530771,22440.8018613729,22440.8018613729
16780.8793539848,22418.9566979197,43791.2857685802,115910.303791979,16179.2763236045,19209.0732214366,36309.3022946481,93379.5542316329,15951.4478964798,17571.4478964797,29263.8910396788,32494.5501962304,15951.4478964798,17571.4478964797,27396.3455096357,28123.7478888269,15881.4478964798,16871.4478964797,21642.2859172579,21642.2859172579
17374.7077811096,22862.5903910409,45128.4097937093,135540.051050025,16774.2346930442,19761.4062659193,38642.7349776422,113759.551273039,16541.5656454859,18161.5656454858,29854.6290630078,33062.9837457765,16541.5656454859,18161.5656454858,27988.8034457994,28717.0342521154,16471.5656454859,17461.5656454858,22153.2047481783,22153.2047481783
16196.1472478414,22052.4794257722,47646.094859721,152255.177167194,15581.7035970275,18664.2010717105,38695.4250942879,114554.406178823,15365.3898885285,17165.3898885285,30027.8300731346,33632.7116678379,15365.3898885285,17165.3898885285,28055.3597949855,28782.7621741767,15284.2183156533,16364.2183156532,21468.6929881453,21468.6929881453
16981.5807973875,22562.8948648238,44866.5447866583,124323.099464322,16399.7767568804,19482.8061941318,36112.8556852413,87193.3692399579,16128.8061941319,17838.8061941318,29429.0209819938,31611.1032278862,16128.8061941319,17838.8061941318,27534.7058993289,27750.9771107159,16058.8061941319,17138.8061941319,22148.2371440226,22148.2371440226
16180.9361364469,21893.001287073,44846.7130420041,152227.402712625,15567.6224279479,18293.8528753262,35497.6799282847,105329.090885905,15374.9361364469,17103.5757467536,30252.4423382315,60285.5540213799,15374.9361364469,17103.5757467536,28512.0053224784,56456.0797078253,15314.9361364469,16503.5757467537,23803.6311550498,51016.646306956
16662.3230047988,22420.7455865253,47180.142766405,160282.754585472,16030.7372183611,19003.3230047987,38841.7816588367,122978.105530186,15821.9382284879,17434.2174491014,29902.5541700518,47233.746155722,15821.9382284879,17434.2174491014,28139.5010640578,42883.6545264372,15751.9382284879,16734.2174491015,22455.7429868702,36466.8372158088
16521.178777134,22110.0988335434,45406.6592181346,152529.5124524,15931.0538854529,19005.9929189088,37954.4919780182,125722.492906155,15680.5686040787,17300.5686040787,29377.5214152702,50464.9518575512,15680.5686040787,17300.5686040787,27889.0213409319,46616.4237201274,15620.5686040787,16700.5686040787,22913.8603769389,40913.8603769432
17304.992052357,22777.3364235967,46995.8248738235,145533.431642252,16658.1686758662,19593.8650686349,37126.191688317,93510.9907397719,16448.4407538048,18068.4407538048,29922.7989027798,32671.0506295063,16448.4407538048,18068.4407538048,27667.4287707564,28390.8311499476,16378.4407538048,17368.4407538048,22485.2514293725,22485.2514293725
17354.9209845452,23361.6745187133,50888.9741521227,172914.586330129,16712.9971029909,19774.5879400623,39601.5937085703,110307.472196,16479.9260351791,18189.926035179,30893.906550518,33994.3117396254,16479.9260351791,18189.926035179,28456.3740803354,29185.190673089,16399.9260351791,17389.926035179,22467.7661479983,22467.7661479983
16456.7015049864,22367.7729317356,49885.4388720234,203210.754226531,15759.9441456736,18581.2233662871,38376.3813716866,131490.462602349,15577.3583592359,17170.9979695427,30198.0453686114,56128.0443533842,15577.3583592359,17170.9979695427,28252.2113832387,51786.2369953468,15507.358359236,16470.9979695427,22711.6564082189,45517.6938546981
18003.6884451258,24535.9040995398,49808.4526497588,144954.23135,17356.3991232445,20828.2763236044,41244.294285421,120954.055023844,17062.8305807496,18682.8305807495,31031.9927702315,34156.1969492121,17062.8305807496,18682.8305807495,28606.9039508628,29337.9631843035,16982.8305807496,17882.8305807495,22609.5092219613,22609.5092219613
16479.3331060665,22669.880579474,48675.1196052766,169736.752493428,15811.1909704428,18843.6884451259,36160.0465941006,96964.3145495404,15574.1493398825,17284.1493398824,28429.2526548614,31580.9084938826,15574.1493398825,17284.1493398824,26987.9241533984,27712.4981054649,15514.1493398825,16684.1493398825,22090.0180234014,22090.0180234014
16125.54212542,21988.750637159,46001.0833842874,146155.036764682,15510.6253865407,18569.3940726105,38670.7525805228,123124.804015002,15268.6842610438,16970.9634816572,29928.088224661,47072.3328087146,15268.6842610438,16970.9634816572,27955.9455814231,42694.9030843131,15198.6842610438,16270.9634816573,22394.4200436549,36393.8330317299
16923.2111729783,23099.2846917686,51725.5282605909,199838.924932862,16303.8213460336,19577.7372183611,39214.9464479745,126497.991606327,16014.7380849129,17454.7380849128,27676.8725702469,30085.4543828634,16014.7380849129,17454.7380849128,25670.2904602773,26181.4216280816,15944.7380849129,16754.7380849129,20470.4390207012,20470.4390207012
16909.0214896086,23041.4297859852,50116.0687400003,189428.263027971,16275.1758185411,19327.6884451258,38579.5125394907,122261.704376481,16036.1047507293,17656.1047507292,28745.5255993518,31989.5573389054,16036.1047507293,17656.1047507292,27367.578049055,28091.3235739968,15976.1047507293,17056.1047507292,22039.6160031478,22039.6160031478
16252.1106679149,21683.6337547047,43656.3958672976,116535.661223083,15688.2477529048,18667.2620382546,35865.8825228379,88495.5949956463,15475.6497731584,17095.6497731583,28742.2867838093,31968.8668633222,15475.6497731584,17095.6497731583,26838.0103731119,27569.0696065526,15405.6497731584,16395.6497731583,21043.6908961043,21043.6908961043
16168.1737265001,22027.2683143776,45167.6385079842,121738.42572507,15532.3452993754,18547.0559774939,35064.0587874094,78490.7472325355,15308.1615331913,17018.1615331912,29122.0260326276,32195.1389412609,15308.1615331913,17018.1615331912,27085.4784105434,27816.8807897346,15238.1615331913,16318.1615331912,21477.5508525216,21477.5508525216
16489.9462377146,22224.317087613,45058.0110909862,126576.368942605,15909.6447225245,18845.2822407901,36604.7846174295,89044.2598591182,15705.0051122177,17595.0051122176,30093.3733624602,33255.2385797725,15705.0051122177,17595.0051122176,28193.4846866666,28921.7154929825,15635.0051122177,16895.0051122177,22635.976392841,22635.976392841
16647.9066991953,22598.7922677194,43778.6461582738,114648.435467401,15915.740176954,18656.669109142,33556.6382977241,71361.9945649204,15688.2670888885,17218.2670888885,28183.8056865172,30682.5123908147,15688.2670888885,17218.2670888885,26273.9758852266,26785.1070530308,15618.2670888885,16518.2670888885,21065.0706217813,21065.0706217813
17613.5383002754,23545.6025843497,50257.6439175553,159351.898305517,17029.3616767663,20528.7313011754,43131.2631150659,136533.404445717,16758.2489783941,18711.8885887008,33084.4923369555,50027.5291271417,16758.2489783941,18711.8885887008,30682.6007025691,45203.2121011124,16678.2489783941,17911.8885887008,24631.0953673364,38424.3043866885
17189.8204794818,23222.4958031631,52268.7785515671,193226.728465744,16578.1047507293,19871.7910422303,42648.181945987,141186.280420588,16362.9626151056,18353.8814460259,32862.5982515908,50329.210368009,16362.9626151056,18353.8814460259,30586.7755929751,45557.9126779635,16282.9626151056,17553.881446026,24590.2580644336,38831.9927702308
16891.3818793018,22849.8196129299,47781.4737188463,138500.24022578,16310.121994672,19548.553452177,36863.7429868694,85190.4326574842,16079.0092962998,17924.0092962997,31606.9864941084,48259.0527215481,16079.0092962998,17924.0092962997,29218.1028689486,43446.3336752653,15999.0092962998,17124.0092962997,23209.7102320881,36709.7102320888
16429.5929906963,22227.0084297478,48529.9434893815,174635.647804282,15892.1320959398,18943.3331060665,38534.3834637279,122392.527752976,15642.6051840052,17262.6051840051,28729.8178798259,31858.3693886392,15642.6051840052,17262.6051840051,26800.6154955333,27525.674728974,15572.6051840052,16562.6051840052,21283.6929881454,21283.6929881454
