Main_rivers_S3_k10,Main_rivers_S3_k100,Main_rivers_S3_k1000,Main_rivers_S3_k10000,Main_rivers_S4_k10,Main_rivers_S4_k100,Main_rivers_S4_k1000,Main_rivers_S4_k10000,Main_rivers_S5_k10,Main_rivers_S5_k100,Main_rivers_S5_k1000,Main_rivers_S5_k10000
7006.9064889347,9261.23152419065,18928.6541059168,64631.8901731267,6778.43340086929,7934.4922753723,16251.8274118957,56415.3768286675,6665.84761443166,7115.84761443162,11364.4060556584,13245.1935700981
7235.07301117606,9481.94934498427,17154.2937162238,60411.8965979278,6984.04862455843,8013.20295349097,14330.8253198549,52415.858433574,6867.63441099606,7182.63441099603,9902.47921551154,15416.8307294259
6863.35013974859,9264.09948983469,21439.6255352168,98543.4890194229,6586.76940394487,7801.8871529509,18177.9948006887,80933.0072042561,6471.52676325775,6921.52676325771,11367.7492014089,13268.4778413456
6837.9064889347,9048.42034100863,18447.6103833155,64265.6160031481,6608.76435331098,7700.86990900821,15971.7542520428,56381.9382284875,6512.86485837437,7007.86485837432,11957.8648583739,18417.8108858278
6921.384627634,8827.76139471811,16073.3707012213,59479.5492680941,6662.90439689366,7466.33585439871,13815.7572106357,52233.0716370085,6574.66175620654,6844.66175620652,9492.29840792028,10566.6368619745
7244.31355982213,9729.85389055475,20397.7201230948,79352.0028714989,6959.10540702043,8070.16428152342,16717.0658685006,61316.7401769521,6862.62012564619,7357.62012564615,12116.9106730164,18514.4635559952
7133.22019743368,9510.75129345032,20318.3433560106,91759.171993394,6874.92373287741,8032.63946162992,17974.303458554,84068.530798661,6756.68109219029,7116.68109219027,10307.0944392008,11765.5405409932
7095.70338676687,9349.8862863991,18584.1717831354,63797.3418331673,6855.97546470552,7890.46074607971,16041.0536751918,55976.9117498278,6761.04653251738,7301.04653251733,12441.5330393805,23259.3041764284
7266.36529165024,9641.38376108217,20437.5687527551,79421.7236508842,6998.4241661533,8019.48304065633,16128.4922753721,51814.9504217957,6912.59573902855,7452.59573902852,12087.1137751843,14174.9997026462
6710.51247790786,8847.71976415775,17776.3109601663,74629.4731496484,6452.24545060312,7435.54191515936,14856.5309473394,62215.1477554545,6344.14494553973,6677.78455584649,9763.59609796585,15570.3282041101
6500.76731190381,8392.8446558388,16886.6061992335,73798.8020100498,6306.63736958891,7237.69624409193,14913.80389183,66824.1061248947,6203.39472890178,6473.39472890176,9123.85980774027,10187.1860684857
7026.31355982213,9361.99898477129,19136.5271221945,69225.4860608306,6746.66175620653,7858.54905783426,16573.3328958053,61099.6762518141,6642.24754264416,7092.24754264412,11326.633544444,13212.2869324865
7035.87200104928,9237.16550701267,18697.8286373848,69031.338874574,6758.33794643978,7779.39682094278,16383.6466043043,61258.2641302938,6664.50951931504,7114.509519315,11563.560384591,13586.3377977629
7340.65374697981,9759.73823358972,18987.6877272505,60058.8821639015,7113.48217410456,8305.89638766691,16126.7807307017,51656.5311576016,7002.3106012293,7497.31060122926,12087.1625484195,18461.5022279627
7159.3106012293,9582.43967699239,20309.7546109802,79484.7652814454,6890.62936036218,8073.14912962179,17172.7786386605,66308.1026586869,6784.55829255032,7279.55829255028,11964.7239482396,18331.9925599709
6469.03433920856,8784.8202692211,19409.2621869309,85292.3869299328,6233.16428152348,7344.22315602647,16147.8497064722,67932.0686784143,6131.09321371162,6581.09321371157,10260.8904704811,11275.2419843959
6955.49523396515,9193.93505963436,19457.8530240023,73892.8220639057,6726.93888477906,7882.99775928206,17295.6222176867,66317.8823125753,6627.86781696719,7167.86781696716,11784.6873683131,13678.8260377299
7229.08311244383,9504.71471352381,19292.5149288858,69169.4667248479,6941.41911551942,7962.47799002242,15712.4506448117,51252.4092245123,6852.93383414518,7347.93383414513,12061.3665171392,18452.6767594308
6851.30136651332,9338.27106270997,20169.6318113403,74715.2942854225,6618.57849508585,7910.73787465225,17370.9430688608,66417.2864248721,6501.67900014924,7086.6790001492,12217.8660838633,18578.0636277827
6566.32871172379,8658.23448278354,17117.1230099006,77618.7763979446,6332.61298297127,7250.92669147024,14397.8282784478,65600.0460249035,6238.19876940889,6508.19876940888,8491.4232996014,9507.18902707856
6855.62221768724,8947.34422256286,17951.1129086322,71405.716149271,6639.42120756046,7661.30850918821,16261.9014383003,68874.0038867256,6534.17856687334,6894.17856687331,10071.4375849512,11547.9425612468
6994.55620050925,9263.91781569166,19818.0826048288,78704.9743007968,6711.08816307773,7751.61507501226,16416.8942956253,60892.6030919622,6616.36024101637,7066.36024101633,11307.4842661453,13159.1965286909
6507.52467121668,8918.93296759336,18401.087655463,62888.6097270228,6276.66680684042,7479.38253559295,14904.070052583,49465.35121656,6168.18152546618,6663.18152546616,10671.5919138838,16626.5232970501
7109.80389183027,9454.75547753245,19316.5414075449,81653.6299295608,6832.4069222106,7897.63736958889,16945.1592308894,74050.9084322988,6722.75006796111,7082.75006796108,10417.1533137038,11873.4989104329
6779.49732600621,9362.23152419065,22820.8458813274,113308.040317975,6520.35519038248,7855.06586850107,19555.0658685005,95677.3503500063,6398.28412257062,6893.28412257059,11675.3858531231,18078.0098039157
6990.73996669333,9291.99602617854,17669.4501371975,65654.9007820105,6690.43130882824,7667.31861045601,14464.4354929099,52854.3945802224,6596.946027454,7001.94602745399,10504.1411203948,16057.5262556429
6795.02214589974,9168.44263558522,20130.0775541951,95699.0357749567,6569.31146778109,7789.00995259089,17873.7289988732,88210.671708795,6449.89725421872,6873.53686452549,10534.1352032092,16367.214639185
6987.85266506554,8958.73910014151,16506.2794308737,59836.7767568785,6786.06586850114,7672.12474300415,14078.7836892943,52230.2675965003,6688.99480068927,6958.99480068925,9293.29039869362,10307.6419126084
6833.66889888146,8815.16045637881,15917.3210614342,54939.7006384343,6622.4678887547,7463.52676325772,13410.872001049,47255.4097321256,6525.71052944181,6795.71052944179,9250.36947573214,10317.8378721013
7553.21009616591,9834.3686091805,19320.6826766167,65160.1815870502,7291.49941804727,8386.77654661977,16729.8732265383,57212.8986899683,7194.18570954828,7689.18570954825,12390.5725779,18876.9235842022
6754.14198694688,8991.92791695943,18955.9017972375,69150.458715619,6495.41911551942,7630.29422383833,16270.9948006886,61010.0732214337,6390.1764748323,6840.17647483226,11293.4699807954,13198.7255326666
6892.4628381208,9372.35641587166,19595.9282758962,69839.8922651654,6656.01918730691,7878.88924499195,16167.3959543904,56359.8743033485,6535.53390593267,6985.53390593263,11237.7492014089,13140.4362107852
6977.50742727398,9255.77568006796,18477.2524446008,71773.8419075039,6755.87495964213,7859.21305475874,15975.3059095326,63795.1834688281,6656.80389183027,7144.08311244383,11097.989242441,21672.3668760761
7103.34804770754,9293.86399182251,18955.8105268903,69171.8809384093,6862.7328240184,7903.25973595293,16691.9056223824,61411.8945058847,6775.0759697689,7288.71558007565,12132.0590847634,18696.3041764288
6709.73787465228,8850.71471352385,16555.0418408205,59715.7157903344,6479.05663378516,7433.92669147022,13903.6394616296,52001.0228637732,6368.22820666041,6638.22820666039,8997.61925909428,10011.9707730091
6506.75006796111,8872.32993721309,19452.3769773449,85429.0580695383,6273.39472890179,7476.11045765434,15652.3644250984,67530.725532667,6145.32366108992,6505.32366108992,9556.93296759329,10599.7911909071
7193.75216000214,9578.05995131541,19444.3353467843,72723.2056147316,6893.64451226383,8005.53181389158,16611.6020151514,60248.8486912422,6801.57344445197,7341.57344445193,11540.5006435364,12995.6746673902
6912.11760032924,9365.18275095538,20453.5170209268,79545.0617459998,6698.56125114315,8017.14703758072,17465.4699807952,66515.2691809272,6582.97546470552,7167.97546470548,12268.3341212948,18665.301217836
6581.65966416548,8640.9745981537,16632.3484066447,64126.4538136652,6356.35814897532,7287.41702347834,14149.3896782676,56689.0989822196,6253.1155082882,6523.11550828817,8880.26392003494,9896.0296475121
6173.51752854175,8081.7958826035,14529.6377285259,52881.7074221696,5954.37539291803,6795.43426742104,11960.6688988811,45365.7810896362,5852.30432510616,6032.30432510615,7782.76940394475,8797.12091785953
7346.6932854991,9758.0569927226,19848.8420561832,82448.3771876041,7081.83542112284,8076.53390593266,16425.7786386606,64488.3735111363,6987.10749906148,7392.10749906145,10987.9594462519,16948.1629073569
7135.14407898793,9301.84883992083,17753.2226484116,54532.4414716777,6888.50446868115,7910.39177030889,15731.861899781,51467.8793539828,6796.43340086929,7246.43340086924,11495.4771234703,13444.6321702781
7085.29631587943,9300.67012437067,19649.0418408205,78857.1723523339,6844.84047175672,7956.86990900821,17458.2912652451,71323.1270453052,6741.5978310696,7191.59783106956,11636.4060556584,13617.9113908917
6666.07091913502,8661.87618513135,15277.9606717411,50032.6144187212,6447.21305475876,7238.36024101635,12736.8181771798,42460.3062684698,6375.72777338452,6690.72777338449,9840.72777338419,15655.7222151358
6816.20591208381,8970.09948983468,17293.2764722809,69945.6274785811,6578.00995259093,7482.70843740072,14795.1592308893,62288.7579285097,6478.8678169672,6748.86781696717,9400.74710936806,10509.6368619745
6921.87705168317,9145.94220230928,19106.6238021134,69324.216074933,6676.91153956859,7806.61002437837,16522.3400384802,61326.063120166,6570.76940394486,7020.76940394482,11466.9918420961,13415.2595872761
6719.01204463198,8736.99184209639,18110.8206281584,79493.639671889,6499.28412257063,7561.0881630777,15900.5279887468,72445.9315934251,6393.97041407164,6708.97041407163,9733.32192798638,15247.6734419027
6767.48513269739,8678.15836433774,16340.2701961577,64363.4782002807,6519.49018333129,7360.54905783429,14171.485132697,57101.6452301369,6424.49018333129,6694.49018333127,9346.36947573215,10415.2520856637
6800.53181389162,8566.22943214965,14877.6549724689,49141.306627409,6572.67394951536,7323.7328240184,13228.568393818,46993.2554031952,6489.43130882824,6759.43130882822,9304.44054354412,10349.8673093528
7224.91659020246,9511.92791695943,19805.0144956101,69665.7408948289,6946.88001027602,8123.66680684038,15933.5044686807,51450.3919805686,6834.25259327805,7284.252593278,11527.442635585,13415.9244507523
7279.76940394484,9762.77062943403,19369.2196898187,60057.2942854198,6982.87495964213,8093.93383414514,15456.3126932699,41840.3890219756,6887.38967826789,7427.38967826786,12027.6234431762,13831.8382310388
6369.9805153394,8309.62430972826,16834.2975413686,73745.6232945009,6130.28203052958,6920.74292528614,13252.5074272736,51656.6675247128,6052.03938984246,6322.03938984243,8971.09025511857,10030.2743802403
7362.90648893469,9695.58181261609,19403.4724317737,64811.8729291829,7077.76435331098,8232.99480068924,16801.3837610817,56870.8915472911,6978.69328549911,7518.69328549909,12180.517887479,14080.3134111452
7218.33289580589,9627.82236126213,21722.3059095321,101129.371778029,6993.1196923703,8312.88210231699,18705.3959543904,88619.9408281387,6869.39177030894,7319.3917703089,10817.7950160515,11886.9202666702
6797.15713884853,9358.19999489811,20734.0359236347,78466.5802897702,6530.71853866854,7866.77741317155,17550.9695475193,65659.2456608604,6422.13275223091,7025.77236253767,12040.9535290665,18288.7507858356
6862.50742727398,8759.03051406392,15078.0712780723,49238.8873632127,6567.02719653364,7236.2282066604,12248.5784950857,36849.5426330342,6480.91449816143,6750.91449816141,9159.17560828038,10173.5271221952
6671.72568134346,8966.3349878469,19197.1818844031,89717.9634816538,6450.72568134347,7653.55410846818,16760.6983361326,82179.503094512,6314.55410846821,6629.5541084682,9728.60497374439,15286.6175259903
7272.55324191642,9584.51788747915,20209.1364286981,74973.1836790893,7047.48217410456,8209.55324191637,17242.8467478793,61966.6215613942,6940.48217410456,7480.48217410451,12139.5990565585,14080.0261813049
7072.5978310696,9562.02842202284,18457.2541777043,63131.7884425722,6786.63231895501,7834.73787465226,14703.7471093679,49609.2019382603,6683.7328240184,7043.73282401838,10594.1979028569,12106.5304397254
6838.59068839466,9004.69032690624,18028.767670841,79364.6619664667,6590.98051533941,7567.03938984242,15717.6323189546,71811.8441482223,6490.39472890178,6850.39472890176,10019.4598795279,20033.8113934428
7231.0587258262,9409.88837844015,18281.8479733686,58997.5033047753,6952.98765801434,7974.87495964209,15788.0019433638,51216.303668814,6858.57344445197,7308.57344445192,11542.6751750043,13361.0320984906
7115.14198694688,9436.94725294321,19619.7352749964,66543.3514268197,6903.69833613299,7969.757210636,16166.8009332371,48296.5323830881,6815.45569544587,7355.45569544584,12305.2071375729,14761.5307986629
6830.31651841496,8896.32279453807,16229.1150006733,58733.7978259637,6582.60584029632,7553.7530265539,13564.232390742,51260.3080015704,6483.53477248446,6753.53477248445,8728.37452636612,9744.14025384328
6808.52676325774,9386.84465583874,20922.7192565429,82348.3709114798,6594.07091913503,7996.94097682008,16409.2163722888,63845.1754596024,6459.99985132316,6954.99985132312,10866.0893885667,16442.4278426206
6677.17647483229,9100.14112039504,21005.0897475039,97360.3061197907,6439.04653251738,7681.34299707362,17819.1604563784,84662.4445789465,6313.70338676688,6737.34299707363,10778.3808024891,17465.4858505719
6494.81399309803,8656.22228947468,16925.7281323215,64479.7746648362,6226.002809916,7196.46370467255,13682.9704140711,51796.7041046383,6126.002809916,6396.00280991597,8813.51875403089,9827.87026794568
6343.11550828819,8606.01918730686,19848.373659814,103803.481158874,6117.57640304481,7133.72358930236,15726.4170234777,76651.9913344784,6014.33376235769,6284.33376235766,8974.63946162974,10038.7941494999
6451.48304065634,8456.54819128252,15505.6032406407,54316.2010717102,6208.94393541295,7050.83123704072,12926.3774849588,46738.5964569025,6113.35814897532,6383.3581489753,8928.97041407143,10009.6936444365
6997.37243432518,9044.5603845913,17029.6469632419,60450.1686758643,6757.78664788757,7760.8922035848,14291.1562722964,52721.985417295,6654.30136651333,6969.3013665133,10066.938018227,15646.0043943422
6575.28203052956,8998.50656072213,19791.8702679449,94740.0315908713,6352.26983722075,7517.70129472579,16959.538956566,82471.8168030099,6232.02719653363,6592.02719653362,9567.77863866063,10716.4429945227
6876.1714241984,9258.50151008825,20516.1940777118,96315.3658608444,6622.76226126993,7824.64956289766,18218.2719292612,88865.6434970306,6513.34804770755,7008.34804770752,11721.0183207549,26674.1923446075
7105.41406488552,9671.59191388388,20888.6713498593,92277.4583566815,6824.37748495908,7980.43635946208,17428.5166619894,74659.3196872652,6718.79169852145,7213.79169852143,11459.8446558386,17470.0695449684
7466.78368929472,9698.82654534429,18416.7201230948,59703.0516447347,7207.07301117607,8207.77149598586,15910.6070657851,51656.6661505483,7115.07301117607,7610.07301117604,12306.0456659654,18760.556051834
6949.15208821464,9340.28116397771,18083.2987668574,70974.1261787502,6669.18657610007,7695.85057302447,14545.7227227503,57926.8748109623,6543.35814897532,6813.35814897531,9459.58058712681,10912.7546109806
6550.96832203058,8441.42329960148,15264.2529522154,54583.6417639323,6338.11045765432,7115.62012564619,12994.5562005092,47308.7133393579,6249.28203052957,6564.28203052955,9568.58058712676,15532.2987668575
6715.53895656655,9132.24876813335,19334.1566312335,69438.2211255671,6455.18866814112,7561.70338676684,14409.9186822431,41165.7178823762,6350.18866814112,6800.18866814108,11249.2395334171,13154.3701936072
6911.05367519231,9288.23152419064,20161.155764682,78931.2017895844,6614.64451226384,7783.74501732719,16952.3034585539,65874.4630483802,6513.5023766401,6963.50237664006,11194.4325343172,13005.132603554
6606.70843740076,8576.87914372422,16046.517020927,47230.6837534278,6409.64956289772,7340.70843740076,13687.4821741043,39514.7460941384,6326.99270864823,6776.99270864822,10529.4232996013,12034.0745956027
7121.85266506553,9323.69746958111,19998.5931393724,79075.7875760199,6888.89429562588,8084.35519038241,17599.9603128032,71312.2447943092,6783.65165493876,7233.65165493872,11634.2761133435,13556.762112593
6979.35519038248,9078.41824896758,17637.5393155036,69791.8112447643,6733.45569544587,7640.49732600618,13598.9552621697,47272.0787796839,6625.97041407163,6895.97041407161,9376.73404950752,10392.4997769847
7085.10035638654,9229.59191388391,19135.0174542032,73755.1408230418,6854.21305475876,7876.10035638654,16475.2790719366,61163.7128317437,6758.97041407163,7208.97041407161,11406.0111780801,13556.7082887239
6958.09530575265,8981.48635818659,17534.7697628817,58474.9692501647,6734.55114987537,7665.61002437836,15368.2029534904,50782.7746648373,6653.65165493876,7103.65165493872,11140.0822458917,13003.1082169363
7204.30850918825,9658.49140882054,19584.4581464245,77623.4360621118,6900.18866814112,7877.0759697689,15187.0486245585,54391.6506397129,6799.60288170349,7159.60288170346,10523.9888835034,12016.8786361098
7041.89220358482,9339.05785927436,19273.6448712009,81615.5445763972,6754.13989490584,7686.0271965336,15357.8922035845,58906.1439303092,6664.72568134346,7069.72568134344,10662.8913370329,16615.4795744487
