Main_rivers_S3_k10,Main_rivers_S3_k100,Main_rivers_S3_k1000,Main_rivers_S3_k10000,Main_rivers_S4_k10,Main_rivers_S4_k100,Main_rivers_S4_k1000,Main_rivers_S4_k10000,Main_rivers_S5_k10,Main_rivers_S5_k100,Main_rivers_S5_k1000,Main_rivers_S5_k10000,Main_rivers_S6_k10,Main_rivers_S6_k100,Main_rivers_S6_k1000,Main_rivers_S6_k10000,Main_rivers_S7_k10,Main_rivers_S7_k100,Main_rivers_S7_k1000,Main_rivers_S7_k10000
17717.0812306634,24727.6489066064,58437.9708345914,288897.192108827,17060.8142033586,21476.2923420578,50073.7131906797,251811.097310688,16586.3411152932,18001.9807255999,27585.1012845218,64765.1150622551,16500.0984746061,17220.098474606,20921.3981080159,20921.3981080159,16428.9269017308,16518.9269017308,16834.6051840051,16834.6051840051
19687.3338239415,27704.6210537817,80978.065273794,351673.031985899,19126.4048917533,24174.662684342,53509.3706141276,145846.966773678,18810.6475324405,21542.226176203,41439.7647738314,90313.0996130029,18651.9196103791,20453.0201154424,31281.9260967627,31658.1009871683,18497.5053968167,18947.5053968167,20544.4284118192,20544.4284118192
15948.835272446,22487.102658688,57883.4085682194,141628.768040344,15491.9479708182,19223.3987643068,47036.5341161917,90139.3884017603,15310.8647096975,18219.7520113251,45457.1556160037,75851.2108501152,15310.8647096975,18219.7520113251,42820.3897398503,62047.4687913809,15198.521563947,17268.5215639469,35233.1139854445,36105.3056121789
20222.746453077,27638.259438599,63526.8522806189,204772.874129169,19735.0307243245,24597.0450096742,53780.2263864636,188501.913965044,19391.0774055187,21919.7485451179,32980.2458711236,41819.9154878802,19208.621561396,20648.6215613959,28486.9720600819,29661.8588540955,19126.2784156455,19846.2784156454,21830.6454403993,21830.6454403993
16322.9411870807,24105.8112447656,61274.9522164831,174910.969199148,15894.178777134,21134.0538854527,52223.2084246451,139371.153262685,15606.2498449458,19211.6102346388,45776.3615280882,97067.8327088638,15569.2498449458,18867.0244482012,43069.7710499545,72172.5557289696,15468.4214178211,17917.5757467535,33175.3606615375,52058.4632586423
17508.9075657471,24626.248978394,61472.9987490003,217865.944627771,17069.5644199966,22225.9533803895,54351.3120985621,190648.749683509,16758.4395283155,19566.2507114975,34155.6146289812,71716.2499065258,16687.2679554403,18938.3684605035,30580.3782644174,66804.4942803167,16604.2973926918,18135.3978977551,25850.0432765704,61850.0432765672
16951.7380849129,21927.8936393345,46025.6061121399,146321.604589293,16613.7015049864,20292.3949391622,40950.0044559258,135282.922271614,16329.7015049864,18072.2771901562,25692.8952237611,44915.205107114,16175.0446507369,17030.0446507368,20639.3376490859,25487.4982541414,16120.0446507369,16480.0446507369,17921.8793539848,17921.8793539848
18275.0782720706,24638.8401744029,57969.8513524827,280623.610865419,17365.8041020909,18983.7178823773,27715.061387065,33203.902576697,17258.1888784017,18246.6569158332,25359.3944315477,27612.8408922779,17238.1888784017,18138.1888784017,22886.6147776584,23740.9258865022,17178.1888784017,17538.1888784017,18989.4276939442,18989.4276939442
17331.9390950397,23402.5984002675,42606.5296347574,123380.195067435,16573.7208409702,18861.9828176409,28234.2030150744,31274.693198406,16493.6497731583,18192.8213460335,25483.2383695118,26799.9485400162,16443.6497731583,17973.6497731582,23409.9990463551,23812.4195360407,16393.6497731583,17473.6497731582,20646.5193232291,20646.5193232291
16085.6792104099,20341.2216331834,38385.5305013087,81948.5295476634,15708.2649968475,18137.678343858,32447.3258147142,60434.5251533209,15497.3827458536,16757.3827458536,27405.4012152852,32197.0035893746,15497.3827458536,16757.3827458536,26131.815787785,27256.7555391161,15405.0396001031,15855.0396001031,18353.4327445781,18353.4327445781
17692.5454429503,23248.646306951,55672.9812947961,223445.763820176,16941.2195411425,19584.69681329,37086.1718447186,68110.9822229314,16886.5748802019,19237.0774055187,35568.5679477867,53265.0849687135,16869.1190360791,19129.621561396,32550.832016499,47927.4357647534,16781.5454429503,18465.1850532571,28003.7525805232,41650.427545266
18156.2346930441,23811.4491219688,52306.9943546573,115918.685732865,17448.1047507292,20389.4062659193,42008.5201897799,60339.8692272077,17296.4895270401,19495.2397436779,39725.295151973,47031.3278196624,17296.4895270401,19495.2397436779,33797.6569774166,35618.98691463,17089.7321677272,17629.7321677272,20185.0911832543,20185.0911832543
16596.9357775094,25922.6807948364,70471.0332368866,402744.21452658,15717.8647096975,19574.5522266878,37419.6180951888,140204.696515936,15265.016946589,16028.6616075296,21087.841548569,27137.3468838037,15185.9164415256,15725.9164415256,19308.3839713427,19457.078631008,15145.9164415256,15325.9164415256,15985.4151416979,15985.4151416979
18134.1014331989,23353.0744469258,45867.0901680253,140413.289655309,17605.1430637592,20725.786858148,35478.6154955333,70447.9008435945,17417.8171619514,19937.8171619513,33586.6719190577,62211.8900244522,17411.1897449535,19931.1897449533,32237.5069812434,59791.8757391024,17381.1897449535,19631.1897449533,29331.6567671565,56331.6567671579
17689.38101275,22420.3212716951,44392.4071940545,119033.282363955,17266.1505653717,19949.6337547048,33805.9283374805,48362.3675068579,17135.635846746,19195.8145622961,29421.8741546736,40365.2415383644,17035.7069145578,18295.7069145578,24170.8013537586,24598.3761723768,16963.9495552449,17593.9495552449,20065.8170132747,20065.8170132747
18636.7548212413,24066.7854839819,56195.4035175863,233986.370527034,18146.1984720552,21745.96001545,48321.625237863,187550.277461999,18020.7304346236,20787.3284143699,36994.6684528503,53809.1581285685,17874.2867838097,19539.2867838096,27865.4136188549,33282.7654917088,17774.2867838098,18539.2867838097,22005.6567671566,26505.6567671581
16439.1317370022,23096.9697577803,49285.3739316592,214068.023494561,15611.6048250677,17451.9349109575,27928.047968267,82571.0300680328,15415.6636995707,16135.6636995707,20992.0193975673,23691.8732881223,15415.6636995707,16135.6636995707,20486.5445763984,21196.4822356883,15384.4921266955,15834.4921266954,17038.94241257,17038.94241257
15832.8007845605,20325.1228612235,43521.4780516048,189326.518518251,15367.9479708182,18326.6363543601,37039.8662941231,154516.529634751,15248.2200487568,17201.0484758814,33454.4360621077,35607.1986823155,15088.2200487568,15808.2200487567,20059.5261069663,20593.5255993522,15047.0484758816,15407.0484758815,16721.2763236045,16721.2763236045
18057.3806538125,24308.5597283001,45337.4235714458,122318.159056705,17571.4811588759,20836.4663659117,31331.5184566773,53298.5286195318,17207.4689655671,18313.7532368144,26439.8217049705,31239.7957955104,17199.8537418779,18306.1380131253,25027.0789899453,27361.2260275263,17148.6821690027,17868.6821690026,21271.9162928487,21271.9162928487
18865.7506371592,24205.642122869,46823.3652045572,108451.993252339,18479.8460915887,22109.3120369792,38282.685337856,74987.3316448078,18146.9171594006,19716.3069863453,30662.3843302798,34798.6254481243,18043.2186745907,19303.2186745907,28149.7790591819,28867.6393745368,17942.0471017155,18302.0471017155,20213.5285579451,20213.5285579451
16351.7077811096,19652.8553263047,34132.3914729548,132320.96022571,15895.9626151055,17766.9403205289,30107.5201897804,105057.382956112,15861.8621100422,17644.8154288479,27827.8443584847,28754.4926958934,15767.1758185411,16740.1291373469,19938.6424818065,19938.6424818065,15719.3179541649,16332.2712729706,16958.133321429,16958.133321429
16624.3137700828,20037.8196129299,30390.5785566693,74396.6376414314,16171.4487630316,18284.1543905162,25746.660592301,41772.3152058335,16108.6619664671,18043.6619664671,25164.3935649962,39524.8266069288,16105.1472478414,18040.1472478413,23829.6424818067,37611.1554673295,16075.1472478414,17740.1472478413,21814.854459753,35314.8544597537
18420.3961646516,25241.3183131021,56724.3750084699,188881.79657496,17944.2590796618,22446.055110942,44736.0863428798,135278.41837213,17696.8326727906,20448.491619081,36133.816146722,119119.976244159,17419.7321677272,18229.7321677272,22678.8640534063,23415.5515703967,17359.7321677272,17629.7321677272,19259.9100167256,19259.9100167256
17613.9748084143,23597.9049660916,51828.7646251542,113897.857244159,16904.7910422303,19896.0042456657,40023.5566210295,54615.8087682778,16843.9626151055,19580.0631201688,38982.9077760068,47373.0848200378,16833.3768286679,19533.3768286678,38045.7773260775,40999.0966544093,16754.0042456659,18824.0042456658,30148.4867787077,30148.4867787077
18187.5210563327,24314.4978952042,45028.0556801399,123247.130844945,17599.3667274001,19944.4377952119,31192.3183131017,57896.7094271204,17272.0357749585,18341.0753134776,26764.5336085783,31003.336126243,17264.5799308357,18333.6194693549,24694.4372875973,26160.5123908148,17196.9647071466,17736.9647071466,20403.3174465505,20403.3174465505
17174.1644917841,24554.9688912285,52368.2830202489,132547.015546916,16501.608142598,20650.357492684,37582.6574850309,62141.0646175007,16154.3655019109,18079.7431355467,29554.4890194253,36961.2427638541,16098.1939290356,17666.8142033585,27003.2092911978,27216.0788412686,16027.0223561604,17017.0223561603,21135.1580669841,21135.1580669841
18280.1636252323,26115.1883707874,61530.4357647544,189419.207383913,17623.1737265001,21812.8743033508,43656.969609103,83374.4499630137,17284.7178823774,19405.6367132976,35440.3022946485,45806.9271735752,17252.2326010031,19278.5656454857,32653.2639816185,37868.7784028908,17137.2620382546,18217.2620382546,25296.6900295525,25384.3195385915
16869.0193975675,23308.3608102142,44598.371839617,111123.287414591,16486.4630483814,20986.0765389668,38262.5583541336,98661.8372773918,16050.2792821973,17221.4407538047,26239.4919780181,32596.94262283,16002.0782720706,17145.7178823773,22829.024658462,27697.0032304368,15904.178777134,16174.1787771339,16840.0063377069,16840.0063377069
18958.7746648393,25763.0979669915,62978.9649174056,268429.72837865,18381.5787053464,21658.6762518168,41332.8048199648,91005.6971467153,18124.9685322912,20062.0101628514,36456.0756724143,54962.4037278463,18104.9685322912,19949.968532291,33087.7445712965,47554.8865582421,17964.3827458535,18549.3827458535,22205.0866402346,35705.0866402334
17933.5463095021,23296.957923409,49451.5328036109,146744.33726464,17424.3331060665,21084.3709114821,44122.3765313138,125632.499392537,17232.4041738783,20048.1930624837,40554.2420459794,109232.65682874,17209.7767568804,19947.0559774938,39891.3589284338,104795.560148821,17156.4630483814,19443.7422689949,33890.9711935305,97490.9628253662
16294.2048968552,23728.5921241444,61736.2999052539,231985.125409862,15728.8668017385,19804.2923420578,46811.7584977084,160331.707606919,15488.5408999307,18246.832313853,40476.3103038743,114243.056100657,15410.7419100575,17532.4576388099,33359.2951519732,45610.3934779028,15306.4820254277,16746.4820254276,24368.4637662562,24422.0932752953
17877.7211999077,23007.1589335359,47151.6003436319,134036.031775634,17468.1942879731,20297.6501320957,39287.6727856099,91718.0000360816,17276.7678811019,19460.0206230566,34668.0260326275,48387.7862634424,17256.7678811019,19329.4003487336,33208.7177337001,40811.5857609299,17117.0815896009,18107.0815896008,21450.7522215859,21450.7522215859
18685.190103891,25973.1547494536,51525.8081990787,98541.4947624228,18215.190103891,23706.623653437,39947.7924779792,67205.7007616004,17876.7342597683,20725.185053257,33501.1453660602,51592.2952135563,17835.562686893,20500.3738700749,30918.9884374726,46016.4075529912,17756.7758903286,19791.5870735106,24960.8872145345,38460.8872145333
22175.9540982645,29568.5372850466,69975.422556217,256051.499515709,21458.6942136346,25381.6029432871,51576.1061864783,139556.055803311,21332.6059018801,24515.2110243013,47007.5280503301,122818.574644436,21100.4637662563,22855.4637662562,35904.6313653097,43330.4948495178,20975.5053968167,21695.5053968166,25611.0481785278,25611.0481785278
17643.5858480214,24296.5424843573,59141.0582797948,220792.827089028,16999.5198308434,20406.3188207165,40133.2597975359,68579.8009077264,16794.5614614038,18557.7574208966,32841.8145622952,36935.9273222519,16744.6030919641,18319.0396001029,28008.0300680333,28979.577541441,16612.8457326512,16817.2822407902,17908.2712729706,17908.2712729706
18625.7809409625,25616.3935649962,45288.6258070614,127735.50148458,18140.4916190811,22984.5588617482,39434.2849020289,111582.964261118,17848.9769004554,20622.0895988275,33745.1840380281,85294.5472376401,17825.6631919564,20499.3028022631,32097.0330266261,82143.6931984086,17785.6631919564,20099.3028022631,28776.7647738322,78361.4641251964
19273.5433509092,30085.2097988118,77477.9247841794,365477.060136056,18628.7342597682,25026.3456583126,64318.1011974277,323254.220679527,18141.9525138377,21754.0471017153,48624.0150648071,261852.067514499,17726.4722830974,18356.4722830973,21587.7985438426,22145.0385848745,17686.4722830974,17956.4722830974,18855.5302910486,18855.5302910486
16679.1098013631,21401.2460198011,39496.8661454475,129745.487855526,16086.9209845452,18734.2611717027,31352.7055403914,75913.2629663883,15990.6245199889,18240.6245199888,30053.3632611927,68380.7235022078,15990.6245199889,18240.6245199888,29181.4275452671,66018.8025792465,15960.6245199889,17940.6245199888,26273.3014280969,62273.3014280956
15248.2435688227,21090.4609563402,48783.1072632913,133499.232872844,14807.8537418779,18907.336931211,44065.1725625941,123618.968086256,14664.0963825651,17894.4883015506,38635.6625356644,89040.8698219101,14617.2973926918,17452.2973926916,34135.6654942576,56808.4249456096,14577.2973926918,17052.2973926916,31704.3850481549,54204.3850481528
19730.1442892485,27463.6980387791,57358.8306423325,202619.711939682,19121.3919805695,24202.7018639237,49428.8875734717,169670.286189104,18610.0660787617,20254.5139136576,29857.2484707792,32910.7456481089,18516.8945058864,19686.8945058864,26401.470908931,26956.2882195596,18435.1371465736,18885.1371465735,20130.2320933888,20130.2320933888
17142.8222125853,23194.7232919486,56397.3871401954,283374.565173946,16571.0160800372,20513.6914037186,51954.1547494531,277269.533075455,16343.4181002908,19215.6973209042,42963.9556826905,72965.5934728017,16158.4181002908,17392.0577105975,25797.8544597526,43793.9006949181,16086.6313037264,16708.9105243399,21236.8683861652,35923.4499885227
17502.7704807572,23915.7241585003,57430.301787034,251225.9030588,16755.1897449535,19395.9929189087,36866.1530163498,78722.4415948475,16630.474016201,18737.7532368144,34232.506981243,53773.0390053948,16628.8171619515,18736.0963825649,30869.4043841388,45378.8200334505,16537.9887348267,17887.9887348266,23577.9162928487,23577.9162928487
17238.7262505416,21869.4797847098,40972.3929087053,95493.4809231117,16624.0988335436,19389.0147058712,32745.91527762,50141.4516345342,16498.0988335436,18643.4886604883,27939.9603743875,42031.3324497782,16353.4714165456,17433.4714165456,21309.3644866822,21309.3644866822,16283.4714165457,16733.4714165456,17477.2531624761,17477.2531624761
18722.1324548772,26616.8830304523,74099.6444251681,360783.39222689,17850.9680246769,20815.5222818218,42078.2021485217,72640.1251380159,17813.3528009877,20605.0370004476,41410.1777619045,62809.868001718,17795.896956865,20576.9537393269,39755.2869940697,53590.7457096925,17745.896956865,20131.6543161778,34635.6961569986,39490.4496911665
16668.2326010032,21521.996236439,37783.2315857739,85834.4796976159,16107.2864248723,18338.8175208889,29894.0777644556,40258.6846815645,15960.5706961198,17824.2103064265,28471.9166517857,35365.3631125155,15960.5706961198,17824.2103064265,25891.1887297246,30973.4897373003,15889.9849096822,17123.6245199889,21010.8574183457,25510.8574183453
16604.730942238,22410.5504935842,59000.6226382089,284576.684384223,16051.3928471213,18852.9929189088,35989.4759595648,79986.1858327165,15941.2334675549,18236.2334675549,32846.8901731274,59237.7949289605,15931.2334675549,18136.2334675549,30521.9969543142,54257.3530112503,15821.8070606837,17171.8070606837,23780.4007076714,41780.4007076736
17242.197246566,21525.3839713427,38566.6217716566,76958.6936189277,16925.0916908687,19643.0105217889,32757.0861326201,60221.8561057649,16746.6774773063,18195.1211281201,28767.6059018796,33531.3819408856,16738.0206230568,18185.9495552448,26545.0641969811,28729.9206871915,16665.9495552449,17475.9495552449,21384.3481092912,21411.7635483429
16554.3045353668,21523.4613152778,43096.2150597065,133525.110939757,16130.3095860007,19433.8406820173,31977.8206897425,49346.5963698123,15973.4984028186,18325.3512165609,28321.4994796309,34789.2260275268,15932.6405384423,18182.6405384423,26825.4477478027,27322.1335316896,15901.8121113176,17881.8121113176,24408.56758885,24408.56758885
16054.5165133131,22372.5686040785,41926.2369953452,129867.071760175,15315.5581438735,17363.4546802172,29234.4092245118,66187.7755929738,15094.7053301311,16146.9896013785,23962.7523702628,25747.7118165147,15073.0484758816,15973.0484758816,20596.4360621085,20971.0819485383,14991.8769030063,15171.8769030063,16050.2557621315,16050.2557621315
