Main_rivers_S3_k10,Main_rivers_S3_k100,Main_rivers_S3_k1000,Main_rivers_S3_k10000,Main_rivers_S4_k10,Main_rivers_S4_k100,Main_rivers_S4_k1000,Main_rivers_S4_k10000,Main_rivers_S5_k10,Main_rivers_S5_k100,Main_rivers_S5_k1000,Main_rivers_S5_k10000
11515.0725035617,15740.4929932471,33337.8901731272,95190.452501083,11243.1679579912,14437.7781310464,29580.901140947,76832.3382182854,11122.8542494923,13553.4623305063,22665.0740879881,44258.3047456277
11982.5090117007,16656.4454455012,41331.1664351479,169615.137059482,11681.2836149563,14924.2747391778,35236.9991950319,139612.807988822,11411.7861402732,12609.420699946,21000.9551134927,27100.5276913927
9695.04184082099,13049.225607005,29282.8831791298,107775.220110344,9372.08347138133,11426.7992001338,23772.5792129602,69274.9250199486,9286.52712219522,10684.6225766246,20729.5943648621,44647.1294962841
9736.60829127484,12980.4976849436,28153.2519369874,96475.4829535687,9561.26514552432,11707.4051891069,20442.1826022783,38383.0843995155,9450.6793590867,10513.2600948904,16773.9934265229,23526.7649225085
10764.6704833082,14413.6624740815,30522.0425586964,111447.740238542,10330.0846968706,11662.1578567236,22570.7751724543,61422.1201128981,10238.244076437,11069.6582899993,18283.8979720931,22522.7682400394
10433.0561261708,14256.4917677578,28658.8844046179,97231.4258121586,10059.1028073651,12067.8429227351,21864.8890963146,71993.2901013367,9810.38707861254,10462.4358518478,14684.6809435132,22168.0286322841
9562.63476993353,12282.5973234552,22321.15944115,51334.6167210238,9198.59819000708,10325.8997051972,17276.5914062695,27435.8422664448,9161.35554931996,9983.07127807245,15362.0401077173,18974.4083579605
10283.3799359376,13139.2684630546,22497.3756031788,55368.6959467405,10045.0784207474,11626.3210614345,17863.1977541802,27917.8520087756,9995.97791568403,11249.5098782524,15453.7032380901,20111.0526599653
10537.3719267109,14050.1629073573,28532.5609537893,75583.6674376246,10247.9455198397,12287.5212050094,22157.0770465811,36073.5292758223,10128.5729368376,11703.5729368376,20647.1472478411,27007.3502013339
9870.64782979414,12745.8542494923,23660.3478990305,76860.624222634,9435.85389055481,10587.7584361253,19620.7992001336,58175.9704756544,9407.65288042803,10442.652880428,18480.0986232827,36250.5651378712
9334.53809001474,12890.8732265384,30335.8188950543,146931.050778178,8982.35937446456,11266.5847712089,27714.7352749962,142910.653957235,8722.25886940117,9352.25886940113,14462.9690399054,24272.9227176489
12201.2494860084,16828.0728624992,45103.922568972,184840.027171028,11850.3916216321,14904.9113908917,31953.1291373464,88898.9100783086,11632.0362825728,13195.077913133,24819.1320959392,45560.5179490631
9491.2315241907,13082.1200513076,33229.35121656,85891.4949111017,9290.08938856698,11396.9543956181,26752.0397487791,50021.7247892826,9167.39090375714,10726.2782053848,25735.0947981374,41902.9074786541
12189.6877272509,16278.2898910793,32706.085625006,75800.0395130117,11879.4867171241,14266.2339751691,26289.4836098542,63427.88706586,11711.5039610668,13108.0430663101,19666.1502064338,27221.7816588369
10629.2642789725,15144.3181028416,35271.2531624755,91371.5279632379,10367.2764722813,13320.9699064571,29748.1766850922,65669.366640307,10200.359733402,12211.5657941625,25802.6750263271,43843.915995494
10469.0784207474,14639.4673811403,35421.9885861492,85018.0530804835,10209.7352749969,13147.0023023016,30918.5802897728,70111.0372107078,10042.1372952504,11723.847973369,19705.9058326433,25090.567229912
11090.6561979583,14350.6288527477,28227.9629740423,50142.2171517459,10847.7028791525,13227.4530957904,24672.2418357185,45559.1768953517,10700.1292860237,12073.8176695657,17477.0160800369,27350.5849814686
11336.7668042895,14614.4269760693,32266.0875067864,119267.228478505,10902.4114652302,12236.7373670379,20068.0808717256,25054.4670837866,10858.168824543,11756.6368619745,17969.3743776891,20091.9566979198
10825.3719267109,14738.6696167563,27999.6509986475,94020.6478913791,10355.241984396,11786.3252455166,17749.6628330188,19872.0815896008,10309.8572080851,11379.0287809603,15748.8647096974,16966.8112447657
9005.33116270234,11766.0927060972,24779.4327445778,56149.0685913239,8807.77481351624,10497.3160108006,20562.643497035,36785.9985387409,8687.94638639149,9587.94638639146,17246.5880887391,20257.3179541647
10737.2907576312,14195.2310165763,34138.7666556114,113997.304089331,10295.7638456967,12196.4085066373,24945.2019382615,40382.6860557301,10264.0481169441,12010.9110319542,23763.1127599553,26664.5372850466
11153.2318831282,14317.9690399054,29387.5504935836,59522.3967954327,10761.1730086251,12507.9719984983,23894.0005691976,33563.3777568034,10649.557784936,11858.3080015738,22429.6973209039,26498.8786976935
10362.7218561988,15655.1132675701,39322.8934906573,212545.766630098,9882.92286632559,12119.8946545633,22445.6098757012,83358.60554294,9604.58477120897,10064.6974695812,13323.8774106207,18702.6940033757
9255.53303938086,12292.8063428087,23606.7981849051,66180.507488857,9042.85894118866,11084.8538905547,19455.8222125852,43621.4125420414,8920.84674787984,10450.8467478797,17825.9559800446,36948.4437123969
10656.0165876516,13574.062402294,26745.2674478259,59283.7583490316,10389.7150724614,12143.9606717413,22260.6060505569,35728.211383238,10305.300858899,11648.5262556434,19821.9845507443,30434.8136957433
11217.0968901794,14807.4320267031,37686.9105243394,159702.12068209,10866.682676617,13363.0085784247,33364.9366440606,130708.689014323,10810.6288527478,13015.6288527477,26461.1686758657,42442.9708345935
9602.79292401067,13471.1242353898,28007.0643456585,126298.946089039,9075.07719525816,9935.41023974088,15785.293716224,45578.4975362663,9002.83455457103,9452.83455457101,12403.3454480521,13705.9378695504
9480.29039869373,12391.4905422686,27108.4160082488,116726.724876369,9177.4792155117,11247.2121882068,24301.6683912663,108638.557636253,9107.47921551169,10577.2782053848,22359.0320984902,23777.4217767583
10685.0599513154,15071.86435076,30292.7619639161,88006.8961518986,10371.9178156917,12757.4034560034,20906.5203384576,37287.7546725657,10124.3198359453,11050.6041071926,17901.6288527474,22074.9713422071
12173.8046097052,15424.1204102452,29649.4836098544,66119.9646200539,11962.3020843883,14121.0106704658,24954.4059069817,46135.0354776033,11742.757928511,12897.2015793248,21682.3184617788,24775.0293501583
10546.5405409933,13043.2940751615,22572.8302218118,88140.9600154492,10218.0796462367,11591.8441482245,19432.4240174762,66548.7636970186,10193.9791411733,11526.9324599791,18449.7419100573,19207.062253617
10547.6999205597,12913.6948699258,20767.8983310308,46773.9574157925,10266.9598051895,11848.3323881915,18260.5846225319,29786.2392360629,10224.1730086251,11664.1730086251,17734.6506397099,27595.083681641
11671.434985296,15964.4442200118,36466.1667940849,113567.730496201,11411.7365004862,14403.4694731813,29258.892772782,83172.2239354815,11258.7953749892,12966.1212767969,23963.2090809366,70949.3691783753
10825.9110319542,14431.4248840281,33497.7194668032,56795.3210359253,10457.4135572712,12808.1242353897,29166.2266838166,41333.0163518815,10426.6267607068,12622.7272657701,28317.3524420495,35284.712893327
11225.9862838482,15045.2655044617,30714.0744469257,90552.0428305438,10921.0451583513,12673.5283476844,22393.2554031935,44335.8189566396,10723.6431380977,11612.6826766169,19167.2036713653,23406.0061890299
10097.8875118884,14279.1040328542,31119.3742290124,74295.2973055994,9674.05908476365,11845.7373670378,23187.1838277676,37925.5653481312,9519.98801695179,10811.4144238229,19707.3264710055,26753.1988309921
10938.3139187596,16054.6380874638,35622.3468838024,111745.674072688,10469.0519420887,12974.8408306941,24180.3377977629,49420.3000539335,10234.223514964,11270.5565594466,18578.0249558155,22759.2097988122
10868.930367938,15313.6056916193,28564.6942136342,65570.2823023751,10587.4623305065,13697.002661239,24235.7157903361,55677.78793496,10284.6339033817,11085.5111037417,17147.5135547199,23041.1068427698
12265.5851301464,16559.309227063,37936.4928445695,137510.897946582,11965.1170927149,14253.0897475043,26972.4273350059,57373.0398719458,11757.4064145962,13062.4064145961,23172.6098757008,29771.2648481701
11549.0704115207,14683.1376541878,31163.3401000644,85337.6669300065,11274.42575058,13505.5598769769,28019.2876503611,71312.9959390839,11173.3424894593,12980.4917677579,25417.1442892482,56840.1953647848
10402.0132701212,15371.2785643223,40025.0100141743,144825.479610522,10047.6163005015,12819.2945827758,32673.9382284876,113001.591529434,9901.97669019475,11940.268104117,28539.6830355536,80017.6359083267
12270.884912233,16007.1590822127,33739.6034509012,85123.7129549127,12000.5833970429,14251.4463120529,28643.3196872682,59615.9221229449,11887.2991257954,13710.5518677502,26120.4079990225,37944.4042354637
11866.3374388254,16380.0867889114,33988.3207640799,61720.7958570935,11567.0826048295,14784.4156493121,26609.9269017301,39287.0816511842,11402.6683912671,13300.5262556433,23053.1127599555,27022.6533009492
14057.0463838405,18741.5795718981,44851.0629714916,141762.224566266,13642.1174516524,16299.0484758814,33520.4163671863,73586.6524959818,13555.9875093375,15599.0829637669,30363.2780567074,59611.6489681911
12142.7911909071,16221.4126907192,38206.8204794811,112834.541023094,11775.10995004,14205.3181028415,30337.370552544,53198.9012025296,11655.7373670379,13117.5607435287,25594.4879426125,29250.4400975135
12662.0421997584,17687.2048968551,31470.3909653407,77263.9903808407,12331.9244507523,15865.2911165686,26721.957923409,62451.1528676777,12106.2087219998,13979.321420372,22782.9474632037,47332.3106628172
12238.1385207397,19054.4341187439,48440.3096475837,198952.918805405,11860.3639174841,15950.3437149485,38958.9149186817,165446.027109434,11523.0502089851,13568.5792129607,27463.8495577949,119191.902007491
11219.4379438888,14346.7650711859,25932.0610281279,71180.6827382052,10839.9892424411,12502.0745956027,20868.150206434,38428.7076324314,10753.6927778848,12103.6927778847,19718.4891681024,31045.849409118
10088.0784207474,13645.6145673979,28968.1946469105,63582.6057532033,9827.80634280877,12185.7626202073,25662.6875785737,55322.0305756471,9735.46319705825,11623.5758954303,22991.3322395143,41896.5395257627
9981.64992183516,13388.8916959705,27472.0955160128,86307.9560416275,9664.96868096804,12013.532172829,23710.8209870958,67758.3644866824,9476.16969109483,10507.8336880192,15605.9997026462,16897.6287040709
10665.3921292464,14124.4736572634,32801.5139136572,145437.423335677,10310.8946545633,12488.1364286986,30308.1561236195,141667.32088725,10203.5687527555,11905.8479733691,26445.1291373463,47185.8742162571
11183.4409024817,14734.2999923471,34132.4416203563,136243.236190377,10713.2449429888,12454.2714216474,24109.251578049,51685.2271043388,10654.357641361,12157.9972516677,22515.2212742457,35402.6393745365
10555.5060531079,13828.4126907194,28779.4369286603,73015.5115242664,10206.748693795,12381.1578567235,22583.3209127576,34524.0389438131,10137.3172362899,11801.5354903594,19192.0993411578,28683.9810845387
11326.5649276109,16185.632170278,43783.0786310068,208123.986765947,10810.6776259831,12569.932459979,24934.2507114971,43110.3986772136,10773.062402294,12359.4471786048,24282.6729342865,37659.6628946022
11232.434985296,15081.816803014,29196.101792136,67654.3293425057,10845.1162261632,12850.9782746215,23197.0942905234,33173.2634740041,10730.4715652225,12414.1111755292,22018.0660787613,28911.5125394911
9861.81644407656,13375.2815229152,35607.667017101,163649.224294428,9513.97582364299,11335.787006825,23375.8251711778,55883.6642687683,9481.74537626469,11101.7453762646,21054.2343341065,41907.9650660843
9862.24198439598,12247.8744520278,23721.3869299358,55197.5198924271,9715.49681839191,11342.7272657701,20342.2991257953,41462.7639072813,9625.25417770479,10533.6978285186,17839.1864274229,21979.7509960967
9043.77062943412,11753.5809460643,24672.7746648393,77621.0965928239,8855.81225999445,10852.6305858514,19111.785632659,30861.3397411284,8805.35641587173,10399.0599513154,17449.3033098775,23292.1413306563
9055.15627229675,12700.7748135161,25163.9399615912,71335.3723472301,8638.88419435811,9958.06290990827,17739.4123317818,31251.788442575,8517.34508911471,9299.62936036218,15343.7655788003,16936.9491963073
10052.3383053772,13370.4602384653,31039.1122523409,89029.4979567877,9778.76976288232,12050.2520856637,24670.7452275873,53883.7344700309,9622.89970519723,10964.7403256307,18986.6422715456,22379.3305064111
11515.5607435288,14905.1090834882,31089.9554724305,104126.477395318,11248.234841721,13029.7769055572,25609.1305115131,74552.7198257445,11068.7323164041,11931.6906858437,19015.1329624913,24591.8443584845
12256.6401795049,16533.8188950549,37349.5907499778,112179.646999318,11821.0005691981,14384.6717087973,32233.337290148,93678.8102911216,11676.3853455089,13511.8361389977,28644.6295706222,57470.0013486557
9885.81225999445,14889.244076437,38048.7501295441,148376.949616827,9525.3492731968,12588.480441001,29154.2510704347,102670.808496432,9328.22438151577,11596.8639918225,24162.5543187284,55065.097459377
11140.0763287064,15243.3811614268,34543.5828894283,113923.88085132,10708.1179592667,12791.4043225551,25505.9955185636,49101.7414640255,10553.9930675857,11772.720989647,22136.8685348417,27138.4763185024
11172.4308012139,14197.9122574435,22507.1101603004,39637.294136745,10908.4186079051,12748.5758954304,18113.1725010109,20694.5125394916,10714.3059095329,11485.8866453366,15479.7898167409,15968.5820228767
10722.4266171318,13248.3555493198,20825.9803666622,43955.4346879426,10381.8702679457,11527.6692578188,16531.2024458762,20644.0167979121,10341.911898506,11331.9118985059,16216.6208435208,18187.0652122099
10691.6002820481,13089.4745238152,24602.4315190886,41689.9781875285,10455.9017972383,12137.7647122484,22372.4433534599,38016.3895911749,10388.8601666779,11738.8601666779,19573.5060531073,22080.9990463551
11653.9883758893,14835.820987096,27686.970624332,77924.5825920746,11240.0939315866,12394.6725753492,19299.7377259749,23472.0953673364,11178.3365722737,11988.3365722736,18027.2566286829,19490.5466684394
9777.20713757305,12440.9392437164,21248.8246635635,34699.8959416355,9597.42539164253,11279.7908319695,17395.8260377298,21204.5142725952,9459.19494426423,10247.5036021293,14501.6856352097,16848.6884451258
10100.1310191273,14323.8042507675,30939.9490476301,86401.1607282187,9788.50360212933,12597.9636303341,22162.0072042585,40615.3686707629,9486.11882581848,10026.1188258184,14799.2874401006,17802.0458762261
9353.06413539756,11824.0468914548,28111.0329650422,70637.012885676,9188.21132165518,10818.1473965182,24307.7983335815,41883.0210435775,9103.28238946704,10488.9098064649,22891.2642789718,34953.7504884817
10127.3046840436,13999.9059813203,32652.412183105,122237.227970891,9814.59400592498,11568.539315504,21656.4085066375,46647.0540957184,9670.15035511108,10679.5645686734,17979.7352749966,21056.88981419
9381.8925625223,13049.9963851159,28048.5572773213,91031.8196745148,8885.60324064097,10158.7230816881,20455.1810178514,45647.0915421911,8797.11795926674,9697.1179592667,17497.2036713658,20172.3569850697
9621.30886812572,12956.8723599867,28536.7119651909,98450.3433304993,9327.35554931994,10829.3403974183,17785.707929786,30586.6062608172,9165.42661713181,9795.42661713176,15707.0632688454,21395.1955134623
