Main_rivers_S3_k10,Main_rivers_S3_k100,Main_rivers_S3_k1000,Main_rivers_S3_k10000,Main_rivers_S4_k10,Main_rivers_S4_k100,Main_rivers_S4_k1000,Main_rivers_S4_k10000,Main_rivers_S5_k10,Main_rivers_S5_k100,Main_rivers_S5_k1000,Main_rivers_S5_k10000,Main_rivers_S6_k10,Main_rivers_S6_k100,Main_rivers_S6_k1000,Main_rivers_S6_k10000,Main_rivers_S7_k10,Main_rivers_S7_k100,Main_rivers_S7_k1000,Main_rivers_S7_k10000
13672.1855608714,20608.6354878083,65316.4235714455,303622.089634907,13323.9429201843,18888.1876529124,59973.1697526784,285449.6337292,12883.3743776894,15563.386570998,36135.5626868919,95663.9700296218,138570.174280767,151545.948884023,204365.021757093,205926.088343469,137296.174280767,138916.174280767,148271.641154294,148271.641154294
12728.2310165764,18402.3954467765,44355.8260993128,141824.617500476,12424.07163701,16530.1111755291,39500.4771850534,134512.20986039,12205.5396744415,14460.1956621391,27971.2691809289,77857.2420459763,74435.3316193051,82985.3316193055,129620.877903303,131530.506397114,74078.5031921803,79478.5031921806,100127.142146199,100127.142146199
11250.3921292464,16033.7112473167,36233.7917601045,108059.849829635,11009.853024003,14622.6978285185,28296.8465992023,63155.6855481151,10688.4266171318,11720.7180310541,20262.8958800521,23717.9297116468,82290.437262096,91748.6626588412,165790.344182125,166989.711565816,81377.6088349712,82727.6088349713,86328.8946906458,86328.8946906458
10368.8256787925,12964.9446532879,19261.3616767661,28261.3616767653,10024.0388822281,11212.1364286986,14969.7065556203,14969.7065556203,9959.59523141425,10785.7373670379,13692.5539597914,13692.5539597914,110523.284676836,128780.572773229,246802.332916958,262066.204420961,110033.78424356,126593.784243561,191567.34714072,191567.34714072
11893.3660095252,14601.3113191041,25578.5959492887,83679.8022203083,11369.3832534679,12477.941694695,16684.6452301386,24558.7922677202,11244.7385925272,11604.7385925272,15204.738592527,16906.610234639,75990.6103578137,84090.6103578138,144937.340592748,150397.131634979,75210.6103578136,76290.6103578137,82824.4731241476,82824.4731241476
10937.1435713736,13364.8046097052,19166.8201205442,40090.3885143638,10585.682676617,11250.7831816804,14411.6948699258,21195.1442892502,10506.5405409933,10860.8105268908,13430.679718024,14521.5593693627,114484.467837747,123034.350088741,159253.312355478,161649.655203875,113634.467837747,114534.467837747,120712.176423825,120712.176423825
12183.1923446089,17338.573295775,33435.7201846792,71720.6527933367,11908.9791411733,15691.8554749814,27050.3623946411,42342.0704731042,11621.807568298,13667.8542494921,20992.9676657392,26217.6177362509,93312.8764314752,114012.876431476,232795.767148302,252782.726333278,92460.1068788534,105600.106878854,145498.12965554,154498.129655542
12008.8004256231,17255.8016511121,41445.4380054712,143236.064407232,11665.8126189319,15537.8694013937,35566.0903167013,118796.355103281,11581.1679579912,14738.4522292385,32099.5764646276,113903.09955141,118491.154462677,147085.420264494,298600.098890775,534114.974096779,117599.154462676,139875.254967742,228469.528579097,457969.528579122
12288.5455916272,16231.3041764291,33735.4132599165,78905.7769416297,11981.7344084451,14285.7507858359,28519.7616049778,63119.4151161876,11835.1069914472,13563.7466017538,27446.7999180078,58313.177674811,128749.000913204,157706.699398015,352136.357129398,436269.557468301,127570.782659134,146354.422269442,265008.749555993,315216.461100669
10722.3475400932,15202.3235124129,37281.2092911976,176018.351785758,10263.7617536556,11764.8176695658,19217.8150699104,40280.2564800089,10141.4064145963,10803.5313062773,15278.5720702856,16884.2670888885,90067.5011001406,103422.020869401,179661.740136516,181840.713360505,88994.5721679524,92774.5721679526,113694.803394792,113694.803394792
12520.2188232676,16517.0169465889,29683.5041713269,68266.7136112011,12101.2776977706,14164.9051147685,23638.3806538122,42562.5843251781,11886.3071350221,12832.7629791448,21058.8373644868,36098.9082836216,101292.418049281,115197.418049282,171805.862787479,194305.862787479,99836.8911373467,100826.891137347,104148.232401317,104148.232401317
10557.9556211074,14969.1435713734,36727.0410358525,158955.692331856,10253.3160108006,12992.9942930748,27596.7240098232,90988.7853353071,10171.0144956105,12581.5313062771,26734.6882964486,88751.3442841485,98262.8338472704,125952.768696646,283972.304828365,454108.74567985,97295.9465456425,117743.980166978,200100.919867298,350605.212296466
