node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear
413,414,432.004393,5.04654345660704,7.73708714779788,5.25188354020351,7.78040223614058,956.548143,524.54375,1519.940807,1951.9452
413,158,492.261296,5.04654345660704,7.73708714779788,4.61669999999998,7.68329999999988,1016.805046,524.54375,1519.940807,2012.202103
414,156,64.090236,5.25188354020351,7.78040223614058,5.18291600000002,7.84542200000013,1020.638379,956.548143,1951.9452,2016.035436
414,157,67.098553,5.25188354020351,7.78040223614058,5.76207200000012,7.52582900000011,1023.646696,956.548143,1951.9452,2019.043753
257,408,65.35731,7.83621106993488,6.07955346886644,7.82918536344607,6.07989825335812,816.456258,751.098948,1746.496005,1811.853315
257,258,80.092121,7.83621106993488,6.07955346886644,7.84199977314491,6.06512015172437,831.191069,751.098948,1746.496005,1826.588126
258,259,51.497186,7.84199977314491,6.06512015172437,6.75372007097492,6.1855715270136,882.688255,831.191069,1826.588126,1878.085312
259,265,51.523065,6.75372007097492,6.1855715270136,6.73320848309868,6.1976262231655,934.21132,882.688255,1878.085312,1929.608377
265,266,10.44317,6.73320848309868,6.1976262231655,6.73268026282282,6.19819947072946,944.65449,934.21132,1929.608377,1940.051547
259,260,64.050212,6.75372007097492,6.1855715270136,6.77163369775267,6.17317407492242,946.738467,882.688255,1878.085312,1942.135524
408,409,136.86461,7.82918536344607,6.07989825335812,7.86767472709815,6.0651145079392,953.320868,816.456258,1811.853315,1948.717925
260,261,7.250838,6.77163369775267,6.17317407492242,11.3577961444103,8.89303193078586,953.989305,946.738467,1942.135524,1949.386362
258,397,130.048297,7.84199977314491,6.06512015172437,7.90093756169022,6.04736259340476,961.239366,831.191069,1826.588126,1956.636423
266,267,20.166536,6.73268026282282,6.19819947072946,6.72280566700787,6.2119883847583,964.821026,944.65449,1940.051547,1960.218083
267,268,2.440467,6.72280566700787,6.2119883847583,6.72281251870349,6.21307233001354,967.261493,964.821026,1960.218083,1962.65855
267,272,8.286686,6.72280566700787,6.2119883847583,6.23188222565119,6.74109080930606,973.107712,964.821026,1960.218083,1968.504769
261,262,19.773903,11.3577961444103,8.89303193078586,11.3567600773462,8.89171132671113,973.763208,953.989305,1949.386362,1969.160265
272,295,1.553492,6.23188222565119,6.74109080930606,6.23104075664879,6.74225006228803,974.661204,973.107712,1968.504769,1970.058261
272,273,1.847846,6.23188222565119,6.74109080930606,6.23144843134475,6.74179887464966,974.955558,973.107712,1968.504769,1970.352615
295,296,0.370289,6.23104075664879,6.74225006228803,6.2283463053242,6.74274743434595,975.031493,974.661204,1970.058261,1970.42855
295,352,1.086902,6.23104075664879,6.74225006228803,6.20322033724986,6.76976908907869,975.748106,974.661204,1970.058261,1971.145163
352,353,1.463613,6.20322033724986,6.76976908907869,6.16620674279705,6.88092342916116,977.211719,975.748106,1971.145163,1972.608776
273,274,2.444079,6.23144843134475,6.74179887464966,6.20893024979708,6.76934156790444,977.399637,974.955558,1970.352615,1972.796694
296,297,2.797829,6.2283463053242,6.74274743434595,6.21998665537231,6.74320671709239,977.829322,975.031493,1970.42855,1973.226379
260,6,31.965802,6.77163369775267,6.17317407492242,6.78333300000009,6.16666700000012,978.704269,946.738467,1942.135524,1974.101326
297,298,1.655349,6.21998665537231,6.74320671709239,6.2115667810361,6.74469169226836,979.484671,977.829322,1973.226379,1974.881728
352,393,4.14981,6.20322033724986,6.76976908907869,6.21594852868219,6.7644842286129,979.897916,975.748106,1971.145163,1975.294973
408,410,163.952839,7.82918536344607,6.07989825335812,7.55068651975902,6.13234430945222,980.409097,816.456258,1811.853315,1975.806154
298,299,1.042276,6.2115667810361,6.74469169226836,5.80243223786025,6.92408250293025,980.526947,979.484671,1974.881728,1975.924004
299,303,0.761644,5.80243223786025,6.92408250293025,5.79783359417588,6.92833918149899,981.288591,980.526947,1975.924004,1976.685648
303,308,0.853656,5.79783359417588,6.92833918149899,6.27941098103623,7.08074548232779,982.142247,981.288591,1976.685648,1977.539304
298,324,2.921135,6.2115667810361,6.74469169226836,6.20811169570277,6.74458868884039,982.405806,979.484671,1974.881728,1977.802863
308,309,1.151038,6.27941098103623,7.08074548232779,6.28056683014172,7.08100879240822,983.293285,982.142247,1977.539304,1978.690342
309,310,0.346502,6.28056683014172,7.08100879240822,6.28106811476604,7.08088876033241,983.639787,983.293285,1978.690342,1979.036844
297,326,6.323385,6.21998665537231,6.74320671709239,6.22138657328694,6.74308808665023,984.152707,977.829322,1973.226379,1979.549764
326,327,0.394664,6.22138657328694,6.74308808665023,6.22075059148551,6.74421860596607,984.547371,984.152707,1979.549764,1979.944428
310,316,0.931118,6.28106811476604,7.08088876033241,6.28125905934227,7.08038133801841,984.570905,983.639787,1979.036844,1979.967962
327,328,0.617196,6.22075059148551,6.74421860596607,6.22024136184802,6.74448584691474,985.164567,984.547371,1979.944428,1980.561624
262,263,11.617106,11.3567600773462,8.89171132671113,11.3570870844806,8.89261799038106,985.380314,973.763208,1969.160265,1980.777371
268,269,18.234121,6.72281251870349,6.21307233001354,6.52318959301163,6.69508606537377,985.495614,967.261493,1962.65855,1980.892671
326,339,1.462602,6.22138657328694,6.74308808665023,6.22276694002939,6.74122174732562,985.615309,984.152707,1979.549764,1981.012366
310,311,2.16121,6.28106811476604,7.08088876033241,6.28107149355808,7.08132399281239,985.800997,983.639787,1979.036844,1981.198054
274,275,8.649667,6.20893024979708,6.76934156790444,6.26618925817776,7.06367123300802,986.049304,977.399637,1972.796694,1981.446361
328,335,1.520964,6.22024136184802,6.74448584691474,6.21931289709999,6.74506372373029,986.685531,985.164567,1980.561624,1982.082588
316,317,2.158507,6.28125905934227,7.08038133801841,6.28145194240957,7.08028291732694,986.729412,984.570905,1979.967962,1982.126469
273,283,12.080465,6.23144843134475,6.74179887464966,6.23934697219463,6.73716245987198,987.036023,974.955558,1970.352615,1982.43308
328,329,2.014617,6.22024136184802,6.74448584691474,6.21839015891793,6.7467901135569,987.179184,985.164567,1980.561624,1982.576241
335,336,1.182643,6.21931289709999,6.74506372373029,6.21803473481664,6.74636353534795,987.868174,986.685531,1982.082588,1983.265231
329,330,1.019783,6.21839015891793,6.7467901135569,6.21782295258831,6.74673230460911,988.198967,987.179184,1982.576241,1983.596024
335,337,1.773554,6.21931289709999,6.74506372373029,6.06220795321367,6.8202467202804,988.459085,986.685531,1982.082588,1983.856142
283,293,1.697898,6.23934697219463,6.73716245987198,6.23904567135922,6.73732953433945,988.733921,987.036023,1982.43308,1984.130978
330,331,1.052527,6.21782295258831,6.74673230460911,6.21861383708268,6.74521437617844,989.251494,988.198967,1983.596024,1984.648551
268,270,22.217437,6.72281251870349,6.21307233001354,6.7306836881595,6.20509919334897,989.47893,967.261493,1962.65855,1984.875987
316,320,5.503734,6.28125905934227,7.08038133801841,6.28084195006921,7.07959669816461,990.074639,984.570905,1979.967962,1985.471696
331,332,1.731368,6.21861383708268,6.74521437617844,6.16520575222986,6.7396393931743,990.982862,989.251494,1984.648551,1986.379919
353,354,14.51996,6.16620674279705,6.88092342916116,5.82627186612716,6.97152686322864,991.731679,977.211719,1972.608776,1987.128736
337,338,3.846224,6.06220795321367,6.8202467202804,5.98740453387826,6.93969033181259,992.305309,988.459085,1983.856142,1987.702366
397,398,31.564813,7.90093756169022,6.04736259340476,8.11134305492908,6.34051727469164,992.804179,961.239366,1956.636423,1988.201236
311,312,7.331498,6.28107149355808,7.08132399281239,6.27636985000168,7.0773482238884,993.132495,985.800997,1981.198054,1988.529552
354,355,1.499415,5.82627186612716,6.97152686322864,5.77453782563944,6.92821365067736,993.231094,991.731679,1987.128736,1988.628151
283,284,6.967647,6.23934697219463,6.73716245987198,6.32772383969242,6.7126787118689,994.00367,987.036023,1982.43308,1989.400727
266,394,49.524107,6.73268026282282,6.19819947072946,6.73198537558295,6.19727629484642,994.178597,944.65449,1940.051547,1989.575654
265,395,60.823807,6.73320848309868,6.1976262231655,6.73025959321421,6.19827192044425,995.035127,934.21132,1929.608377,1990.432184
274,277,18.568464,6.20893024979708,6.76934156790444,6.15068501991904,6.76547291732987,995.968101,977.399637,1972.796694,1991.365158
275,276,10.142359,6.26618925817776,7.06367123300802,6.26624158484118,7.06478673681144,996.191663,986.049304,1981.446361,1991.58872
355,392,3.904885,5.77453782563944,6.92821365067736,5.77377389799076,6.92862939564386,997.135979,993.231094,1988.628151,1992.533036
398,399,4.33242,8.11134305492908,6.34051727469164,8.10224678320738,6.33239045050986,997.136599,992.804179,1988.201236,1992.533656
355,356,4.443257,5.77453782563944,6.92821365067736,5.77476275850528,6.92799321095318,997.674351,993.231094,1988.628151,1993.071408
