LASV_L_align_3_all_2
3
1.77777777777778
1.77777777777778
0.612903225806452
3.16666666666667
3
1.04081632653061
0.265822784810127
3.34782608695652
4.88235294117647
4
1.38095238095238
3.16666666666667
3.54545454545455
3.34782608695652
1
3.16666666666667
3.34782608695652
1.38095238095238
0.724137931034483
